사업장명,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,Reviews,stars,stars_vote_num,n_reviews,n_stars,소재지,법정동
앤,한식,영업,제주특별자치도 제주시 애월읍 하귀1리 1650-1번지 ,"제주특별자치도 제주시 애월읍 하귀12길 39, 1층",195,4.1,62,0,0.0,제주시,애월
카페포레스트,카페,영업,제주특별자치도 제주시 구좌읍 평대리 2876-11번지 ,"제주특별자치도 제주시 구좌읍 비자림로 2330, 1층",42,4.4,24,0,0.0,제주시,구좌
애월연어,일식,영업,제주특별자치도 제주시 애월읍 유수암리 2709-1 ,"제주특별자치도 제주시 애월읍 하소로 660, 1층",193,4.6,83,0,0.0,제주시,애월
옛날아우내순대,한식,영업,제주특별자치도 제주시 애월읍 하귀2리 2626번지 ,"제주특별자치도 제주시 애월읍 애월해안로 960, 1층",30,4.4,22,0,0.0,제주시,애월
협재술집김씨술생활,일식,영업,제주특별자치도 제주시 한림읍 협재리 1586번지 ,"제주특별자치도 제주시 한림읍 한림로 406, 2층",50,3.9,35,0,0.0,제주시,한림
환영키친앤게스트하우스,양식,영업,제주특별자치도 제주시 구좌읍 송당리 1358-1번지 ,"제주특별자치도 제주시 구좌읍 송당2길 2, 1층",45,4.7,23,0,0.0,제주시,구좌
포구횟집,일식,영업,제주특별자치도 제주시 애월읍 하귀2리 2727 ,제주특별자치도 제주시 애월읍 가문동길 43,95,3.7,20,0,0.0,제주시,애월
흑돼지촌,고기,영업,제주특별자치도 제주시 한림읍 동명리 1858 ,"제주특별자치도 제주시 한림읍 한림상로 62, 1층",95,4.8,263,0,0.0,제주시,한림
해변,해산물,영업,제주특별자치도 제주시 애월읍 애월리 410-6번지 ,제주특별자치도 제주시 애월읍 애월해안로 90,458,4.5,114,0,0.0,제주시,애월
교래손칼국수,한식,영업,제주특별자치도 제주시 조천읍 교래리 491 ,제주특별자치도 제주시 조천읍 비자림로 645,43,3.9,54,0,0.0,제주시,조천
해녀촌식당,한식,영업,제주특별자치도 제주시 구좌읍 동복리 1638-1 ,제주특별자치도 제주시 구좌읍 동복로 33,161,3.6,115,0,0.0,제주시,구좌
제주본,한식,영업,제주특별자치도 제주시 노형동 933-17번지 (송천1로74) ,"제주특별자치도 제주시 원노형남1길 31 (노형동,(송천1로74))",110,4.1,69,0,0.0,제주시,제주
장원삼계탕,한식,영업,제주특별자치도 제주시 조천읍 조천리 2345-6번지 ,제주특별자치도 제주시 조천읍 신북로 258,67,4.9,13,0,0.0,제주시,조천
해품돈연동,한식,영업,제주특별자치도 제주시 연동 274-6 ,"제주특별자치도 제주시 신광로 75, 1층 (연동)",83,4.0,4,0,0.0,제주시,제주
터미널남원,한식,영업,제주특별자치도 제주시 용담일동 2827-17번지 (남사1로14) ,"제주특별자치도 제주시 서광로3길 6 (용담일동,(남사1로14))",107,4.6,82,0,0.0,제주시,제주
이호,해산물,영업,제주특별자치도 제주시 이호일동 1667-1번지 ,제주특별자치도 제주시 테우해안로 174 (이호일동),45,4.3,10,0,0.0,제주시,제주
오이디오339,카페,영업,제주특별자치도 제주시 외도이동 339번지 ,"제주특별자치도 제주시 일주서로 7345, 1층 (외도이동)",323,4.4,106,0,0.0,제주시,제주
협재섬바다,한식,영업,제주특별자치도 제주시 한림읍 협재리 2765-5 ,"제주특별자치도 제주시 한림읍 금능남로 53, 1층",51,3.8,41,0,0.0,제주시,한림
곽지횟집,해산물,영업,제주특별자치도 제주시 애월읍 곽지리 1622-44 ,"제주특별자치도 제주시 애월읍 곽지9길 39, 1층",48,3.8,41,0,0.0,제주시,애월
파스토,경양식,영업,제주특별자치도 제주시 한림읍 귀덕리 3883번지 ,"제주특별자치도 제주시 한림읍 한림해안로 540, 2층",36,4.9,111,0,0.0,제주시,한림
애월1인식당,해산물,영업,제주특별자치도 제주시 애월읍 소길리 674-1번지 ,"제주특별자치도 제주시 애월읍 장소로 162, 1층",241,4.8,55,0,0.0,제주시,애월
금능샌드,경양식,영업,제주특별자치도 제주시 한림읍 금능리 1426-4번지 ,"제주특별자치도 제주시 한림읍 금능길 89, 1층",115,4.2,72,0,0.0,제주시,한림
스시앤,일식,영업,제주특별자치도 제주시 이도이동 1053-1 ,"제주특별자치도 제주시 고산동산5길 21-1, 105호 (이도이동)",32,4.4,20,0,0.0,제주시,제주
고사리식당,해산물,영업,제주특별자치도 제주시 조천읍 선흘리 1856-8 ,"제주특별자치도 제주시 조천읍 번영로 1680, 1층",43,4.4,68,0,0.0,제주시,조천
그때그집,한식,영업,제주특별자치도 제주시 애월읍 애월리 407-6 ,"제주특별자치도 제주시 애월읍 애월해안로 97, 1층",279,4.5,124,0,0.0,제주시,애월
바다를본돼지2호,한식,영업,제주특별자치도 제주시 노형동 1055-4 ,"제주특별자치도 제주시 정존15길 42, 1층 (노형동)",120,3.9,11,0,0.0,제주시,제주
제주섬신룽푸마라탕제주대,한식,영업,제주특별자치도 제주시 아라일동 368-63 ,"제주특별자치도 제주시 산천단동2길 24, 1층 (아라일동)",30,4.5,14,0,0.0,제주시,제주
라플라주,한식,영업,제주특별자치도 제주시 조천읍 함덕리 1004-10 ,"제주특별자치도 제주시 조천읍 조함해안로 525, 디동 1층",105,3.6,37,0,0.0,제주시,조천
참좋은해물라면애월,해산물,영업,제주특별자치도 제주시 애월읍 구엄리 599 ,"제주특별자치도 제주시 애월읍 애월해안로 724, 1층",41,4.5,128,0,0.0,제주시,애월
유수암식당,한식,영업,제주특별자치도 제주시 애월읍 유수암리 1928번지 ,제주특별자치도 제주시 애월읍 유수암로 2,193,4.6,83,0,0.0,제주시,애월
선인장,한식,영업,제주특별자치도 제주시 한림읍 월령리 368 ,"제주특별자치도 제주시 한림읍 월령안길 14-3, 1층",60,4.6,47,0,0.0,제주시,한림
함덕해장국,한식,영업,제주특별자치도 제주시 조천읍 함덕리 산 9-4 ,제주특별자치도 제주시 조천읍 신북로 650,46,4.8,41,0,0.0,제주시,조천
도남돼지,고기,영업,제주특별자치도 제주시 도남동 47번지 ,"제주특별자치도 제주시 신성로 36, 101호 (도남동)",48,4.9,21,0,0.0,제주시,제주
이매화지혜제주해물밥,한식,영업,제주특별자치도 제주시 외도이동 313-1 ,제주특별자치도 제주시 월대3길 14-6 (외도이동),98,3.5,35,0,0.0,제주시,제주
우도해녀식당,한식,영업,제주특별자치도 제주시 우도면 연평리 2308-3번지 ,"제주특별자치도 제주시 우도면 우도해안길 440, 나동 1층",212,3.5,39,0,0.0,제주시,우도
에코랜드,경양식,영업,제주특별자치도 제주시 조천읍 대흘리 1221-1번지 ,제주특별자치도 제주시 조천읍 번영로 1278-169,148,3.7,148,0,0.0,제주시,조천
크래커스,카페,영업,제주특별자치도 제주시 한경면 조수리 1363-1번지 ,"제주특별자치도 제주시 한경면 낙수로 1, 1층",34,4.8,16,0,0.0,제주시,한경
제주앞바다횟집,해산물,영업,제주특별자치도 제주시 용담일동 431번지 ,"제주특별자치도 제주시 동한두기길 29, 2층 (용담일동)",158,4.2,37,0,0.0,제주시,제주
한림정육식당,고기,영업,제주특별자치도 제주시 한림읍 한림리 1002 ,제주특별자치도 제주시 한림읍 한림상로 180,258,4.0,4,0,0.0,제주시,한림
까미노,카페,영업,제주특별자치도 제주시 애월읍 하가리 1400 ,"제주특별자치도 제주시 애월읍 고하상로 91-12, 1층",40,4.4,64,0,0.0,제주시,애월
우진해장국,한식,영업,제주특별자치도 제주시 삼도이동 831 ,"제주특별자치도 제주시 서사로 11, 1층 (삼도이동)",2118,3.7,829,0,0.0,제주시,제주
맥파이탭룸,카페,영업,제주특별자치도 제주시 회천동 1309 ,제주특별자치도 제주시 회천동 1309 ,109,4.4,45,0,0.0,제주시,제주
일일오팔흑돼지,카페,영업,제주특별자치도 제주시 애월읍 고내리 1158번지 ,"제주특별자치도 제주시 애월읍 애월해안로 230, 1층",138,4.7,21,0,0.0,제주시,애월
모래비커피팩토리,카페,영업,제주특별자치도 제주시 구좌읍 월정리 536-4 외1필지 제1호(1층) ,제주특별자치도 제주시 구좌읍 해맞이해안로 462 (제1호),70,4.5,171,0,0.0,제주시,구좌
엘픽,일식,영업,제주특별자치도 제주시 이도이동 1946-7번지 ,"제주특별자치도 제주시 신설로5길 5-10, 101호 (이도이동, 이도해든빌비동)",37,3.8,29,0,0.0,제주시,제주
교래리사계절,한식,영업,제주특별자치도 제주시 조천읍 교래리 786-15번지 ,제주특별자치도 제주시 조천읍 남조로 2064,35,4.0,39,0,0.0,제주시,조천
전설의마녀,호프,영업,제주특별자치도 제주시 애월읍 구엄리 606 제2호(2층) ,제주특별자치도 제주시 애월읍 애월해안로 715 (제2호),34,3.9,34,0,0.0,제주시,애월
애월집,한식,영업,제주특별자치도 제주시 애월읍 구엄리 1258-5번지 ,"제주특별자치도 제주시 애월읍 애월해안로 690, 지하1층",78,3.9,45,0,0.0,제주시,애월
만배수산,일식,영업,제주특별자치도 제주시 연동 1501-12 ,제주특별자치도 제주시 국기로2길 2-9 (연동),60,3.7,35,0,0.0,제주시,제주
제마닭,한식,영업,제주특별자치도 제주시 연동 294-84번지 ,제주특별자치도 제주시 사장길 12 (연동),51,3.5,11,0,0.0,제주시,제주
호텔샌드,카페,영업,제주특별자치도 제주시 한림읍 협재리 2446-3 ,"제주특별자치도 제주시 한림읍 한림로 339, 1층",352,3.9,43,0,0.0,제주시,한림
제주공항근처맛집용두암해촌,한식,영업,제주특별자치도 제주시 용담삼동 1026-3 ,제주특별자치도 제주시 서해안로 614 (용담삼동),150,4.7,372,0,0.0,제주시,제주
마니,카페,영업,제주특별자치도 제주시 구좌읍 평대리 2033-1번지 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 1112, 1층",72,4.1,49,0,0.0,제주시,구좌
마농,경양식,영업,제주특별자치도 제주시 도평동 48-10 ,"제주특별자치도 제주시 우평로 45-1, 2층 (도평동)",88,3.6,14,0,0.0,제주시,제주
소문난맛집,한식,영업,제주특별자치도 제주시 애월읍 하귀2리 2617-4 ,"제주특별자치도 제주시 애월읍 애월해안로 945-2, 1층",92,3.7,10,0,0.0,제주시,애월
인제주,카페,영업,제주특별자치도 제주시 한림읍 동명리 2210번지 ,"제주특별자치도 제주시 한림읍 명월성로 137-14, 2층",35,4.0,4,0,0.0,제주시,한림
정듬,한식,영업,제주특별자치도 제주시 삼도이동 1069-2 (진성1로 62) ,"제주특별자치도 제주시 무근성7길 16 (삼도이동,(진성1로 62))",62,3.9,67,0,0.0,제주시,제주
명가손만두와보말칼국수,한식,영업,제주특별자치도 제주시 연동 322-28번지 (1층) ,제주특별자치도 제주시 선덕로5길 19 (연동),94,4.4,63,0,0.0,제주시,제주
다락,양식,영업,제주특별자치도 제주시 조천읍 교래리 524-4번지 ,"제주특별자치도 제주시 조천읍 비자림로 658, 다동 1층",87,4.2,39,0,0.0,제주시,조천
카페리,카페,영업,제주특별자치도 제주시 구좌읍 평대리 1947-4번지 ,"제주특별자치도 제주시 구좌읍 평대2길 39, 1층",66,4.6,71,0,0.0,제주시,구좌
경도원,한식,영업,제주특별자치도 제주시 조천읍 교래리 635번지 ,제주특별자치도 제주시 조천읍 교래4길 20-11,35,4.2,5,0,0.0,제주시,조천
덕천토종닭,한식,영업,제주특별자치도 제주시 구좌읍 덕천리 805번지 (1층) ,제주특별자치도 제주시 구좌읍 동백로 476-6,57,4.6,8,0,0.0,제주시,구좌
도민상회월정,한식,영업,제주특별자치도 제주시 구좌읍 행원리 1537-20 ,"제주특별자치도 제주시 구좌읍 행원로1길 32-3, 1층",318,4.3,207,0,0.0,제주시,구좌
살아있는해물뚝배기어마장장,한식,영업,제주특별자치도 제주시 일도이동 1028-49번지 ,제주특별자치도 제주시 성지로 62 (일도이동),79,4.3,110,0,0.0,제주시,제주
어가,일식,영업,제주특별자치도 제주시 노형동 699-5번지 ,"제주특별자치도 제주시 1100로 3213-8, 지하2층 (노형동)",55,4.5,59,0,0.0,제주시,제주
국수마당,한식,영업,제주특별자치도 제주시 일도이동 1034-19 ,제주특별자치도 제주시 삼성로 65 (일도이동),229,3.8,106,0,0.0,제주시,제주
우리회수산,해산물,영업,제주특별자치도 제주시 일도일동 1480-3번지 ,"제주특별자치도 제주시 동문로2길 10, 1~2층 1호 (일도일동)",133,3.7,155,0,0.0,제주시,제주
마이도,일식,영업,제주특별자치도 제주시 연동 282-32번지 ,"제주특별자치도 제주시 은남2길 35, 101호 (연동)",65,4.2,15,0,0.0,제주시,제주
대춘해장국,한식,영업,제주특별자치도 제주시 도남동 380-2번지 ,"제주특별자치도 제주시 연북로 398, 1층 (도남동)",101,4.4,72,0,0.0,제주시,제주
오늘도회는뜬다1호,해산물,영업,제주특별자치도 제주시 조천읍 함덕리 1002-17번지 ,"제주특별자치도 제주시 조천읍 함덕13길 1-1, 1~2층",118,4.2,38,0,0.0,제주시,조천
판포어촌계직영펜션식당,한식,영업,제주특별자치도 제주시 한경면 판포리 1707 ,"제주특별자치도 제주시 한경면 일주서로 4542, 1층",45,5.0,4,0,0.0,제주시,한경
장전고을,한식,영업,제주특별자치도 제주시 애월읍 장전리 1739-15번지 ,"제주특별자치도 제주시 애월읍 중산간서로 6010, 1층",81,3.9,47,0,0.0,제주시,애월
진돼지,고기,영업,제주특별자치도 제주시 연동 1330 ,"제주특별자치도 제주시 은수길 65, B동 1층 (연동)",46,4.4,14,0,0.0,제주시,제주
행원바당손칼국수,한식,영업,제주특별자치도 제주시 구좌읍 행원리 92 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 820, 1동 1층",32,3.8,13,0,0.0,제주시,구좌
안녕제주,한식,영업,제주특별자치도 제주시 조천읍 함덕리 951-1번지 ,"제주특별자치도 제주시 조천읍 함덕18길 19, 1층",46,3.9,53,0,0.0,제주시,조천
제주돈계절,한식,영업,제주특별자치도 제주시 애월읍 광령리 3401-1 ,"제주특별자치도 제주시 애월읍 광성로 213, 1층",45,4.0,25,0,0.0,제주시,애월
규태네,한식,영업,제주특별자치도 제주시 노형동 917-10번지 (연동로136) ,"제주특별자치도 제주시 노연로 55 (노형동,(연동로136))",69,4.0,32,0,0.0,제주시,제주
제주예찬,한식,영업,제주특별자치도 제주시 노형동 287-1 ,"제주특별자치도 제주시 1100로 2997, 1층 (노형동)",201,3.6,79,0,0.0,제주시,제주
착한집,한식,영업,제주특별자치도 제주시 오라삼동 2337-12 ,제주특별자치도 제주시 서광로 98 (오라삼동),597,4.4,317,0,0.0,제주시,제주
어머니와고등어,한식,영업,제주특별자치도 제주시 도두일동 1705-2 1층 ,제주특별자치도 제주시 도두일동 1705-2 1층 ,81,3.7,20,0,0.0,제주시,제주
제주돈,한식,영업,제주특별자치도 제주시 이도이동 76-20번지 ,제주특별자치도 제주시 연신로 83 (이도이동),32,4.8,9,0,0.0,제주시,제주
달빛제주,카페,영업,제주특별자치도 제주시 애월읍 하귀2리 2597-1번지 ,"제주특별자치도 제주시 애월읍 애월해안로 929, 가동 2층",82,4.6,21,0,0.0,제주시,애월
제주순풍신,한식,영업,제주특별자치도 제주시 노형동 668 ,"제주특별자치도 제주시 진군남4길 7-8, 1층 제1호 (노형동)",534,3.7,47,0,0.0,제주시,제주
오름,한식,영업,제주특별자치도 제주시 조천읍 교래리 524-1번지 ,제주특별자치도 제주시 조천읍 비자림로 657,368,3.7,104,0,0.0,제주시,조천
고기가게,해산물,영업,제주특별자치도 제주시 연동 1500-5 (1층) ,제주특별자치도 제주시 국기중길 12 (연동),61,4.8,13,0,0.0,제주시,제주
제주보말칼국수,한식,영업,제주특별자치도 제주시 삼도이동 186-4 외1필지(1층) ,제주특별자치도 제주시 관덕로8길 40 (삼도이동),90,4.7,67,0,0.0,제주시,제주
우도해녀의집,한식,영업,제주특별자치도 제주시 우도면 연평리 2649-1 ,"제주특별자치도 제주시 우도면 우도해안길 144, 1층",54,4.7,75,0,0.0,제주시,우도
모이세,한식,영업,제주특별자치도 제주시 오라이동 3100-3 ,"제주특별자치도 제주시 연북로 221, 1층 (오라이동)",50,3.6,35,0,0.0,제주시,제주
오늘와인한잔,호프,영업,제주특별자치도 제주시 연동 273-34 ,"제주특별자치도 제주시 신대로16길 44, 1층 (연동)",35,5.0,7,0,0.0,제주시,제주
한경가든,한식,영업,제주특별자치도 제주시 한경면 고산리 3565-1 ,"제주특별자치도 제주시 한경면 노을해안로 1259, 1동 1층",100,4.0,42,0,0.0,제주시,한경
거문오름,한식,영업,제주특별자치도 제주시 조천읍 선흘리 470-1번지 ,제주특별자치도 제주시 조천읍 선교로 523,49,3.9,55,0,0.0,제주시,조천
곶자왈,한식,영업,제주특별자치도 제주시 조천읍 교래리 464-1 ,"제주특별자치도 제주시 조천읍 비자림로 631, 1층",43,3.9,54,0,0.0,제주시,조천
스시애월,일식,영업,제주특별자치도 제주시 애월읍 애월리 1819-4번지 ,"제주특별자치도 제주시 애월읍 애월로9길 50-3, 1층",201,4.3,84,0,0.0,제주시,애월
한수어촌계 톤대섬,한식,영업,제주특별자치도 제주시 한림읍 한수리 914-8번지 ,제주특별자치도 제주시 한림읍 한수리 914-8번지 ,75,4.8,22,0,0.0,제주시,한림
고스트타운,뷔페,영업,제주특별자치도 제주시 애월읍 신엄리 2880-12 ,제주특별자치도 제주시 애월읍 부룡수길 35-14,45,3.8,31,0,0.0,제주시,애월
함덕뚝배기,한식,영업,제주특별자치도 제주시 조천읍 함덕리 산 14-58번지 ,제주특별자치도 제주시 조천읍 조함해안로 538,33,4.6,60,0,0.0,제주시,조천
애월리안,카페,영업,제주특별자치도 제주시 애월읍 애월리 1587 ,제주특별자치도 제주시 애월읍 애원로 4,37,3.7,29,0,0.0,제주시,애월
함덕흑돼지연탄구이,고기,영업,제주특별자치도 제주시 조천읍 함덕리 1273번지 ,"제주특별자치도 제주시 조천읍 신북로 535, 1층",389,4.2,45,0,0.0,제주시,조천
황가네뚝배기,한식,영업,제주특별자치도 제주시 연동 291-121번지 ,제주특별자치도 제주시 삼무로11길 24 (연동),59,3.9,8,0,0.0,제주시,제주
빵굽는카페로와,카페,영업,제주특별자치도 제주시 구좌읍 월정리 6 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 472, 1층 제3호",32,3.8,56,0,0.0,제주시,구좌
봉성식당,한식,영업,제주특별자치도 제주시 애월읍 봉성리 4124-1번지 ,"제주특별자치도 제주시 애월읍 봉성로 66, 1층",122,3.7,40,0,0.0,제주시,애월
제주앤스시,일식,영업,제주특별자치도 제주시 이도이동 1055-4번지 ,"제주특별자치도 제주시 고산동산5길 3-4, 1층 (이도이동)",31,4.3,8,0,0.0,제주시,제주
가비닻,일식,영업,제주특별자치도 제주시 애월읍 하귀2리 2726번지 (지하1층) ,제주특별자치도 제주시 애월읍 가문동길 지하 41-2,312,3.9,102,0,0.0,제주시,애월
월정국수,한식,영업,제주특별자치도 제주시 구좌읍 월정리 305번지 ,"제주특별자치도 제주시 구좌읍 월정3길 6, 1층",31,4.6,68,0,0.0,제주시,구좌
운산,고기,영업,제주특별자치도 제주시 삼도이동 1113-1번지 ,제주특별자치도 제주시 북성로 28 (삼도이동),106,4.3,72,0,0.0,제주시,제주
한라산,한식,영업,제주특별자치도 제주시 구좌읍 하도리 3200-9 ,"제주특별자치도 제주시 구좌읍 면수1길 48, 2동 1층",427,3.7,137,0,0.0,제주시,구좌
별오름,뷔페,영업,제주특별자치도 제주시 노형동 683-1 천마에코피아 2차 B201호,"제주특별자치도 제주시 1100로 3213-27, B201호 (노형동)",33,4.4,10,0,0.0,제주시,제주
바로족발보쌈,한식,영업,제주특별자치도 제주시 노형동 735-8 ,제주특별자치도 제주시 진군1길 25 (노형동),62,4.4,44,0,0.0,제주시,제주
비양도,일식,영업,제주특별자치도 제주시 한림읍 금능리 1763-1 ,제주특별자치도 제주시 한림읍 한림로 167,52,4.1,35,0,0.0,제주시,한림
함덕골목,한식,영업,제주특별자치도 제주시 조천읍 함덕리 1041-16번지 ,제주특별자치도 제주시 조천읍 함덕7길 6-14,33,4.6,152,0,0.0,제주시,조천
누룽지,한식,영업,제주특별자치도 제주시 이도이동 1020-12번지 ,제주특별자치도 제주시 고산동산6길 15-1 (이도이동),40,4.2,58,0,0.0,제주시,제주
고성장수물,한식,영업,제주특별자치도 제주시 연동 310-79번지 ,제주특별자치도 제주시 연문2길 18 (연동),142,4.2,96,0,0.0,제주시,제주
수카사,중식,영업,제주특별자치도 제주시 구좌읍 행원리 701번지 ,제주특별자치도 제주시 구좌읍 행원로9길 11,73,4.3,44,0,0.0,제주시,구좌
방림원,카페,영업,제주특별자치도 제주시 한경면 저지리 2120-91 외 5필지 ,제주특별자치도 제주시 한경면 용금로 864 (외 5필지),53,4.3,26,0,0.0,제주시,한경
월랑봉,분식,영업,제주특별자치도 제주시 구좌읍 세화리 1523-4번지 ,제주특별자치도 제주시 구좌읍 구좌로 25,174,4.8,102,0,0.0,제주시,구좌
제주그때그집공항,한식,영업,제주특별자치도 제주시 도두이동 706-11 ,제주특별자치도 제주시 서해안로 352-1 (도두이동),226,4.7,344,0,0.0,제주시,제주
돌하르방,한식,영업,제주특별자치도 제주시 일도이동 320-14번지 ,"제주특별자치도 제주시 신산로11길 53, 1층 (일도이동)",41,4.3,35,0,0.0,제주시,제주
옹포바다,한식,영업,제주특별자치도 제주시 한림읍 옹포리 578-1번지 ,"제주특별자치도 제주시 한림읍 옹포1길 24, 1층",75,4.2,65,0,0.0,제주시,한림
제주올래국수,한식,영업,제주특별자치도 제주시 용담이동 2753-9번지 ,제주특별자치도 제주시 월성로 39 (용담이동),31,4.2,38,0,0.0,제주시,제주
어등포해녀촌,한식,영업,제주특별자치도 제주시 구좌읍 행원리 575-15 ,"제주특별자치도 제주시 구좌읍 행원로13길 131, 1층",63,4.2,30,0,0.0,제주시,구좌
요리음식현,일식,영업,제주특별자치도 제주시 노형동 3792-8번지 ,"제주특별자치도 제주시 신형로 23, 2층 (노형동)",32,3.8,5,0,0.0,제주시,제주
일미도,해산물,영업,제주특별자치도 제주시 구좌읍 하도리 3359번지 ,"제주특별자치도 제주시 구좌읍 면수길 52-1, 1층",56,3.8,46,0,0.0,제주시,구좌
제원칼집,고기,영업,제주특별자치도 제주시 연동 261-64 ,제주특별자치도 제주시 제원길 19 (연동),44,4.2,13,0,0.0,제주시,제주
망고홀릭,카페,영업,제주특별자치도 제주시 연동 271-40 ,"제주특별자치도 제주시 삼무로5길 2, 1층 (연동)",72,4.4,46,0,0.0,제주시,제주
세화야,일식,영업,제주특별자치도 제주시 구좌읍 세화리 3642-5 ,"제주특별자치도 제주시 구좌읍 세평항로 38, 1층",82,4.5,84,0,0.0,제주시,구좌
은희네,한식,영업,제주특별자치도 제주시 일도이동 357-4 ,제주특별자치도 제주시 고마로13길 8 (일도이동),238,3.7,155,0,0.0,제주시,제주
명리동식당세화,한식,영업,제주특별자치도 제주시 구좌읍 평대리 755번지 ,제주특별자치도 제주시 구좌읍 일주동로 3010-17,45,4.3,26,0,0.0,제주시,구좌
지붕위제주바다,분식,영업,제주특별자치도 제주시 구좌읍 평대리 1878 ,"제주특별자치도 제주시 구좌읍 평대2길 17, 1층",57,4.7,44,0,0.0,제주시,구좌
연동마라도,해산물,영업,제주특별자치도 제주시 연동 262-10 ,제주특별자치도 제주시 신광로8길 3 (연동),103,3.8,68,0,0.0,제주시,제주
쌍팔련도,고기,영업,제주특별자치도 제주시 일도이동 68-1 ,제주특별자치도 제주시 연수로1길 2 (일도이동),72,5.0,1,0,0.0,제주시,제주
제주김만복,한식,영업,제주특별자치도 제주시 오라삼동 2250-1 ,"제주특별자치도 제주시 오라로 41, 1동 1층 (오라삼동)",774,3.6,580,0,0.0,제주시,제주
모슬포항부두식당2호,중식,영업,제주특별자치도 제주시 애월읍 애월리 2482-11번지 ,"제주특별자치도 제주시 애월읍 애월로 33, 1층",241,4.8,55,0,0.0,제주시,애월
삼다도횟집,해산물,영업,제주특별자치도 제주시 용담삼동 1100번지 ,제주특별자치도 제주시 서해안로 572 (용담삼동),80,3.7,31,0,0.0,제주시,제주
세화갈비,호프,영업,제주특별자치도 제주시 구좌읍 세화리 1452-18 ,제주특별자치도 제주시 구좌읍 구좌로 39,41,4.7,42,0,0.0,제주시,구좌
놀놀,카페,영업,제주특별자치도 제주시 구좌읍 평대리 3283-2 ,"제주특별자치도 제주시 구좌읍 비자림로 2228, 에이동 1층",114,4.0,15,0,0.0,제주시,구좌
우등생,고기,영업,제주특별자치도 제주시 아라일동 6117-6 ,"제주특별자치도 제주시 인다2길 28, 1층 (아라일동)",30,4.7,14,0,0.0,제주시,제주
어박사스낵,한식,영업,제주특별자치도 제주시 한림읍 동명리 1715번지 ,"제주특별자치도 제주시 한림읍 한림로 564, 1층 제1호",148,4.6,240,0,0.0,제주시,한림
인,한식,영업,제주특별자치도 제주시 구좌읍 한동리 1638 (1층) ,제주특별자치도 제주시 구좌읍 해맞이해안로 943,58,4.3,48,0,0.0,제주시,구좌
돈물,한식,영업,제주특별자치도 제주시 건입동 1090-1번지 ,제주특별자치도 제주시 연무정동길 2 (건입동),36,4.3,20,0,0.0,제주시,제주
모살물,해산물,영업,제주특별자치도 제주시 연동 291-10번지 ,제주특별자치도 제주시 삼무로3길 14 (연동),179,3.7,103,0,0.0,제주시,제주
흑소랑,고기,영업,제주특별자치도 제주시 아라이동 3007-2 ,제주특별자치도 제주시 연북로 631 (아라이동),131,3.7,26,0,0.0,제주시,제주
교래흑돼지,고기,영업,제주특별자치도 제주시 조천읍 교래리 216-1번지 ,제주특별자치도 제주시 조천읍 교래4길 73,74,4.4,102,0,0.0,제주시,조천
제주금돼지식당,한식,영업,제주특별자치도 제주시 노형동 937-10 ,제주특별자치도 제주시 원노형로 68 (노형동),31,4.4,9,0,0.0,제주시,제주
이참흑돼지,한식,영업,제주특별자치도 제주시 연동 291-60 ,제주특별자치도 제주시 삼무로7길 25 (연동),96,4.2,6,0,0.0,제주시,제주
제주음식제주옥,해산물,영업,제주특별자치도 제주시 애월읍 애월리 2467 ,"제주특별자치도 제주시 애월읍 애월로 11, 1층",147,4.3,219,0,0.0,제주시,애월
항아리조림,해산물,영업,제주특별자치도 제주시 구좌읍 세화리 1500-17번지 ,"제주특별자치도 제주시 구좌읍 세화3길 32, 1층",80,4.8,89,0,0.0,제주시,구좌
꿉자,양식,영업,제주특별자치도 제주시 조천읍 조천리 2360-1번지 ,"제주특별자치도 제주시 조천읍 신북로 249, 제2호 1층",39,4.8,27,0,0.0,제주시,조천
옐로우돕,양식,영업,제주특별자치도 제주시 일도이동 380-2번지 ,"제주특별자치도 제주시 고마로16길 9, 1층 103호 (일도이동)",37,4.5,25,0,0.0,제주시,제주
은희네해장국함덕,한식,영업,제주특별자치도 제주시 조천읍 함덕리 1252-42번지 ,"제주특별자치도 제주시 조천읍 조함해안로 480, 1층",167,3.6,70,0,0.0,제주시,조천
금성우동,일식,영업,제주특별자치도 제주시 애월읍 금성리 597-2번지 ,"제주특별자치도 제주시 애월읍 일주서로 5939, 1층",40,4.4,64,0,0.0,제주시,애월
도토리키친,한식,영업,제주특별자치도 제주시 삼도이동 1158-1 ,"제주특별자치도 제주시 북성로 59, 1층 (삼도이동)",295,3.9,151,0,0.0,제주시,제주
제주이자카야달,일식,영업,제주특별자치도 제주시 애월읍 하귀2리 2694 ,"제주특별자치도 제주시 애월읍 가문동길 27-8, 1층",130,3.5,25,0,0.0,제주시,애월
카페라능,카페,영업,제주특별자치도 제주시 이호일동 1927-1번지 ,"제주특별자치도 제주시 일주서로 7528, 1~2층 (이호일동)",141,4.2,54,0,0.0,제주시,제주
제주등뼈가노형,한식,영업,제주특별자치도 제주시 노형동 934 ,"제주특별자치도 제주시 원노형남1길 24, 2층 (노형동)",44,4.1,15,0,0.0,제주시,제주
