사업장명,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,Reviews,stars,n_reviews,n_stars
트멍술집,한식,영업,제주특별자치도 서귀포시 서귀동 256-25 ,제주특별자치도 서귀포시 동문로 60 (서귀동),,,,
이레회초밥,일식,영업,제주특별자치도 서귀포시 남원읍 남원리 98-7번지 ,제주특별자치도 서귀포시 남원읍 태위로 690-2,,,,
예래반점,중식,영업,제주특별자치도 서귀포시 하예동 2-1번지 ,제주특별자치도 서귀포시 하예로 65 (하예동),,,,
성산흑돼지복돼지,한식,영업,제주특별자치도 서귀포시 성산읍 고성리 1132-31번지 ,"제주특별자치도 서귀포시 성산읍 고성동서로 52, 1층",,,,
엠라운지(M Lounge),경양식,영업,"제주특별자치도 서귀포시 안덕면 서광리 산 24 , 지하1층 ","제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 지하1층",,,,
몽생이,술집,영업,제주특별자치도 서귀포시 대정읍 하모리 928-3번지 1층 ,"제주특별자치도 서귀포시 대정읍 하모중앙로 69, 1층",,,,
망고홀릭법환점,카페,영업,"제주특별자치도 서귀포시 법환동 172-2번지 , 1층 ","제주특별자치도 서귀포시 막숙포로 83, 1층 (법환동)",,,,
83년생김지영,한식,영업,제주특별자치도 서귀포시 안덕면 서광리 654번지 ,제주특별자치도 서귀포시 안덕면 신화역사로 372-4,,,,
정오어멍네집,중식,영업,"제주특별자치도 서귀포시 안덕면 덕수리 1423번지 , 1층 ","제주특별자치도 서귀포시 안덕면 화순서서로 272, 1층",,,,
하준정식,한식,영업,제주특별자치도 서귀포시 신효동 123-7번지 ,"제주특별자치도 서귀포시 효돈로 147-8, 1층 (신효동)",,,,
천지향,한식,영업,제주특별자치도 서귀포시 성산읍 고성리 1179-14번지 ,제주특별자치도 서귀포시 성산읍 일주동로 4228,,,,
갈비에제왕,한식,영업,제주특별자치도 서귀포시 대정읍 하모리 841-61번지 ,제주특별자치도 서귀포시 대정읍 영서중로 5-1,,,,
제니스브레드,경양식,영업,제주특별자치도 서귀포시 서귀동 820-9번지 ,제주특별자치도 서귀포시 태평로 355 (서귀동),,,,
신흥동백가든,한식,영업,제주특별자치도 서귀포시 남원읍 신흥리 1254-4번지 ,제주특별자치도 서귀포시 남원읍 중산간동로 5765,,,,
남원생오리,한식,영업,제주특별자치도 서귀포시 남원읍 남원리 161-3번지 ,제주특별자치도 서귀포시 남원읍 일주동로 7146,,,,
미래부페정식,한식,영업,제주특별자치도 서귀포시 토평동 2217번지 ,제주특별자치도 서귀포시 516로 200 (토평동),,,,
스시데이,한식,영업,제주특별자치도 서귀포시 대정읍 하모리 648-4번지 ,제주특별자치도 서귀포시 대정읍 하모리 648-4번지 ,,,,
레피,경양식,영업,제주특별자치도 서귀포시 하예동 1793번지 ,제주특별자치도 서귀포시 예래해안로 15 (하예동),,,,
알동네국수,한식,영업,제주특별자치도 서귀포시 하효동 1001번지 ,"제주특별자치도 서귀포시 쇠소깍로 162, 1층 (하효동)",,,,
청호식당,한식,영업,제주특별자치도 서귀포시 성산읍 온평리 661-2번지 ,제주특별자치도 서귀포시 성산읍 온평관전로 94,,,,
양혜란식당,한식,영업,제주특별자치도 서귀포시 서호동 1550-8번지 ,"제주특별자치도 서귀포시 서호남로32번길 41, 1층 (서호동)",,,,
돈장숯불구이,한식,영업,제주특별자치도 서귀포시 성산읍 해맞이해안로 2775,제주특별자치도 서귀포시 성산읍 해맞이해안로 2775,,,,
(주)제주아이브,고기,영업,제주특별자치도 서귀포시 영남동 225-4번지 ,제주특별자치도 서귀포시 산록남로 1966-34 (영남동),,,,
삼미흑돼지중문점,고기,영업,제주특별자치도 서귀포시 색달동 2275-1번지 ,"제주특별자치도 서귀포시 색달중앙로 33, 1층 (색달동)",,,,
작은식당,한식,영업,제주특별자치도 서귀포시 대정읍 하모리 1067-21번지 ,"제주특별자치도 서귀포시 대정읍 신영로36번길 69-1, 1층",,,,
산방흑돼지순대,한식,영업,제주특별자치도 서귀포시 안덕면 사계리 517-3번지 ,"제주특별자치도 서귀포시 안덕면 사계로114번길 53-27, 1층",,,,
7번가피자서귀점,경양식,영업,제주특별자치도 서귀포시 서홍동 285-3번지 ,"제주특별자치도 서귀포시 중앙로 199, 1층 상가16호 (서홍동)",,,,
24시뼈다귀탕신서귀점,한식,영업,제주특별자치도 서귀포시 강정동 163-1번지 ,제주특별자치도 서귀포시 신서로48번길 24 (강정동),,,,
중문생선구이,한식,영업,제주특별자치도 서귀포시 중문동 2446-1번지 ,제주특별자치도 서귀포시 중문관광로 323 (중문동),,,,
레스토랑 박수기정,경양식,영업,제주특별자치도 서귀포시 하예동 1888번지 ,제주특별자치도 서귀포시 예래로 424 (하예동),,,,
똘이식당,한식,영업,제주특별자치도 서귀포시 대정읍 보성리 1723 ,제주특별자치도 서귀포시 대정읍 추사로 60,,,,
나그네쉼터어시장수산식당,해산물,영업,제주특별자치도 서귀포시 남원읍 위미리 3104-4번지 ,제주특별자치도 서귀포시 남원읍 태위로 48,,,,
그래욜(Grey Owl),카페,영업,제주특별자치도 서귀포시 서귀동 492-1 ,제주특별자치도 서귀포시 태평로371번길 16 (서귀동),,,,
춘심이네,한식,영업,제주특별자치도 서귀포시 안덕면 창천리 160-4.7 ,제주특별자치도 서귀포시 안덕면 창천중앙로24번길 16,,,,
에스케이엘이씨(주),카페,영업,제주특별자치도 서귀포시 토평동 1799번지 ,제주특별자치도 서귀포시 토평공단로 78-27 (토평동),,,,
테왁,한식,영업,제주특별자치도 서귀포시 서호동 1551-9번지 1층 ,"제주특별자치도 서귀포시 서호남로32번길 10-4, 1층 (서호동)",,,,
르피크닉,카페,영업,제주특별자치도 서귀포시 안덕면 창천리 907-1번지 라림부띠끄호텔 2층 ,"제주특별자치도 서귀포시 안덕면 대평로 39, 2층 (라림부띠끄호텔)",,,,
제주할망뚝배기,한식,영업,제주특별자치도 서귀포시 서귀동 759-10번지 1층 ,"제주특별자치도 서귀포시 칠십리로 92, 1층 (서귀동)",,,,
일출랜드한식당,한식,영업,제주특별자치도 서귀포시 성산읍 삼달리 1010번지 ,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,,,,
흥부네장어갈비,한식,영업,제주특별자치도 서귀포시 성산읍 고성리 305-20번지 ,제주특별자치도 서귀포시 성산읍 고성오조로84번길 3,,,,
대구찜닭,호프,영업,제주특별자치도 서귀포시 법환동 749 ,"제주특별자치도 서귀포시 김정문화로 64, 부속2동 1호 (법환동)",,,,
산아래,한식,영업,제주특별자치도 서귀포시 서귀동 297-3번지 ,제주특별자치도 서귀포시 중앙로79번길 3 (서귀동),,,,
다님길,호프,영업,제주특별자치도 서귀포시 중문동 2023-9번지 1층 ,"제주특별자치도 서귀포시 중문상로 40, 1층 (중문동)",,,,
한동네,한식,영업,"제주특별자치도 서귀포시 서귀동 121-6 , 1층 ","제주특별자치도 서귀포시 동부로 4, 1층 (서귀동)",,,,
금호해오름,경양식,영업,제주특별자치도 서귀포시 남원읍 남원리 2384-1 ,제주특별자치도 서귀포시 남원읍 태위로 522-12,,,,
맨도롱전복콩나물국밥,한식,영업,제주특별자치도 서귀포시 서호동 28-6번지 ,제주특별자치도 서귀포시 이어도로 1055 (서호동),,,,
성산장인의집,한식,영업,제주특별자치도 서귀포시 성산읍 시흥리 718-1 ,제주특별자치도 서귀포시 성산읍 일주동로 3968,,,,
갑순이네,한식,영업,제주특별자치도 서귀포시 중문동 2116-1번지 ,제주특별자치도 서귀포시 천제연로 170 (중문동),,,,
제인피자,한식,영업,제주특별자치도 서귀포시 안덕면 사계리 375번지 ,제주특별자치도 서귀포시 안덕면 사계북로 157-31,,,,
별빛옥상카페,호프,영업,제주특별자치도 서귀포시 서홍동 644-9번지 ,제주특별자치도 서귀포시 남성로 140 (서홍동),,,,
법환성,중식,영업,제주특별자치도 서귀포시 법환동 392번지 ,제주특별자치도 서귀포시 이어도로 950 (법환동),,,,
예촌연수네가든,한식,영업,제주특별자치도 서귀포시 남원읍 신례리 1382-2번지 ,제주특별자치도 서귀포시 남원읍 신례동로 60,,,,
제라진흑돼지,한식,영업,제주특별자치도 서귀포시 중문동 1918-4번지 ,"제주특별자치도 서귀포시 1100로 6, 1층 (중문동)",,,,
소라네집,한식,영업,제주특별자치도 서귀포시 성산읍 온평리 661-1번지 ,제주특별자치도 서귀포시 성산읍 환해장성로 631,,,,
큰돈가서쪽대표본점,한식,영업,제주특별자치도 서귀포시 대정읍 상모리 126-7 ,"제주특별자치도 서귀포시 대정읍 형제해안로 296, 1층",,,,
토니버거제주영어교육도시점,경양식,영업,제주특별자치도 서귀포시 대정읍 보성리 2476-10번지 ,"제주특별자치도 서귀포시 대정읍 글로벌에듀로 390, B동 104,105호",,,,
물회야,한식,영업,제주특별자치도 서귀포시 성산읍 성산리 399-42번지 ,"제주특별자치도 서귀포시 성산읍 일출로 226, 1층",,,,
송탄부대찌개고치비,한식,영업,제주특별자치도 서귀포시 서호동 1471-6번지 ,"제주특별자치도 서귀포시 신서로48번길 76, 1층 (서호동)",,,,
고집돌활우럭전문점,한식,영업,제주특별자치도 서귀포시 색달동 2351번지 ,"제주특별자치도 서귀포시 일주서로 879, 1층 (색달동)",,,,
라코스타,경양식,영업,제주특별자치도 서귀포시 하원동 1885번지 제주이에스리조트  4층 A동 ,"제주특별자치도 서귀포시 1100로 501, 제주이에스리조트 A동 4층 (하원동)",,,,
동광메밀짬뽕,중식,영업,제주특별자치도 서귀포시 안덕면 동광리 468-2 ,제주특별자치도 서귀포시 안덕면 신화역사로 581,,,,
성산달래식당,호프,영업,제주특별자치도 서귀포시 성산읍 수산리 2014번지 ,제주특별자치도 서귀포시 성산읍 금백조로 34-19,,,,
그린정,한식,영업,제주특별자치도 서귀포시 중문동 2461번지 ,제주특별자치도 서귀포시 중문관광로 305 (중문동),,,,
신용참숯갈비,한식,영업,제주특별자치도 서귀포시 동홍동 183-5번지 ,제주특별자치도 서귀포시 태평로 528 (동홍동),,,,
성읍타운,한식,영업,제주특별자치도 서귀포시 표선면 성읍리 1523-5번지 ,제주특별자치도 서귀포시 표선면 성읍민속로 191,,,,
남원포구식당,한식,영업,제주특별자치도 서귀포시 남원읍 남원리 111-2번지 ,제주특별자치도 서귀포시 남원읍 남원회관로 53,,,,
떳다분식,분식,영업,제주특별자치도 서귀포시 남원읍 남원리 99-7번지 ,제주특별자치도 서귀포시 남원읍 태위로 688,,,,
제주영양,호프,영업,제주특별자치도 서귀포시 동홍동 113-3번지 ,제주특별자치도 서귀포시 동홍남로 20 (동홍동),,,,
다혜솔방,카페,영업,제주특별자치도 서귀포시 서귀동 255-26번지 ,제주특별자치도 서귀포시 동문로 65 (서귀동),,,,
수미흑돈,한식,영업,제주특별자치도 서귀포시 서귀동 148-2번지 ,제주특별자치도 서귀포시 태평로 448 (서귀동),,,,
금화음식점,한식,영업,제주특별자치도 서귀포시 남원읍 남원리 186-4번지 ,제주특별자치도 서귀포시 남원읍 태위로689번길 17,,,,
예원이네,한식,영업,제주특별자치도 서귀포시 안덕면 감산리 359-1 ,제주특별자치도 서귀포시 안덕면 일주서로 1524,,,,
황궁식당,한식,영업,제주특별자치도 서귀포시 법환동 1254 ,제주특별자치도 서귀포시 이어도로 895 (법환동),,,,
서귀포갈비,한식,영업,제주특별자치도 서귀포시 동홍동 450-69 ,제주특별자치도 서귀포시 동홍로 42 (동홍동),,,,
부영CC B동 티하우스-1,한식,영업,제주특별자치도 서귀포시 남원읍 수망리 628-11 ,제주특별자치도 서귀포시 남원읍 남조로 960,,,,
티라운지,경양식,영업,제주특별자치도 서귀포시 법환동 1452 ,제주특별자치도 서귀포시 막숙포로 100 (법환동),,,,
술창고,호프,영업,제주특별자치도 서귀포시 하효동 119번지 외1필지 ,제주특별자치도 서귀포시 효돈로 181 (하효동),,,,
서귀포호,경양식,영업,제주특별자치도 서귀포시 서귀동 309-10번지 ,제주특별자치도 서귀포시 서문로29번길 9 (서귀동),,,,
마농삼계탕,한식,영업,제주특별자치도 서귀포시 강정동 160 ,제주특별자치도 서귀포시 김정문화로27번길 23-7 (강정동),,,,
표선해비치갓더라면,분식,영업,제주특별자치도 서귀포시 표선면 표선리 40-47번지 ,"제주특별자치도 서귀포시 표선면 민속해안로 580, 1층",,,,
굽네치킨영어도시점,호프,영업,제주특별자치도 서귀포시 대정읍 구억리 1115번지 ,"제주특별자치도 서귀포시 대정읍 에듀시티로 23, 상가105호 (해동그린앤골드)",,,,
커피516,카페,영업,제주특별자치도 서귀포시 동홍동 417-13번지 ,"제주특별자치도 서귀포시 516로 11, 1층 (동홍동)",,,,
오조삼춘,일식,영업,제주특별자치도 서귀포시 성산읍 성산리 283-2번지 1층 ,"제주특별자치도 서귀포시 성산읍 성산중앙로 63, 1층",,,,
오전열한시,한식,영업,제주특별자치도 서귀포시 상예동 1765-1번지 ,"제주특별자치도 서귀포시 상예로 248, 1층 (상예동)",,,,
황금손가락,일식,영업,제주특별자치도 서귀포시 법환동 164번지 1층 ,"제주특별자치도 서귀포시 막숙포로 78, 1층 (법환동)",,,,
꽃썸피자,경양식,영업,제주특별자치도 서귀포시 안덕면 동광리 950-3번지 ,제주특별자치도 서귀포시 안덕면 동광로 151,,,,
옛날어전,한식,영업,제주특별자치도 서귀포시 서귀동 269-24번지 ,제주특별자치도 서귀포시 동문동로 31 (서귀동),,,,
