사업장명,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,Reviews,stars,n_reviews,n_stars
예스맘치킨피자,한식,영업,제주특별자치도 제주시 화북일동 4131-2번지 ,"제주특별자치도 제주시 동제원길 81, 1층 (화북일동)",,,0,0.0
아라치맥,한식,영업,제주특별자치도 제주시 애월읍 고내리 32-3번지 ,"제주특별자치도 제주시 애월읍 신엄안3길 115, 2동 1층",,,,
희랑김밥,분식,영업,제주특별자치도 제주시 연동 313-17번지 ,"제주특별자치도 제주시 신대로13길 18, 1층 (연동)",,,82,4.5
럭키라운지펍,경양식,영업,제주특별자치도 제주시 이도이동 1772-19 ,"제주특별자치도 제주시 중앙로 222, 7층 (이도이동)",,,0,0.0
굽네치킨신촌점,치킨,영업,제주특별자치도 제주시 조천읍 신촌리 539-4번지 ,"제주특별자치도 제주시 조천읍 신북로 99, 1층",,,,
신가네짬뽕,중식,영업,제주특별자치도 제주시 한경면 용수리 3949번지 ,"제주특별자치도 제주시 한경면 한경해안로 294-16, 1층",,,113,4.22
세컨드플로어,한식,영업,제주특별자치도 제주시 이도이동 1187-12번지 ,"제주특별자치도 제주시 신성로 110, 2층 (이도이동)",,,,
서양주점1399,한식,영업,"제주특별자치도 제주시 연동 1399번지 대림이편한세상아파트 상가동 202호,203호","제주특별자치도 제주시 국기로 14, 상가동 202호,203호 (연동, 대림이편한세상아파트)",,,13,3.31
한라꽃돈,한식,영업,제주특별자치도 제주시 노형동 571-5번지 2층 ,제주특별자치도 제주시 노형동 571-5번지 2층 ,,,63,4.24
미스터곰,한식,영업,제주특별자치도 제주시 도두일동 2625-3 ,"제주특별자치도 제주시 서해안로 162, 1층 (도두일동)",,,,
루스톤,뷔페,영업,제주특별자치도 제주시 애월읍 고내리 59-1번지 ,"제주특별자치도 제주시 애월읍 애월해안로 408, 2층",,,,
말이,한식,영업,제주특별자치도 제주시 구좌읍 세화리 3643-3번지 ,"제주특별자치도 제주시 구좌읍 세화1길 40, 1층",,,249,4.26
추사밥상월정,고기,영업,제주특별자치도 제주시 아라일동 2337번지 ,"제주특별자치도 제주시 중앙로 502, 1층 (아라일동)",,,53,4.36
돈고팡,고기,영업,제주특별자치도 제주시 도두일동 1688-9 ,"제주특별자치도 제주시 서해안로 248, 1층 (도두일동)",,,596,4.51
리듬,카페,영업,제주특별자치도 제주시 삼도이동 1073 ,"제주특별자치도 제주시 무근성7길 11, 1층 (삼도이동)",,,238,4.51
강윤구스시야,호프,영업,제주특별자치도 제주시 삼양이동 2332-5번지 ,"제주특별자치도 제주시 화삼북로 135, 2층 (삼양이동)",,,123,4.26
레드클레이,한식,영업,제주특별자치도 제주시 애월읍 하가리 120-50 ,"제주특별자치도 제주시 애월읍 신상로 266, D동 1층",,,60,4.62
초원오리,한식,영업,제주특별자치도 제주시 연동 294-12 ,제주특별자치도 제주시 연동14길 10 (연동),,,0,0.0
킵미클로즈,한식,영업,제주특별자치도 제주시 용담삼동 2576 ,"제주특별자치도 제주시 서해안로 376, 1층 (용담삼동)",,,0,0.0
한데모아,호프,영업,제주특별자치도 제주시 노형동 1059-1번지 ,제주특별자치도 제주시 수덕9길 지하 20 (노형동),,,,
장어일오구이,한식,영업,제주특별자치도 제주시 이도이동 409-10 ,제주특별자치도 제주시 천수로6길 25 (이도이동),,,0,0.0
돌아온놀부네,한식,영업,제주특별자치도 제주시 도남동 907-8 ,"제주특별자치도 제주시 도남로4길 28-1, 1층 (도남동)",,,0,0.0
산타루치아,경양식,영업,제주특별자치도 제주시 도두이동 1651-13 ,제주특별자치도 제주시 서해안로 270 (도두이동),,,0,0.0
항만선,호프,영업,제주특별자치도 제주시 한림읍 한림리 1328-40번지 ,제주특별자치도 제주시 한림읍 한림해안로 154,,,27,4.15
달리식탁,양식,영업,제주특별자치도 제주시 구좌읍 종달리 1890-5번지 ,"제주특별자치도 제주시 구좌읍 종달로 60-9, 3동 1층 1호",,,947,4.63
할리스커피협재해수욕장점,카페,영업,제주특별자치도 제주시 한림읍 협재리 2514-2번지 ,"제주특별자치도 제주시 한림읍 한림로 330, 1~2층",,,,
제주광해애월점,한식,영업,제주특별자치도 제주시 애월읍 하귀2리 2740-8 ,"제주특별자치도 제주시 애월읍 애월해안로 867, 2층",,,0,0.0
피자탑,경양식,영업,제주특별자치도 제주시 일도이동 417-18번지 ,"제주특별자치도 제주시 천수로 61, 1층 (일도이동)",,,12,4.5
남문숯불바베큐앤치킨정실점,호프,영업,제주특별자치도 제주시 오라이동 793-1번지 ,"제주특별자치도 제주시 아연로 149, 101호 (오라이동)",,,66,4.27
포트컨테이너,호프,영업,제주특별자치도 제주시 이도이동 1185-12번지 ,제주특별자치도 제주시 중앙로 242 (이도이동),,,67,4.3
대초원양꼬치,고기,영업,제주특별자치도 제주시 연동 273-51 ,제주특별자치도 제주시 은남4길 41 (연동),,,,
퐁낭그늘,한식,영업,제주특별자치도 제주시 연동 2317-8번지 가형 101호 ,"제주특별자치도 제주시 성신로 30 (연동,가형 101호)",,,43,4.86
해리앤소담,한식,영업,제주특별자치도 제주시 애월읍 광령리 2010-11 ,"제주특별자치도 제주시 애월읍 중산간서로 6566-3, 1층",,,,
할망네돔베고기,호프,영업,제주특별자치도 제주시 외도일동 474-8 ,"제주특별자치도 제주시 우정로8길 6, 101호 (외도일동)",,,321,4.51
해가,술집,영업,제주특별자치도 제주시 이도이동 1008-1 ,"제주특별자치도 제주시 신성로10길 3, 1층 (이도이동)",,,0,0.0
양양밥집,한식,영업,제주특별자치도 제주시 연동 294-83번지 ,"제주특별자치도 제주시 신대로18길 7, 1층 (연동)",,,19,4.17
포포,중식,영업,제주특별자치도 제주시 구좌읍 세화리 1413-4번지 ,"제주특별자치도 제주시 구좌읍 구좌로 62, 1층",,,,
요요무문,카페,영업,제주특별자치도 제주시 구좌읍 한동리 8-11번지 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 1102, 2층",,,342,4.47
한치앞도모를바다,한식,영업,제주특별자치도 제주시 한림읍 협재리 1796-2번지 ,"제주특별자치도 제주시 한림읍 협재6길 9, 1층",,,362,4.54
바다숨소리,한식,영업,제주특별자치도 제주시 조천읍 신촌리 2403-3 ,"제주특별자치도 제주시 조천읍 신촌북3길 53, 1층",,,,
연화몽,한식,영업,제주특별자치도 제주시 한림읍 동명리 1680-2 ,"제주특별자치도 제주시 한림읍 한림로 582-10, 1층",,,0,0.0
가미돈,고기,영업,제주특별자치도 제주시 이호이동 789-4 ,"제주특별자치도 제주시 오도길 10-2, 1층 (이호이동)",,,0,0.0
머하멘,한식,영업,제주특별자치도 제주시 우도면 연평리 66번지 ,"제주특별자치도 제주시 우도면 우도해안길 936, 1층",,,154,4.38
배롱개,한식,영업,제주특별자치도 제주시 구좌읍 월정리 648번지 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 434, 지1층",,,334,4.38
수까락,한식,영업,제주특별자치도 제주시 용담이동 2621-9 ,"제주특별자치도 제주시 한천로 33, 1층 (용담이동)",,,206,4.46
술충전소,카페,영업,제주특별자치도 제주시 노형동 1046-15번지 ,"제주특별자치도 제주시 남녕로 51, 지하1층 (노형동)",,,0,0.0
솔지,한식,영업,제주특별자치도 제주시 노형동 2736번지 ,제주특별자치도 제주시 월랑로 88 (노형동),,,918,4.39
오래해장국,한식,영업,제주특별자치도 제주시 도두일동 2625번지 ,"제주특별자치도 제주시 서해안로 168, 1층 (도두일동)",,,83,4.07
옥돈지,고기,영업,제주특별자치도 제주시 건입동 1038-6번지 ,제주특별자치도 제주시 임항로 280 (건입동),,,0,0.0
육회한집,한식,영업,제주특별자치도 제주시 삼도일동 552-8번지 ,"제주특별자치도 제주시 서광로 229, 1층 (삼도일동)",,,30,4.83
어우계,한식,영업,제주특별자치도 제주시 건입동 1256-9번지 ,제주특별자치도 제주시 만덕로 28 (건입동),,,0,0.0
달인의빛나는분식,한식,영업,제주특별자치도 제주시 이도이동 1955-4번지 나동(1층) ,"제주특별자치도 제주시 신설로11길 47 (이도이동, 나동)",,,,
촵촵,경양식,영업,제주특별자치도 제주시 이도이동 1962-8번지 ,"제주특별자치도 제주시 신설로9길 8-1, 1층 (이도이동)",,,83,4.47
브런치카페올레락,경양식,영업,제주특별자치도 제주시 아라일동 2574번지 ,"제주특별자치도 제주시 구산로 4, 1층 (아라일동)",,,27,3.75
달떡볶이신제주점,호프,영업,제주특별자치도 제주시 연동 251-8 ,"제주특별자치도 제주시 제원1길 23, 106호 (연동)",,,208,4.8
고수참치,한식,영업,제주특별자치도 제주시 용담이동 616-12 ,"제주특별자치도 제주시 용화로 49, 1층 (용담이동)",,,53,4.5
제주향토골,한식,영업,제주특별자치도 제주시 용담이동 2002번지 제주국제공항여객청사 4층 ,"제주특별자치도 제주시 공항로 2 (용담이동, 제주국제공항여객청사 4층)",,,"4,201",4.01
가비,경양식,영업,제주특별자치도 제주시 일도이동 321번지 ,제주특별자치도 제주시 고마로11길 31 (일도이동),,,132,4.3
포커페이스,술집,영업,제주특별자치도 제주시 연동 273-17 외1필지(2층) ,"제주특별자치도 제주시 신광로 63, 2층 (연동)",,,,
플레르엣방그래서화방,한식,영업,제주특별자치도 제주시 이도이동 1009 ,"제주특별자치도 제주시 신성로14길 2, 1층 (이도이동)",,,,
슈퍼두펍,호프,영업,제주특별자치도 제주시 조천읍 함덕리 3196 ,"제주특별자치도 제주시 조천읍 신북로 471, 1층",,,22,4.25
뉴월드호텔,한식,영업,제주특별자치도 제주시 연동 260-27번지 (도령로117) ,"제주특별자치도 제주시 도령로 96 (연동,(도령로117))",,,,
신사사일,한식,영업,제주특별자치도 제주시 이도이동 1771-20번지 ,제주특별자치도 제주시 신성로13길 2 (이도이동),,,,
최고밥상,한식,영업,제주특별자치도 제주시 연동 292-84번지 ,"제주특별자치도 제주시 은남길 18, 1층 (연동)",,,0,0.0
송림원,고기,영업,제주특별자치도 제주시 애월읍 납읍리 1363-1번지 ,제주특별자치도 제주시 애월읍 천덕로 309,,,,
우영회스시,한식,영업,제주특별자치도 제주시 연동 291-129 ,제주특별자치도 제주시 삼무로3길 20 (연동),,,,
신촌뼈해장국,한식,영업,제주특별자치도 제주시 조천읍 신촌리 1930번지 ,"제주특별자치도 제주시 조천읍 신북로 93, 102호",,,0,0.0
이모밥상,한식,영업,제주특별자치도 제주시 연동 456-1 ,"제주특별자치도 제주시 연북로 173, 1층 (연동)",,,550,4.3
제주특별자치도청구내식당,한식,영업,제주특별자치도 제주시 연동 312-1번지 ,제주특별자치도 제주시 문연로 6 (연동),,,,
약선명가,한식,영업,제주특별자치도 제주시 애월읍 하귀1리 549-4 ,제주특별자치도 제주시 애월읍 하광로 2,,,57,4.89
만선바다,해산물,영업,제주특별자치도 제주시 연동 260-31 ,"제주특별자치도 제주시 삼무로1길 6, 1층 (연동)",,,141,4.49
동명본가,고기,영업,제주특별자치도 제주시 한림읍 동명리 1835-2번지 (1층) ,제주특별자치도 제주시 한림읍 한림상로 61 ((1층)),,,70,4.19
용두암해수랜드구내,한식,영업,제주특별자치도 제주시 용담삼동 1006-3번지 외1필지 ,제주특별자치도 제주시 서해안로 630 (용담삼동),,,,
주력,고기,영업,제주특별자치도 제주시 이도이동 1769-1번지 (1층) ,"제주특별자치도 제주시 서광로32길 16 (이도이동,(1층))",,,117,4.59
골체,고기,영업,제주특별자치도 제주시 이도이동 1063-1 (1층) ,제주특별자치도 제주시 연삼로 428 (이도이동),,,0,0.0
쟈쟈,한식,영업,제주특별자치도 제주시 외도이동 250-30번지 ,제주특별자치도 제주시 월대6길 24 (외도이동),,,0,0.0
궁한스샤브제주일도점,한식,영업,제주특별자치도 제주시 일도이동 85-5 (1층) ,"제주특별자치도 제주시 연신로 21 (일도이동,(1층))",,,105,4.33
드링콩,경양식,영업,제주특별자치도 제주시 한림읍 금능리 1803-4 외1필지 ,제주특별자치도 제주시 한림읍 한림로 158,,,132,4.8
대성아귀찜신제주점,한식,영업,제주특별자치도 제주시 노형동 945-8번지 ,제주특별자치도 제주시 원노형10길 38 (노형동),,,85,4.26
샤브왕,중식,영업,제주특별자치도 제주시 한림읍 881 ,제주특별자치도 제주시 한림읍 일주서로 5167,,,39,4.06
보라네,한식,영업,제주특별자치도 제주시 추자면 영흥리 227-1 ,"제주특별자치도 제주시 추자면 추자로 96, 1층",,,0,0.0
제주옛돈,고기,영업,제주특별자치도 제주시 오라일동 1074-8 ,제주특별자치도 제주시 오라일동 1074-8 ,,,61,4.52
달료포차,호프,영업,제주특별자치도 제주시 연동 262-72번지 ,제주특별자치도 제주시 신광로8길 6 (연동),,,0,0.0
흑돼지가있는풍경,한식,영업,제주특별자치도 제주시 노형동 668번지 ,제주특별자치도 제주시 진군남4길 7-8 (노형동),,,456,4.46
바사팬,한식,영업,제주특별자치도 제주시 한경면 신창리 1455-4번지 외 3필지 ,"제주특별자치도 제주시 한경면 한경해안로 448-6, 1층",,,83,4.69
비에이치씨금능점,호프,영업,제주특별자치도 제주시 한림읍 금능리 2026번지 ,"제주특별자치도 제주시 한림읍 금능길 119-10, 1층",,,,
일일오팔족욕카페,호프,영업,제주특별자치도 제주시 애월읍 고내리 1158번지 ,"제주특별자치도 제주시 애월읍 애월해안로 230, 2층",,,372,4.62
마레보궈메이,한식,영업,제주특별자치도 제주시 애월읍 고내리 41번지 ,"제주특별자치도 제주시 애월읍 신엄안3길 135, 1층",,,,
돌담촌,고기,영업,제주특별자치도 제주시 도남동 97-1 ,"제주특별자치도 제주시 도남로 134, 1층 (도남동)",,,,
달달,카페,영업,제주특별자치도 제주시 한림읍 월령리 348-2번지 ,"제주특별자치도 제주시 한림읍 월령3길 29, 1층",,,,
불타는갈매기아라점,한식,영업,제주특별자치도 제주시 아라일동 6140-16 ,"제주특별자치도 제주시 중앙로 601, 1층 (아라일동)",,,71,4.51
2에프(2F),호프,영업,제주특별자치도 제주시 이도이동 1773-20 ,"제주특별자치도 제주시 광양8길 2, 2층 (이도이동)",,,,
코시롱흑돼지앤횟집,고기,영업,제주특별자치도 제주시 애월읍 구엄리 1216번지 ,"제주특별자치도 제주시 애월읍 애월해안로 656, 제1동 1층",,,,
친구집해물포차,한식,영업,제주특별자치도 제주시 외도일동 533-14번지 ,"제주특별자치도 제주시 우정로7길 30, 1층 (외도일동)",,,0,0.0
치킨샵,호프,영업,제주특별자치도 제주시 애월읍 애월리 1819-39 ,"제주특별자치도 제주시 애월읍 애월로11길 23-1, 1층",,,0,0.0
우도148,일식,영업,제주특별자치도 제주시 우도면 연평리 1448-1번지 ,"제주특별자치도 제주시 우도면 우도로 148, 1층",,,33,4.68
스시앤,일식,영업,제주특별자치도 제주시 이도이동 1053-1 ,"제주특별자치도 제주시 고산동산5길 21-1, 105호 (이도이동)",,,,
룡천왕갈비탕,한식,영업,제주특별자치도 제주시 오라일동 2446번지 ,"제주특별자치도 제주시 공설로 23, 1층 (오라일동)",,,203,4.37
동아리한라점,호프,영업,제주특별자치도 제주시 삼도일동 552-24번지 ,제주특별자치도 제주시 서광로 237-1 (삼도일동),,,0,0.0
치타,호프,영업,제주특별자치도 제주시 연동 261-41번지 ,제주특별자치도 제주시 신광로4길 7 (연동),,,95,4.56
고래콩물이도점,한식,영업,제주특별자치도 제주시 아라이동 3011-21 ,"제주특별자치도 제주시 박성내동길 37-1, 1층 (아라이동)",,,196,4.34
다해정,한식,영업,제주특별자치도 제주시 용담이동 877-2번지 1~2층 ,"제주특별자치도 제주시 용해로 80-12, 1~2층 (용담이동)",,,,
산촌오리외도점,한식,영업,제주특별자치도 제주시 외도일동 495-7번지 ,제주특별자치도 제주시 우정로8길 1 (외도일동),,,,
송가네복,한식,영업,제주특별자치도 제주시 일도이동 86-7번지 ,제주특별자치도 제주시 태성로3길 6 (일도이동),,,0,0.0
아맛나,한식,영업,제주특별자치도 제주시 노형동 1277-5번지 (다랑굿로 27) ,"제주특별자치도 제주시 다랑곶길 19 (노형동,(다랑굿로 27))",,,18,4.04
5자매식당,한식,영업,제주특별자치도 제주시 구좌읍 상도리 467-2번지 ,"제주특별자치도 제주시 구좌읍 일주동로 3253, 1층",,,,
한치비곱창,한식,영업,제주특별자치도 제주시 도련일동 1917-4번지 ,"제주특별자치도 제주시 건주로3길 11, 1층 (도련일동)",,,34,4.22
머문,카페,영업,제주특별자치도 제주시 구좌읍 월정리 539번지 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 460, 2층",,,,
더돌코롬카페,카페,영업,제주특별자치도 제주시 외도일동 637-12 ,"제주특별자치도 제주시 우정로 85, 1층 (외도일동)",,,91,4.52
청년다방노형점,분식,영업,제주특별자치도 제주시 노형동 1561번지 ,"제주특별자치도 제주시 한라대학로 80, 1층 (노형동)",,,201,4.48
신미민물장어,한식,영업,제주특별자치도 제주시 이도이동 1955-1 ,"제주특별자치도 제주시 신설로9길 48, 1층 (이도이동)",,,29,4.45
저팔계콧구멍,한식,영업,제주특별자치도 제주시 노형동 1277-5번지 ,제주특별자치도 제주시 다랑곶길 19 (노형동),,,16,4.13
진,한식,영업,제주특별자치도 제주시 이도이동 406-16번지 ,제주특별자치도 제주시 청귤로3길 45-1 (이도이동),,,26,4.18
60계치킨제주노형점,호프,영업,제주특별자치도 제주시 노형동 1066-2번지 노형세기6차아파트 109호,"제주특별자치도 제주시 다랑곶1길 16, 109호 (노형동,노형세기6차아파트)",,,148,4.29
비에이치씨치킨비어존베라체점,호프,영업,제주특별자치도 제주시 아라이동 3005-1번지 (1층) ,"제주특별자치도 제주시 신설로 42 (아라이동,(1층))",,,,
족가,고기,영업,제주특별자치도 제주시 이도이동 1173-18번지 (1층) ,"제주특별자치도 제주시 광양9길 33 (이도이동,(1층))",,,,
다담,한식,영업,제주특별자치도 제주시 오라일동 2444-2번지 (1층) ,"제주특별자치도 제주시 서광로2길 11-18 (오라일동,(1층))",,,159,4.37
화니포차,한식,영업,제주특별자치도 제주시 애월읍 하귀1리 197-1번지 (1층) ,제주특별자치도 제주시 애월읍 하귀동남1길 2-5 ((1층)),,,0,0.0
푸라닭연동점,치킨,영업,제주특별자치도 제주시 연동 2326-12번지 ,"제주특별자치도 제주시 성신로1길 23, 1층 (연동)",,,95,4.53
펍해마,호프,영업,제주특별자치도 제주시 한경면 두모리 2617-1번지 ,"제주특별자치도 제주시 한경면 두모11길 46, 1층",,,,
모슬포해물탕,한식,영업,제주특별자치도 제주시 연동 312-45번지 ,"제주특별자치도 제주시 선덕로5길 18, 2층 (연동)",,,0,0.0
막쇠시청점,고기,영업,제주특별자치도 제주시 이도이동 1188-15 ,"제주특별자치도 제주시 서광로32길 36-1, 1층 (이도이동)",,,42,4.45
고사리식당,해산물,영업,제주특별자치도 제주시 조천읍 선흘리 1856-8 ,"제주특별자치도 제주시 조천읍 번영로 1680, 1층",,,,
조수리순이네집밥,한식,영업,제주특별자치도 제주시 한경면 조수리 3774-4 ,"제주특별자치도 제주시 한경면 불그못로 79, 1층",,,,
신이내린닭신제주신이점,치킨,영업,제주특별자치도 제주시 연동 1522-3번지 ,"제주특별자치도 제주시 국기로 50, 1층 (연동)",,,103,4.38
백수당,카페,영업,제주특별자치도 제주시 구좌읍 월정리 408-1 ,"제주특별자치도 제주시 구좌읍 월정1길 63, 1층",,,148,4.81
팟타이만,외국요리,영업,제주특별자치도 제주시 구좌읍 월정리 409-1번지 ,"제주특별자치도 제주시 구좌읍 월정1길 61, 1층",,,"1,423",4.43
더한근,한식,영업,제주특별자치도 제주시 노형동 1048-4 ,제주특별자치도 제주시 다랑곶6길 48 (노형동),,,255,4.87
낙지육회제주탕탕이,한식,영업,제주특별자치도 제주시 화북일동 1948-11번지 (1층) ,"제주특별자치도 제주시 진남로6길 38-1 (화북일동,(1층))",,,31,4.75
스윗그린,양식,영업,제주특별자치도 제주시 노형동 710-3번지 ,제주특별자치도 제주시 연북로 25 (노형동),,,0,0.0
봉하깡통구이,고기,영업,제주특별자치도 제주시 연동 271-27번지 (성두5로62) ,"제주특별자치도 제주시 삼무로3길 36 (연동,(성두5로62))",,,82,4.45
사라숯불구이,고기,영업,제주특별자치도 제주시 삼도일동 537번지 ,"제주특별자치도 제주시 서사로 109, 1층 (삼도일동)",,,0,0.0
꺼멍도새기,고기,영업,제주특별자치도 제주시 일도일동 1103번지 ,"제주특별자치도 제주시 동문로4길 9, 1-33,34,2-14,15,1-26,1-31,32호 (일도일동, 동문공설시장)",,,644,4.25
카페더비어,호프,영업,제주특별자치도 제주시 아라이동 3001-14 ,"제주특별자치도 제주시 신설로7길 7, 1층 (아라이동)",,,69,4.49
사계,고기,영업,제주특별자치도 제주시 이도이동 1167-1 (희망2로10) ,"제주특별자치도 제주시 동광로12길 6 (이도이동,(희망2로10))",,,0,0.0
맛사랑,한식,영업,제주특별자치도 제주시 삼도일동 572-6번지 ,제주특별자치도 제주시 서광로 230-2 (삼도일동),,,0,0.0
탐라는족족,경양식,영업,제주특별자치도 제주시 애월읍 애월리 1625 ,제주특별자치도 제주시 애월읍 애원로 5,,,0,0.0
대아갈비,해산물,영업,제주특별자치도 제주시 연동 253-4번지 ,제주특별자치도 제주시 연동4길 6-2 (연동),,,0,0.0
숲노을,한식,영업,제주특별자치도 제주시 아라일동 368-56번지 ,제주특별자치도 제주시 산천단동3길 15 (아라일동),,,0,0.0
루스트플레이스칠성로점,호프,영업,제주특별자치도 제주시 일도일동 1298-6번지 ,"제주특별자치도 제주시 중앙로7길 3, 2층 (일도일동)",,,397,4.03
뉴코리아유스호스텔(백록홀),한식,영업,제주특별자치도 제주시 애월읍 유수암리 2862 ,제주특별자치도 제주시 애월읍 하소로 769-15,,,,
낮에정식밤에갈비,한식,영업,제주특별자치도 제주시 한림읍 한림리 972-1 ,제주특별자치도 제주시 한림읍 한림상로 158,,,0,0.0
뉴코리아유스호스텔 (탐라홀),한식,영업,제주특별자치도 제주시 애월읍 유수암리 2862번지 ,제주특별자치도 제주시 애월읍 하소로 769-15,,,,
24시국수회관,한식,영업,제주특별자치도 제주시 삼도일동 797-8번지 ,제주특별자치도 제주시 남성로 122-1 (삼도일동),,,343,4.37
앨리스라운드월정리점,한식,영업,제주특별자치도 제주시 구좌읍 월정리 13번지 ,제주특별자치도 제주시 구좌읍 해맞이해안로 474,,,44,4.7
방모루,일식,영업,제주특별자치도 제주시 구좌읍 김녕리 1223-8 ,"제주특별자치도 제주시 구좌읍 김녕로21길 7, 나동 1층",,,425,4.33
우도아름다운소풍,한식,영업,제주특별자치도 제주시 우도면 연평리 988-1번지 ,"제주특별자치도 제주시 우도면 우도해안길 446, 1층",,,270,4.2
에버호텔구내,한식,영업,제주특별자치도 제주시 연동 291-38번지 ,"제주특별자치도 제주시 삼무로 75, 1층 (연동)",,,,
장모식탁,한식,영업,제주특별자치도 제주시 이도이동 257-6 ,"제주특별자치도 제주시 연신로 51, 1층 (이도이동)",,,743,4.6
탐나는불고기와부대찌개,한식,영업,제주특별자치도 제주시 외도일동 495-6번지 ,"제주특별자치도 제주시 우정로 44, 1층 (외도일동)",,,,
대왕해물짬뽕라면,카페,영업,제주특별자치도 제주시 구좌읍 월정리 554 ,"제주특별자치도 제주시 구좌읍 월정1길 70-6, 1층",,,0,0.0
마모루,일식,영업,제주특별자치도 제주시 이도이동 1181-2번지 101호,"제주특별자치도 제주시 광양13길 10-1, 1층 101호 (이도이동)",,,339,4.38
어떤날,한식,영업,제주특별자치도 제주시 구좌읍 행원리 720-1번지 ,"제주특별자치도 제주시 구좌읍 행원로 113, 1층",,,298,4.84
30년할매닭발,한식,영업,제주특별자치도 제주시 외도일동 495-6 ,"제주특별자치도 제주시 우정로 44, 1층 (외도일동)",,,115,4.52
어떤하루,카페,영업,제주특별자치도 제주시 일도이동 356-7 ,"제주특별자치도 제주시 고마로13길 26-1, 1층 (일도이동)",,,31,4.75
미스터킴팝,분식,영업,제주특별자치도 제주시 노형동 0번지 노형2지구 5블록 2롯트 ,"제주특별자치도 제주시 노형8길 17, 1층 (노형동)",,,73,4.31
산에들에오리,한식,영업,제주특별자치도 제주시 이도이동 1139-1 ,제주특별자치도 제주시 동광로6길 28 (이도이동),,,60,4.01
제주오겹살왕돌구이집,한식,영업,제주특별자치도 제주시 아라일동 6096-4 ,"제주특별자치도 제주시 중앙로 538, 1층 (아라일동)",,,139,4.35
제주은갈치김밥,분식,영업,제주특별자치도 제주시 용담삼동 969-2번지 ,제주특별자치도 제주시 용마서길 30 (용담삼동),,,430,4.45
뉴봄봄김밥,분식,영업,제주특별자치도 제주시 도련일동 1939-3번지 ,"제주특별자치도 제주시 건주로4길 10-4, 1층 (도련일동)",,,74,4.17
신조,일식,영업,제주특별자치도 제주시 외도일동 476-1번지 ,"제주특별자치도 제주시 우정로5길 4, 1층 (외도일동)",,,26,4.3
오풍미족발삼화점,야식,영업,제주특별자치도 제주시 삼양이동 2312 ,"제주특별자치도 제주시 화삼북로 87, 상가동 101, 102호 (삼양이동)",,,21,4.0
인덕원꼬마김밥,호프,영업,제주특별자치도 제주시 외도일동 559-4 ,"제주특별자치도 제주시 우정로15길 21, 1층 (외도일동)",,,18,4.5
한담가든,한식,영업,제주특별자치도 제주시 애월읍 애월리 2503-1번지 ,제주특별자치도 제주시 애월읍 애월로1길 4,,,0,0.0
페리카나치킨삼양도련점,호프,영업,제주특별자치도 제주시 도련일동 1789번지 (삼봉로143) ,"제주특별자치도 제주시 삼봉로 115 (도련일동,(삼봉로143))",,,26,4.62
조가네소머리국밥,호프,영업,"제주특별자치도 제주시 일도일동 1103번지 2-11, 2-12, 2-13호 ","제주특별자치도 제주시 동문로4길 9, 2-11,2-12,2-13호 (일도일동)",,,95,4.24
코지,한식,영업,제주특별자치도 제주시 건입동 1319-5번지 ,제주특별자치도 제주시 임항로 44 (건입동),,,,
봄촌,한식,영업,"제주특별자치도 제주시 연동 444-1번지 1,2층 ","제주특별자치도 제주시 연북로 166, 1~2층 (연동)",,,79,4.17
한소낭,한식,영업,제주특별자치도 제주시 이도일동 1256-25번지 ,제주특별자치도 제주시 동광로1길 28 (이도일동),,,16,4.21
함덕피자클래스,한식,영업,제주특별자치도 제주시 조천읍 함덕리 997-2번지 ,제주특별자치도 제주시 조천읍 함덕16길 14,,,100,4.62
오젠정식,한식,영업,제주특별자치도 제주시 봉개동 289-2 ,"제주특별자치도 제주시 명림로 220, 1층 (봉개동)",,,81,4.08
가마솥치킨,호프,영업,제주특별자치도 제주시 화북일동 1763-1번지 ,"제주특별자치도 제주시 진동로 36, 1층 (화북일동)",,,,
꼬치캠퍼스,호프,영업,제주특별자치도 제주시 일도이동 330-8 102호(고마로76) ,"제주특별자치도 제주시 고마로 54 (일도이동,102호(고마로76))",,,0,0.0
제주황금복돼지,고기,영업,제주특별자치도 제주시 용담일동 2-7 (동한두기길3) ,"제주특별자치도 제주시 동한두기길 1 (용담일동,(동한두기길3))",,,,
제주사자,호프,영업,제주특별자치도 제주시 도남동 72-8 ,"제주특별자치도 제주시 도남로17길 21, 101호 (도남동)",,,0,0.0
대연정,한식,영업,제주특별자치도 제주시 외도일동 474-7번지 ,제주특별자치도 제주시 우정로8길 8 (외도일동),,,37,4.31
푸라닭제주터미널점,치킨,영업,제주특별자치도 제주시 용담일동 2822-5번지 ,"제주특별자치도 제주시 남성로2길 7, 1층 (용담일동)",,,58,4.26
비에이치씨용담점,호프,영업,제주특별자치도 제주시 용담이동 930-8번지 ,"제주특별자치도 제주시 성화로 26, 1층 (용담이동)",,,,
홍대개미,일식,영업,제주특별자치도 제주시 노형동 3782-7번지 ,"제주특별자치도 제주시 노형8길 19, 2층 (노형동)",,,0,0.0
오태식해바라기치킨도남점,호프,영업,제주특별자치도 제주시 도남동 915-30 ,제주특별자치도 제주시 도남로 21-1 (도남동),,,58,4.37
