사업장명,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,Reviews,stars,n_reviews,n_stars,소재지,법정동
하이드어웨이,경양식,영업,제주특별자치도 서귀포시 안덕면 사계리 2032-7 ,"제주특별자치도 서귀포시 안덕면 사계남로 186-8, B동",87,3.7,0,0.0,서귀포시,안덕
너븐,경양식,영업,제주특별자치도 서귀포시 동홍동 281-1 ,"제주특별자치도 서귀포시 칠십리로214번길 26, 1층 (동홍동)",92,4.2,607,4.56,서귀포시,서귀포
낭낭,경양식,영업,제주특별자치도 서귀포시 안덕면 덕수리 1938-1 ,제주특별자치도 서귀포시 안덕면 덕수서로163번길 6,37,5.0,45,4.64,서귀포시,안덕
동도원,한식,영업,제주특별자치도 서귀포시 대포동 2201 ,제주특별자치도 서귀포시 이어도로 189 (대포동),754,3.8,742,4.36,서귀포시,서귀포
돼지삼형제,한식,영업,제주특별자치도 서귀포시 중문동 1939-1 ,"제주특별자치도 서귀포시 천제연로232번길 16, 1층 (중문동)",64,4.7,545,4.94,서귀포시,중문
고기에오르다,한식,영업,제주특별자치도 서귀포시 성산읍 성산리 298-2 ,"제주특별자치도 서귀포시 성산읍 한도로 264, 1,2층",73,4.7,373,4.9,서귀포시,성산
제주초계한우,한식,영업,제주특별자치도 서귀포시 대정읍 일과리 1274 ,"제주특별자치도 서귀포시 대정읍 일과대수로27번길 53-2, 제1호",286,3.7,801,4.82,서귀포시,대정
산방산해물라면오빠네,분식,영업,제주특별자치도 서귀포시 안덕면 사계리 171번지 101호,"제주특별자치도 서귀포시 안덕면 사계남로216번길 24-68, 1층 2호",125,4.0,0,0.0,서귀포시,안덕
영육일삼,한식,영업,제주특별자치도 서귀포시 강정동 2637-1번지 ,"제주특별자치도 서귀포시 이어도로 679, 1층 (강정동)",73,4.4,384,4.67,서귀포시,중문
사계전복,한식,영업,제주특별자치도 서귀포시 안덕면 사계리 933번지 ,제주특별자치도 서귀포시 안덕면 사계로 207,59,3.8,630,0.0,서귀포시,안덕
해월정서귀포,한식,영업,제주특별자치도 서귀포시 안덕면 창천리 482-9 ,제주특별자치도 서귀포시 안덕면 일주서로 1355,170,4.6,1231,4.36,서귀포시,안덕
소요0617,경양식,영업,"제주특별자치도 서귀포시 남원읍 태흥리 1216-1 , 지하1층 ","제주특별자치도 서귀포시 남원읍 태위로834번길 11-6, 지하1층",34,4.5,235,4.6,서귀포시,남원
독고집,한식,영업,제주특별자치도 서귀포시 성산읍 고성리 316-12번지 ,제주특별자치도 서귀포시 성산읍 동류암로 43-1,191,4.3,600,4.55,서귀포시,성산
대포칼제비,한식,영업,제주특별자치도 서귀포시 대포동 747번지 ,제주특별자치도 서귀포시 중문관광로 338 (대포동),47,4.6,297,4.57,서귀포시,서귀포
론푸드차이나,한식,영업,제주특별자치도 서귀포시 중문동 2035-5번지 ,제주특별자치도 서귀포시 천제연로208번길 3 (중문동),37,4.2,343,0.0,서귀포시,중문
서귀포장수해장국,한식,영업,제주특별자치도 서귀포시 법환동 736번지 ,제주특별자치도 서귀포시 신서귀로51번길 11 (법환동),54,4.6,288,4.64,서귀포시,서귀포
카푸치노,카페,영업,제주특별자치도 서귀포시 대정읍 하모리 1407-2번지 ,제주특별자치도 서귀포시 대정읍 동일하모로 211,125,4.0,0,0.0,서귀포시,대정
성산녘,한식,영업,제주특별자치도 서귀포시 성산읍 성산리 183-1번지 ,"제주특별자치도 서귀포시 성산읍 성산중앙로40번길 12, 1층",30,4.6,2143,4.44,서귀포시,성산
카페담아,카페,영업,제주특별자치도 서귀포시 서귀동 759-9번지 ,"제주특별자치도 서귀포시 칠십리로 94-1, 1층 (서귀동)",45,4.4,145,4.49,서귀포시,서귀포
범일분식,분식,영업,제주특별자치도 서귀포시 남원읍 남원리 139-7번지 ,제주특별자치도 서귀포시 남원읍 태위로 658,154,4.1,536,4.36,서귀포시,남원
한라식당,한식,영업,제주특별자치도 서귀포시 표선면 성읍리 987-1번지 ,제주특별자치도 서귀포시 표선면 성읍리 987-1번지 ,69,3.5,175,4.37,서귀포시,표선
만미식당,한식,영업,제주특별자치도 서귀포시 안덕면 사계리 2077번지 ,제주특별자치도 서귀포시 안덕면 사계남로 155,82,4.3,316,4.58,서귀포시,안덕
부촌식당,한식,영업,제주특별자치도 서귀포시 성산읍 고성리 314-6번지 ,제주특별자치도 서귀포시 성산읍 동류암로 33,80,4.2,1173,4.41,서귀포시,성산
나목도식당,한식,영업,제주특별자치도 서귀포시 표선면 가시리 1877-6번지 ,제주특별자치도 서귀포시 표선면 가시로613번길 60,45,3.5,345,4.21,서귀포시,표선
삼이사,한식,영업,제주특별자치도 서귀포시 서귀동 496번지 ,제주특별자치도 서귀포시 명동로 6 (서귀동),145,3.5,0,0.0,서귀포시,서귀포
항구식당,일식,영업,제주특별자치도 서귀포시 대정읍 하모리 770-7번지 ,제주특별자치도 서귀포시 대정읍 하모항구로 64,52,4.3,0,0.0,서귀포시,대정
부두식당,한식,영업,제주특별자치도 서귀포시 대정읍 하모리 770-9번지 ,제주특별자치도 서귀포시 대정읍 하모항구로 62,244,3.7,1496,4.31,서귀포시,대정
올랭이와물꾸럭,한식,영업,제주특별자치도 서귀포시 대정읍 하모리 920-5번지 ,제주특별자치도 서귀포시 대정읍 신영로 93-5,45,4.1,68,4.63,서귀포시,대정
영해식당,한식,영업,제주특별자치도 서귀포시 대정읍 하모리 923-4번지 ,제주특별자치도 서귀포시 대정읍 하모상가로 34-2,47,4.6,347,4.58,서귀포시,대정
미풍해장국서귀포,한식,영업,제주특별자치도 서귀포시 서귀동 253-18번지 ,제주특별자치도 서귀포시 동홍로12번길 3 (서귀동),30,3.7,216,4.38,서귀포시,서귀포
동해미락,해산물,영업,제주특별자치도 서귀포시 서귀동 72-1 ,제주특별자치도 서귀포시 칠십리로 133 (서귀동),378,4.1,754,4.65,서귀포시,서귀포
해심갈비,한식,영업,제주특별자치도 서귀포시 중문동 2018-8 ,제주특별자치도 서귀포시 천제연로 203-4 (중문동),92,3.9,699,0.0,서귀포시,중문
흑돼지BBQ,한식,영업,제주특별자치도 서귀포시 서귀동 817-2번지 ,제주특별자치도 서귀포시 태평로353번길 4 (서귀동),149,4.6,687,4.64,서귀포시,서귀포
대포횟집,해산물,영업,제주특별자치도 서귀포시 대포동 2184번지 ,제주특별자치도 서귀포시 대포로 169 (대포동),192,3.8,0,0.0,서귀포시,서귀포
한아름식당,한식,영업,제주특별자치도 서귀포시 표선면 세화리 1177-1번지 ,제주특별자치도 서귀포시 표선면 세성로 265,37,4.7,0,0.0,서귀포시,표선
웅담식당,한식,영업,제주특별자치도 서귀포시 서귀동 295-3번지 ,제주특별자치도 서귀포시 중앙로59번길 5 (서귀동),92,3.8,492,4.43,서귀포시,서귀포
올레삼다정,한식,영업,제주특별자치도 서귀포시 동홍동 646-2 ,제주특별자치도 서귀포시 태평로537번길 48 (동홍동),231,4.4,842,4.66,서귀포시,서귀포
그리운바다성산포,한식,영업,제주특별자치도 서귀포시 성산읍 성산리 360-10 ,제주특별자치도 서귀포시 성산읍 성산등용로 94,129,3.9,1177,4.54,서귀포시,성산
신산나들목,한식,영업,제주특별자치도 서귀포시 성산읍 신산리 974-6번지 (지상1층) ,제주특별자치도 서귀포시 성산읍 일주동로 5100,256,4.2,264,4.67,서귀포시,성산
천제연토속,한식,영업,제주특별자치도 서귀포시 색달동 2539번지 ,제주특별자치도 서귀포시 천제연로 45 (색달동),107,3.6,360,4.37,서귀포시,중문
더리트리브,뷔페,영업,제주특별자치도 서귀포시 안덕면 화순리 241 ,제주특별자치도 서귀포시 안덕면 화순로 67,123,3.8,575,4.44,서귀포시,안덕
가시식당,한식,영업,제주특별자치도 서귀포시 표선면 가시리 1898-5번지 ,제주특별자치도 서귀포시 표선면 가시로565번길 22,161,3.6,825,4.35,서귀포시,표선
광동식당,한식,영업,제주특별자치도 서귀포시 표선면 세화리 1152-4번지 ,제주특별자치도 서귀포시 표선면 세성로 272,35,3.9,147,4.37,서귀포시,표선
낭쿰낭쿰,한식,영업,제주특별자치도 서귀포시 서귀동 298-1번지 ,제주특별자치도 서귀포시 중앙로79번길 4 (서귀동),292,4.6,1687,4.81,서귀포시,서귀포
큰갯물횟집,해산물,영업,제주특별자치도 서귀포시 대포동 2070번지 ,제주특별자치도 서귀포시 대포로 161 (대포동),98,4.3,1293,4.68,서귀포시,서귀포
삼강식당,한식,영업,제주특별자치도 서귀포시 서호동 1148-13번지 ,제주특별자치도 서귀포시 신서로102번길 53 (서호동),45,4.5,133,4.72,서귀포시,서귀포
고씨네천지국수,한식,영업,제주특별자치도 서귀포시 서귀동 298-1번지 ,제주특별자치도 서귀포시 중앙로79번길 4 (서귀동),362,4.3,2445,4.66,서귀포시,서귀포
삼수정식당,한식,영업,제주특별자치도 서귀포시 성산읍 고성리 316-4 ,제주특별자치도 서귀포시 성산읍 동류암로 45,57,3.5,182,4.25,서귀포시,성산
1100고지휴게소,분식,영업,제주특별자치도 서귀포시 색달동 산 1-3번지 ,제주특별자치도 서귀포시 1100로 1555 (색달동),94,3.5,0,0.0,서귀포시,중문
돈보리,한식,영업,제주특별자치도 서귀포시 표선면 성읍리 1017-1 ,제주특별자치도 서귀포시 표선면 성읍민속로 63,55,3.8,143,4.36,서귀포시,표선
대포동산횟집,해산물,영업,제주특별자치도 서귀포시 대포동 2185-1 ,제주특별자치도 서귀포시 이어도로 164 (대포동),88,3.6,0,0.0,서귀포시,서귀포
덕승식당,한식,영업,제주특별자치도 서귀포시 대정읍 하모리 770-3번지 ,제주특별자치도 서귀포시 대정읍 하모항구로 66,64,3.6,0,0.0,서귀포시,대정
장승포식당,한식,영업,"제주특별자치도 서귀포시 성산읍 고성리 298-11번지 , 2층 ","제주특별자치도 서귀포시 성산읍 동류암로 32, 2층",646,3.8,1862,4.42,서귀포시,성산
제주돈부자,한식,영업,제주특별자치도 서귀포시 서호동 1471-1번지 ,제주특별자치도 서귀포시 신서로48번길 68 (서호동),46,4.1,43,4.5,서귀포시,서귀포
성산일출봉청운식당,일식,영업,제주특별자치도 서귀포시 성산읍 성산리 192-2 ,제주특별자치도 서귀포시 성산읍 일출로 285,171,4.6,932,0.0,서귀포시,성산
춘미향,한식,영업,제주특별자치도 서귀포시 안덕면 사계리 2820-4번지 ,제주특별자치도 서귀포시 안덕면 산방로 378,106,4.3,714,4.47,서귀포시,안덕
고기정류장,한식,영업,제주특별자치도 서귀포시 중문동 1493-1번지 ,제주특별자치도 서귀포시 천제연로 137 (중문동),240,4.3,460,4.47,서귀포시,중문
불막열삼신서귀포,한식,영업,제주특별자치도 서귀포시 강정동 167-3 ,제주특별자치도 서귀포시 신서로48번길 12 (강정동),59,5.0,0,0.0,서귀포시,중문
돈지식당,한식,영업,제주특별자치도 서귀포시 대정읍 하모리 770-24번지 ,제주특별자치도 서귀포시 대정읍 하모항구로 60,63,4.0,211,4.49,서귀포시,대정
덕성식당,한식,영업,제주특별자치도 서귀포시 안덕면 사계리 2130번지 ,제주특별자치도 서귀포시 안덕면 사계남로 145,63,4.6,245,4.53,서귀포시,안덕
맛나식당,한식,영업,제주특별자치도 서귀포시 성산읍 고성리 316-9번지 ,제주특별자치도 서귀포시 성산읍 동류암로 41,434,3.5,2716,4.46,서귀포시,성산
몰질음식,한식,영업,제주특별자치도 서귀포시 강정동 4521-8번지 ,제주특별자치도 서귀포시 이어도로 598 (강정동),98,3.7,466,4.31,서귀포시,중문
어멍뚝배기,한식,영업,제주특별자치도 서귀포시 서귀동 768번지 ,제주특별자치도 서귀포시 부두로 35 (서귀동),125,4.0,295,0.0,서귀포시,서귀포
만덕이네,한식,영업,제주특별자치도 서귀포시 표선면 성읍리 1623-3번지 ,제주특별자치도 서귀포시 표선면 서성일로 16,238,3.6,1273,4.27,서귀포시,표선
새만부정,한식,영업,제주특별자치도 서귀포시 서귀동 72번지 ,제주특별자치도 서귀포시 칠십리로 135 (서귀동),50,5.0,69,0.0,서귀포시,서귀포
성읍신토불이,한식,영업,제주특별자치도 서귀포시 표선면 성읍리 1380-3번지 ,제주특별자치도 서귀포시 표선면 성읍서문로 81,47,4.9,110,4.71,서귀포시,표선
대정고을식당,한식,영업,제주특별자치도 서귀포시 대정읍 인성리 251-1번지 ,제주특별자치도 서귀포시 대정읍 일주서로 2258,31,3.7,162,4.4,서귀포시,대정
구두미,고기,영업,제주특별자치도 서귀포시 보목동 1289-2번지 ,"제주특별자치도 서귀포시 문필로 71, 1층 (보목동)",64,4.8,0,0.0,서귀포시,서귀포
수마,한식,영업,제주특별자치도 서귀포시 성산읍 성산리 142번지 ,제주특별자치도 서귀포시 성산읍 일출로 264-6,110,4.7,417,0.0,서귀포시,성산
상록음식,한식,영업,제주특별자치도 서귀포시 토평동 1310-20 ,제주특별자치도 서귀포시 토평로 24 (토평동),49,3.8,213,4.4,서귀포시,서귀포
국수명가,한식,영업,제주특별자치도 서귀포시 안덕면 사계리 142-1 ,제주특별자치도 서귀포시 안덕면 사계남로216번길 47,44,3.9,0,0.0,서귀포시,안덕
대도식당,한식,영업,제주특별자치도 서귀포시 서귀동 587-27번지 ,제주특별자치도 서귀포시 솔동산로22번길 18-3 (서귀동),41,3.6,310,4.26,서귀포시,서귀포
카페이피엘,카페,영업,"제주특별자치도 서귀포시 남원읍 위미리 3166-1번지 지하1층, 지상1층, 지상2층 ","제주특별자치도 서귀포시 남원읍 위미항구로 8, 지하1층,지상1,2층",35,3.6,0,0.0,서귀포시,남원
소담명가찰솥밥,한식,영업,제주특별자치도 서귀포시 회수동 556 ,제주특별자치도 서귀포시 천제연로 357 (회수동),78,4.5,726,4.58,서귀포시,중문
영빈횟집,해산물,영업,제주특별자치도 서귀포시 서귀동 68-6 ,제주특별자치도 서귀포시 칠십리로 129 (서귀동),111,4.1,1021,4.86,서귀포시,서귀포
청송고기국수,한식,영업,제주특별자치도 서귀포시 서귀동 251-14번지 ,제주특별자치도 서귀포시 동홍로 8 (서귀동),32,3.8,171,4.1,서귀포시,서귀포
남경미락,일식,영업,제주특별자치도 서귀포시 안덕면 사계리 2032-3 ,제주특별자치도 서귀포시 안덕면 사계남로 190-7,54,3.5,206,4.51,서귀포시,안덕
칠돈가표선직영,일식,영업,제주특별자치도 서귀포시 표선면 표선리 44-3번지 ,제주특별자치도 서귀포시 표선면 표선당포로 13-1,358,3.6,1110,0.0,서귀포시,표선
삼신할망밥상,한식,영업,제주특별자치도 서귀포시 표선면 성읍리 산 372-3외 ,제주특별자치도 서귀포시 표선면 서성일로 180,46,4.6,236,4.64,서귀포시,표선
돌집식당,한식,영업,제주특별자치도 서귀포시 표선면 성읍리 1624-3번지 ,제주특별자치도 서귀포시 표선면 서성일로 23,95,4.3,544,4.51,서귀포시,표선
표선수제돈까스,경양식,영업,제주특별자치도 서귀포시 표선면 표선리 460-8 ,"제주특별자치도 서귀포시 표선면 표선동서로 279-1, 1층",43,4.1,194,4.59,서귀포시,표선
신평국수집,분식,영업,제주특별자치도 서귀포시 대정읍 신평리 451-2번지 ,제주특별자치도 서귀포시 대정읍 중산간서로 2634,31,3.7,0,0.0,서귀포시,대정
마라도이모네식당,한식,영업,제주특별자치도 서귀포시 대정읍 가파리 731번지 ,제주특별자치도 서귀포시 대정읍 마라로 83,31,3.7,4,0.0,서귀포시,대정
고래성,한식,영업,"제주특별자치도 서귀포시 안덕면 사계리 2148-1 , 1층 ","제주특별자치도 서귀포시 안덕면 사계남로 133, 1층",51,4.0,171,4.6,서귀포시,안덕
카페폴린,카페,영업,제주특별자치도 서귀포시 동홍동 286번지 ,"제주특별자치도 서귀포시 칠십리로 194, 1층층 (동홍동)",44,4.3,251,4.55,서귀포시,서귀포
크래커스,카페,영업,제주특별자치도 서귀포시 대정읍 안성리 1858-1번지 ,제주특별자치도 서귀포시 대정읍 보성구억로126번길 34,37,4.3,274,4.51,서귀포시,대정
봉순이네흑돼지,한식,영업,제주특별자치도 서귀포시 대정읍 구억리 1010번지 ,제주특별자치도 서귀포시 대정읍 영어도시로 64,206,3.9,2771,4.61,서귀포시,대정
고서방해물탕,한식,영업,제주특별자치도 서귀포시 대정읍 상모리 87-5번지 ,제주특별자치도 서귀포시 대정읍 형제해안로 282,58,4.1,231,4.55,서귀포시,대정
여섯번의보름,경양식,영업,제주특별자치도 서귀포시 호근동 1310-1번지 ,제주특별자치도 서귀포시 호근남로5번길 14-5 (호근동),150,4.2,270,4.5,서귀포시,서귀포
돈블랙서귀포,한식,영업,제주특별자치도 서귀포시 서호동 1553-7 ,"제주특별자치도 서귀포시 서호남로32번길 24, 1층 (서호동)",247,4.6,1586,4.85,서귀포시,서귀포
서가장인곱창,한식,영업,제주특별자치도 서귀포시 안덕면 서광리 산 35-16 ,"제주특별자치도 서귀포시 안덕면 신화역사로304번길 98, F003동 1층 PlotA호",62,4.0,662,4.18,서귀포시,안덕
인정궁물떡볶이,한식,영업,제주특별자치도 서귀포시 안덕면 사계리 226 몬트마레 지1층 1103호,"제주특별자치도 서귀포시 안덕면 사계북로 192, 몬트마레 지1층 103호",63,4.5,276,0.0,서귀포시,안덕
S-Teppanyaki jeju(에스데판야키),일식,영업,제주특별자치도 서귀포시 호근동 1241-9 1층 ,"제주특별자치도 서귀포시 호근서호로62번길 40, 1층 (호근동)",63,4.5,0,0.0,서귀포시,서귀포
고쿠텐서귀포,일식,영업,제주특별자치도 서귀포시 법환동 282-1 ,"제주특별자치도 서귀포시 막숙포로40번길 5, 1층 (법환동)",31,4.1,243,4.55,서귀포시,서귀포
우수미회센타호텔더,해산물,영업,제주특별자치도 서귀포시 색달동 2138 별관 1층 ,"제주특별자치도 서귀포시 색달로 18, 별관동 1층 (색달동)",32,3.5,500,4.57,서귀포시,중문
카페을리,카페,영업,제주특별자치도 서귀포시 안덕면 상창리 899-1 ,"제주특별자치도 서귀포시 안덕면 병악로 90, 1층",75,4.2,321,4.58,서귀포시,안덕
테,한식,영업,제주특별자치도 서귀포시 회수동 629-3 ,"제주특별자치도 서귀포시 천제연로 311, 1층 (회수동)",30,3.5,170,4.48,서귀포시,중문
색달돈솔,한식,영업,제주특별자치도 서귀포시 색달동 1870-2 ,"제주특별자치도 서귀포시 색달중앙로 75, 1층 (색달동)",41,5.0,33,4.5,서귀포시,중문
고바진,고기,영업,제주특별자치도 서귀포시 안덕면 동광리 525-1 ,"제주특별자치도 서귀포시 안덕면 신화역사로 578-18, 1층",34,4.8,223,4.88,서귀포시,안덕
괸당집중문,한식,영업,제주특별자치도 서귀포시 중문동 1973-4 드림오피스 ,제주특별자치도 서귀포시 천제연로 223 (중문동),42,3.7,99,4.51,서귀포시,중문
제주바솔트,카페,영업,제주특별자치도 제주시 이도이동 317-9번지 ,제주특별자치도 제주시 가령골3길 6 (이도이동),147,4.3,1007,4.53,제주시,제주
함덕커피숍,카페,영업,제주특별자치도 제주시 조천읍 함덕리 3085번지 ,"제주특별자치도 제주시 조천읍 신북로 476, 1층",261,3.9,0,0.0,제주시,조천
어글리딜리셔스,카페,영업,제주특별자치도 제주시 이도이동 2003-5 ,"제주특별자치도 제주시 구남동2길 19-8, 1층 (이도이동)",70,4.0,218,4.46,제주시,제주
다랑쉬,카페,영업,제주특별자치도 제주시 용담이동 626-10번지 ,"제주특별자치도 제주시 용문로21길 4, 1층 (용담이동)",116,4.1,183,4.44,제주시,제주
동백,카페,영업,제주특별자치도 제주시 조천읍 선흘리 922번지 ,"제주특별자치도 제주시 조천읍 동백로 68, 1층",68,4.4,0,0.0,제주시,조천
초,카페,영업,제주특별자치도 제주시 애월읍 금성리 554-1번지 ,"제주특별자치도 제주시 애월읍 금성3길 21, 1층",52,3.7,149,4.41,제주시,애월
안녕토르,카페,영업,제주특별자치도 제주시 조천읍 선흘리 1947-2 ,"제주특별자치도 제주시 조천읍 선진길 7-19, 1층",52,4.7,87,4.63,제주시,조천
우연못,카페,영업,제주특별자치도 제주시 노형동 139번지 ,"제주특별자치도 제주시 은수길 110, 2층 (노형동)",59,4.4,181,4.68,제주시,제주
삼일삼오,카페,영업,제주특별자치도 제주시 구좌읍 하도리 3135번지 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 1542-4, 1층",53,4.1,0,0.0,제주시,구좌
에스프레소라운지,카페,영업,제주특별자치도 제주시 노형동 3806-8번지 ,"제주특별자치도 제주시 한라대학로 1, 1~2층 (노형동)",108,3.7,1705,4.44,제주시,제주
자키커피,카페,영업,제주특별자치도 제주시 이도일동 1349-28번지 동성빌딩 ,"제주특별자치도 제주시 오현길 82, 동성빌딩 1층 (이도일동)",45,4.6,161,4.64,제주시,제주
알마커피제작소,카페,영업,제주특별자치도 제주시 조천읍 북촌리 486번지 ,"제주특별자치도 제주시 조천읍 북촌11길 23, 1~2층",66,4.9,316,4.54,제주시,조천
오달콤제주협재,카페,영업,제주특별자치도 제주시 한림읍 협재리 1750-5번지 ,"제주특별자치도 제주시 한림읍 한림로 340, 1층",47,4.1,1927,4.47,제주시,한림
제레미,카페,영업,제주특별자치도 제주시 애월읍 애월리 1549번지 ,"제주특별자치도 제주시 애월읍 애월로 106-1, 1층",117,4.6,364,4.64,제주시,애월
파인더,카페,영업,제주특별자치도 제주시 이도이동 1766-7번지 ,"제주특별자치도 제주시 서광로32길 20, 1층 (이도이동)",90,4.8,481,4.54,제주시,제주
스타벅스제주시청,카페,영업,제주특별자치도 제주시 이도이동 1176-85 ,"제주특별자치도 제주시 중앙로 215, 1~3층 (이도이동)",60,3.7,2549,4.47,제주시,제주
스타벅스제주노형,카페,영업,제주특별자치도 제주시 노형동 1295-16 ,"제주특별자치도 제주시 도령로 27, 비101호 (노형동)",71,4.3,3092,4.51,제주시,제주
발트글라스카페,카페,영업,제주특별자치도 제주시 노형동 123 ,"제주특별자치도 제주시 1100로 3154, 가동 1층 (노형동)",30,3.9,88,4.77,제주시,제주
구커피,카페,영업,제주특별자치도 제주시 이도이동 1999-2 ,"제주특별자치도 제주시 구남동2길 12, 1층 (이도이동)",36,4.5,236,4.61,제주시,제주
카페곁에,카페,영업,제주특별자치도 제주시 구좌읍 동복리 1536-3번지 ,"제주특별자치도 제주시 구좌읍 동복로3길 9, 1층",74,4.5,69,4.69,제주시,구좌
꽃향유,카페,영업,"제주특별자치도 제주시 애월읍 고하상로 101, 1층","제주특별자치도 제주시 애월읍 고하상로 101, 1층",123,4.4,200,4.65,제주시,애월
바람벽에흰당나귀,카페,영업,제주특별자치도 제주시 구좌읍 동복리 1645-1번지 ,"제주특별자치도 제주시 구좌읍 동복로 11, 1층",78,3.8,427,4.36,제주시,구좌
미스틱3도,카페,영업,제주특별자치도 제주시 노형동 291-10 ,"제주특별자치도 제주시 1100로 2894-49, 1층 (노형동)",181,4.2,1032,4.4,제주시,제주
구름위에둥둥,카페,영업,제주특별자치도 제주시 이도이동 2029-1번지 ,"제주특별자치도 제주시 구남동2길 47, 1층 (이도이동)",37,4.7,44,4.74,제주시,제주
니모메,카페,영업,제주특별자치도 제주시 외도이동 341-2 ,"제주특별자치도 제주시 일주서로 7335-8, 지하1~1층 (외도이동)",158,3.9,673,4.5,제주시,제주
컴플렉스,카페,영업,제주특별자치도 제주시 이도일동 1401-1 ,"제주특별자치도 제주시 중앙로14길 4, 1층 (이도일동)",34,4.9,39,4.89,제주시,제주
투썸플레이스제주애월한담,카페,영업,제주특별자치도 제주시 애월읍 애월리 2489번지 ,"제주특별자치도 제주시 애월읍 애월로1길 19, 지하1~2층",57,3.9,3703,4.33,제주시,애월
컴플리트,카페,영업,제주특별자치도 제주시 연동 1523-3번지 ,"제주특별자치도 제주시 국기로4길 1, 1층 (연동)",60,3.6,244,4.43,제주시,제주
미쿠니,카페,영업,제주특별자치도 제주시 삼양일동 1779번지 ,"제주특별자치도 제주시 서흘길 41, 1층 (삼양일동)",120,4.5,838,4.61,제주시,제주
헬로남생이,카페,영업,제주특별자치도 제주시 조천읍 신촌리 2493-1 ,"제주특별자치도 제주시 조천읍 원당북로 197-20, 1층",36,4.1,359,4.37,제주시,조천
메이즈,카페,영업,제주특별자치도 제주시 구좌읍 평대리 3322번지 메이즈랜드 제1호(2층) ,제주특별자치도 제주시 구좌읍 비자림로 2134-47 (메이즈랜드 제1호(2층)),104,3.9,20,3.95,제주시,구좌
제주몹시,카페,영업,제주특별자치도 제주시 외도이동 319-1 ,"제주특별자치도 제주시 월대1길 10, 1층 (외도이동)",60,4.5,211,4.54,제주시,제주
스타벅스제주칠성,카페,영업,제주특별자치도 제주시 일도일동 1461-1번지 ,"제주특별자치도 제주시 관덕로 55, 1~2층 (일도일동)",74,4.1,3394,4.48,제주시,제주
위더스트래블,카페,영업,제주특별자치도 제주시 아라일동 6113-16번지 ,"제주특별자치도 제주시 인다9길 29, 1층 (아라일동)",44,3.6,284,0.0,제주시,제주
트라인,카페,영업,제주특별자치도 제주시 조천읍 와흘리 1908번지 ,"제주특별자치도 제주시 조천읍 와흘상길 32, 3동 1층",115,4.3,479,4.46,제주시,조천
카페빠네띠에,카페,영업,제주특별자치도 제주시 이도이동 1959-1 ,제주특별자치도 제주시 신설로9길 25 (이도이동),34,3.9,349,4.53,제주시,제주
카페인사리,카페,영업,제주특별자치도 제주시 구좌읍 한동리 1139-12번지 ,"제주특별자치도 제주시 구좌읍 일주동로 2806, 2동 2층",41,4.7,192,4.65,제주시,구좌
이공구삼하우스,카페,영업,제주특별자치도 제주시 조천읍 교래리 786-21번지 ,"제주특별자치도 제주시 조천읍 남조로 2093, 제1동 1층",34,4.1,419,4.27,제주시,조천
밤수지맨드라미,카페,영업,제주특별자치도 제주시 우도면 연평리 860번지 ,"제주특별자치도 제주시 우도면 우도해안길 530, 1층",58,4.9,228,4.78,제주시,우도
스타벅스커피제주용담DT,카페,영업,제주특별자치도 제주시 용담삼동 2572-4 외1필지(2576-4) ,"제주특별자치도 제주시 서해안로 380, 1층 (용담삼동)",333,3.7,0,0.0,제주시,제주
먹쿠슬낭여행자카페,카페,영업,제주특별자치도 제주시 오라삼동 2319-8번지 ,제주특별자치도 제주시 오라로 24 (오라삼동),97,4.2,1311,4.74,제주시,제주
파라토도스,카페,영업,제주특별자치도 제주시 한림읍 금능리 1426-3번지 ,"제주특별자치도 제주시 한림읍 금능길 87, 1층",215,3.7,1215,4.41,제주시,한림
카페공작소,카페,영업,제주특별자치도 제주시 구좌읍 세화리 1477-4번지 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 1446, 1층",134,3.5,329,4.56,제주시,구좌
마마롱,카페,영업,제주특별자치도 제주시 애월읍 광령리 1011-7 ,"제주특별자치도 제주시 애월읍 평화로 2783, 1층",122,3.7,665,4.55,제주시,애월
스타벅스제주함덕,카페,영업,제주특별자치도 제주시 조천읍 함덕리 1004-27번지 ,"제주특별자치도 제주시 조천읍 조함해안로 522, 1~2층",261,3.9,7428,4.45,제주시,조천
앨리스,카페,영업,제주특별자치도 제주시 이도이동 1188-15번지 ,"제주특별자치도 제주시 서광로32길 36-1, 2층 (이도이동)",59,4.3,358,4.63,제주시,제주
씨힐,카페,영업,제주특별자치도 제주시 해안동 1724-1번지 ,"제주특별자치도 제주시 해안마을10길 39, 2층 (해안동)",38,3.7,388,4.27,제주시,제주
제주설심당,카페,영업,제주특별자치도 제주시 용담삼동 2319-6 ,"제주특별자치도 제주시 서해안로 504, 1층 (용담삼동)",43,3.9,607,4.23,제주시,제주
픽스커피,카페,영업,제주특별자치도 제주시 아라이동 3009-1번지 ,"제주특별자치도 제주시 신설로11길 2, 1층 (아라이동)",40,4.1,0,0.0,제주시,제주
하하호호,카페,영업,제주특별자치도 제주시 우도면 연평리 859번지 제1호(1층) ,제주특별자치도 제주시 우도면 우도해안길 532 (제1호),64,4.0,2684,4.46,제주시,우도
