사업장명,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,Reviews,stars,stars_vote_num
먹돌,한식,영업,제주특별자치도 제주시 용담이동 2747-6 ,"제주특별자치도 제주시 월성로 26, 1층 (용담이동)",57,4.8,204
애월리다과점,카페,영업,제주특별자치도 제주시 애월읍 애월리 1665-1 ,"제주특별자치도 제주시 애월읍 애월로 142, 1층",6,4.7,12
추자김밥,분식,영업,제주특별자치도 제주시 추자면 대서리 131-1 ,"제주특별자치도 제주시 추자면 대서3길 42, 1층",0,0.0,0
탄탄면공방제주점,한식,영업,제주특별자치도 제주시 아라일동 6034-5 ,"제주특별자치도 제주시 도남로 189, 1층 (아라일동)",15,4.5,20
멘,일식,영업,제주특별자치도 제주시 이도이동 1976-1 ,"제주특별자치도 제주시 박성내서길 8-1, 지하1층, 1층 (이도이동)",9,4.3,8
오늘하루,한식,영업,제주특별자치도 제주시 구좌읍 종달리 824-2 ,"제주특별자치도 제주시 구좌읍 종달로5길 36, 1동 1층",0,0.0,0
하쿠나마타타,한식,영업,제주특별자치도 제주시 구좌읍 월정리 364-1 ,"제주특별자치도 제주시 구좌읍 월정중길 23, 1층",0,0,0
일미리금계찜닭노형점,한식,영업,제주특별자치도 제주시 노형동 906-5 한신오피스텔 ,"제주특별자치도 제주시 도령로 54, 한신오피스텔 1층 102호 (노형동)",0,0,0
담담매운갈비연구소연동점,한식,영업,제주특별자치도 제주시 연동 273-41 ,"제주특별자치도 제주시 연동7길 41, 1층 (연동)",20,3.0,2
몽상의정원,카페,영업,제주특별자치도 제주시 화북일동 4250-1 ,"제주특별자치도 제주시 금산5길 18, 1층 (화북일동)",0,5.0,3
문문선,카페,영업,제주특별자치도 제주시 오등동 1274-3 ,"제주특별자치도 제주시 오등6길 31, 1층 (오등동)",35,3.8,20
연북로명태명가하귀직영점,한식,영업,제주특별자치도 제주시 애월읍 하귀1리 535-1 ,"제주특별자치도 제주시 애월읍 일주서로 7125, 3층",4,5.0,3
하양한,카페,영업,제주특별자치도 제주시 구좌읍 한동리 1291 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 1034, 1층",12,5.0,21
돈앤삼겹봉개점,한식,영업,제주특별자치도 제주시 봉개동 1819-3 ,"제주특별자치도 제주시 번영로 485, 1층 (봉개동)",0,0,0
뚊,한식,영업,제주특별자치도 제주시 추자면 영흥리 367-10 ,"제주특별자치도 제주시 추자면 추자로 70, 1층",0,0,0
참솔해장국,한식,영업,제주특별자치도 제주시 애월읍 고성리 902-12 ,"제주특별자치도 제주시 애월읍 평화로 2537, 1층",2,5.0,8
(주)포시즌호텔,한식,영업,제주특별자치도 제주시 노형동 914 ,"제주특별자치도 제주시 원노형3길 19, 1층 (노형동)",10,2.0,5
월하독작,호프,영업,제주특별자치도 제주시 한림읍 협재리 1794-3 ,"제주특별자치도 제주시 한림읍 협재6길 5-2, 2층",5,5.0,3
서쪽숲,카페,영업,제주특별자치도 제주시 한림읍 협재리 1794-3 ,"제주특별자치도 제주시 한림읍 협재6길 5-2, 1층",20,2.7,3
아라아라,카페,영업,제주특별자치도 제주시 아라일동 803-11 ,"제주특별자치도 제주시 인다15길 50, 1층 (아라일동)",4,4.0,2
제주섬연어,일식,영업,제주특별자치도 제주시 오라이동 1665-1 ,"제주특별자치도 제주시 연북로 254-17, 1층 (오라이동)",0,0,0
라멘야누,일식,영업,제주특별자치도 제주시 아라이동 3012-18 ,"제주특별자치도 제주시 구남동1길 46, 1층 (아라이동)",7,4.7,28
숙이네집밥,한식,영업,제주특별자치도 제주시 화북일동 1944-18 ,"제주특별자치도 제주시 진동로5길 45, 1층 (화북일동)",0,5.0,2
야해,경양식,영업,제주특별자치도 제주시 노형동 3780-3 ,"제주특별자치도 제주시 노형11길 6, 1층 (노형동)",14,3.5,6
보말삼춘,분식,영업,제주특별자치도 제주시 아라일동 6082-6 ,"제주특별자치도 제주시 중앙로 584, 1층 (아라일동)",1,4.6,5
카페베고니아,카페,영업,제주특별자치도 제주시 아라이동 1382-12 ,"제주특별자치도 제주시 간월동로 24, 1층 (아라이동)",2,4.5,2
굴무기낭,카페,영업,제주특별자치도 제주시 애월읍 납읍리 2463 ,"제주특별자치도 제주시 애월읍 납읍남로2길 6, 1동 1층",0,5.0,3
고피자시청점,경양식,영업,제주특별자치도 제주시 이도이동 1179-3 ,"제주특별자치도 제주시 중앙로 237, 1층 (이도이동)",4,5.0,1
휴카페,카페,영업,제주특별자치도 제주시 용담삼동 2362 ,"제주특별자치도 제주시 서해안로 490, 1층 101호 (용담삼동)",0,0.0,0
징크요릿집,일식,영업,제주특별자치도 제주시 애월읍 하귀2리 1768-7 ,"제주특별자치도 제주시 애월읍 일주서로 7021, 2층",0,0,0
숨은치킨,호프,영업,제주특별자치도 제주시 삼도이동 1088-1 ,"제주특별자치도 제주시 무근성길 44, 1층 (삼도이동)",0,2.0,1
배떡중앙점,분식,영업,제주특별자치도 제주시 이도일동 1452-4 ,"제주특별자치도 제주시 중앙로 87, 1층 (이도일동)",14,4.0,4
핫도그팟,분식,영업,제주특별자치도 제주시 한림읍 협재리 2447-41 ,"제주특별자치도 제주시 한림읍 한림로 329-2, 2층",4,5.0,8
이인태타코,외국요리,영업,제주특별자치도 제주시 한경면 판포리 2950 ,"제주특별자치도 제주시 한경면 일주서로 4492-1, 1층 1호",2,4.0,4
해오반,한식,영업,제주특별자치도 제주시 애월읍 고내리 598-1 ,"제주특별자치도 제주시 애월읍 고내로9길 1, 1층",253,4.8,287
한점,경양식,영업,제주특별자치도 제주시 아라일동 6117-8 ,"제주특별자치도 제주시 인다2길 30, 2층 (아라일동)",6,3.9,16
또와요국수마당,한식,영업,제주특별자치도 제주시 애월읍 하귀1리 192-5 ,"제주특별자치도 제주시 애월읍 하광로 15, 1층",2,4.0,3
윤정이네국밥,한식,영업,제주특별자치도 제주시 한림읍 상대리 2720-3 ,"제주특별자치도 제주시 한림읍 중산간서로 4960, 1층",0,0.0,0
(주)산티아고가는길,카페,영업,제주특별자치도 제주시 한경면 저지리 3139-1 ,"제주특별자치도 제주시 한경면 녹차분재로 505-1, 나동 1층",2,5.0,2
영샐러드,샐러드,영업,제주특별자치도 제주시 노형동 2578-3 ,"제주특별자치도 제주시 달마루길 18, 1층 105호 (노형동)",0,5.0,1
제주요망지게협재본점,한식,영업,제주특별자치도 제주시 한림읍 수원리 253 ,"제주특별자치도 제주시 한림읍 한림해안로 456, 2층",21,4.9,11
뚱아저씨화덕피자,경양식,영업,제주특별자치도 제주시 노형동 1046-12 ,"제주특별자치도 제주시 월랑로10길 39, 1층 102호 (노형동)",1,5.0,5
돈줄,한식,영업,제주특별자치도 제주시 일도일동 1177-1 ,"제주특별자치도 제주시 동문로 31, 1층 (일도일동)",0,0,0
제주도민이네라오면,한식,영업,제주특별자치도 제주시 한경면 신창리 542-9 ,"제주특별자치도 제주시 한경면 한경해안로 563-2, 1동 1층",14,3.3,12
어덜트밤비노,경양식,영업,제주특별자치도 제주시 아라일동 2981 제이케이하우스 ,"제주특별자치도 제주시 도남로 168-15, 제이케이하우스 1층 (아라일동)",27,2.9,13
제주달빛좋은밤,경양식,영업,제주특별자치도 제주시 한림읍 협재리 1512 ,"제주특별자치도 제주시 한림읍 한림로 424-1, 2층",34,4.3,9
디뉴스,한식,영업,제주특별자치도 제주시 삼도이동 1261-6 ,"제주특별자치도 제주시 탑동로2길 3, 1층 (삼도이동)",0,0,0
아우내순대뉴저지점,한식,영업,제주특별자치도 제주시 한경면 저지리 2989-1 ,"제주특별자치도 제주시 한경면 녹차분재로 542, 1층",1,5.0,5
찌개공방제주점,한식,영업,제주특별자치도 제주시 삼도일동 553-16 ,"제주특별자치도 제주시 서광로 241, 1층 (삼도일동)",1,0.0,0
카페느랏,카페,영업,제주특별자치도 제주시 한경면 저지리 1838-2 ,"제주특별자치도 제주시 한경면 중산간서로 3695, 제2동 1층",5,4.8,17
덕분이네밥상청춘분식,한식,영업,제주특별자치도 제주시 구좌읍 김녕리 2540 ,"제주특별자치도 제주시 구좌읍 김녕로4길 30, 1층 6호",0,5.0,2
옥상술집,한식,영업,제주특별자치도 제주시 구좌읍 김녕리 2540 ,"제주특별자치도 제주시 구좌읍 김녕로4길 30, 3층",0,0.0,0
옐로우키트,외국요리,영업,제주특별자치도 제주시 이도이동 442-7 ,"제주특별자치도 제주시 연신로 36, 1층 (이도이동)",1,0.0,0
계절식탁향토,한식,영업,제주특별자치도 제주시 조천읍 함덕리 1004-41 ,"제주특별자치도 제주시 조천읍 조함해안로 510, 2층",12,4.4,25
제주시그널하우스,경양식,영업,제주특별자치도 제주시 조천읍 와산리 67-4 ,"제주특별자치도 제주시 조천읍 와선로 204, 1층",0,0,0
설렘제주,한식,영업,제주특별자치도 제주시 노형동 906-5 한신오피스텔 ,"제주특별자치도 제주시 도령로 54, 한신오피스텔 지하1층 105호 (노형동)",0,0.0,0
금별맥주제주시청점,호프,영업,제주특별자치도 제주시 이도이동 1772-13 ,"제주특별자치도 제주시 신성로13길 9, 1층 (이도이동)",11,4.0,5
스시코쿠라,일식,영업,제주특별자치도 제주시 오라일동 984-7 ,"제주특별자치도 제주시 오남로6길 19, B동 1층 (오라일동)",3,0.0,0
절대만족,한식,영업,제주특별자치도 제주시 이도이동 1008-5 ,"제주특별자치도 제주시 신성로10길 9, 1층 (이도이동)",0,0,0
안뜨락,한식,영업,제주특별자치도 제주시 아라일동 1955-3 ,"제주특별자치도 제주시 한북로 338, 1층 (아라일동)",0,0,0
판포아라,한식,영업,제주특별자치도 제주시 한경면 판포리 2947-5 ,"제주특별자치도 제주시 한경면 판포1길 44-1, 1동 1층",0,0,0
애월연어아라점,일식,영업,제주특별자치도 제주시 아라일동 6094-1 ,"제주특별자치도 제주시 아란7길 11, 1층 (아라일동)",0,4.3,12
1987루프탑라운지연동점,한식,영업,제주특별자치도 제주시 연동 273-14 ,"제주특별자치도 제주시 연동7길 38, 6층 (연동)",0,0,0
펭귄맥주,호프,영업,제주특별자치도 제주시 아라일동 2597 ,"제주특별자치도 제주시 구산로 22-7, 1층 (아라일동)",0,0,0
카페제주완,카페,영업,제주특별자치도 제주시 외도일동 529-4 외도에이스아크로빌2차 ,"제주특별자치도 제주시 우정로7길 24, 1층 101호 (외도일동, 외도에이스아크로빌2차)",0,5.0,3
휠스,카페,영업,제주특별자치도 제주시 용담이동 2743-3 ,"제주특별자치도 제주시 월성로 19, 1층 (용담이동)",5,4.5,4
집으로배달삼겹,한식,영업,제주특별자치도 제주시 연동 261-50 ,"제주특별자치도 제주시 제원2길 8, 1층 (연동)",0,0,0
064루프탑비어,한식,영업,제주특별자치도 제주시 용담일동 264-3 ,"제주특별자치도 제주시 남성로 51, 5층 (용담일동)",0,0.0,0
블루포밍,호프,영업,제주특별자치도 제주시 한림읍 귀덕리 3881 ,"제주특별자치도 제주시 한림읍 귀덕1길 32, 1,2층",7,4.7,14
추자에가면,한식,영업,제주특별자치도 제주시 추자면 대서리 4-4 ,"제주특별자치도 제주시 추자면 추자로 4-1, 1층",0,0.0,0
당근과해녀,와인,영업,제주특별자치도 제주시 구좌읍 평대리 2024-3 ,"제주특별자치도 제주시 구좌읍 평대5길 48-1, 가동 1층",9,3.4,5
제주검정보리마씸,한식,영업,제주특별자치도 제주시 애월읍 하귀2리 1436-15 ,"제주특별자치도 제주시 애월읍 하귀로 81, 가동 1층",1,5.0,8
한남1990,한식,영업,제주특별자치도 제주시 연동 293-92 ,"제주특별자치도 제주시 은남3길 19, 1층 (연동)",8,3.8,4
스팅그레이,카페,영업,제주특별자치도 제주시 한경면 청수리 1158-5 ,"제주특별자치도 제주시 한경면 대한로 860-41, 제1동 1층",25,4.8,15
향림면옥,한식,영업,제주특별자치도 제주시 애월읍 봉성리 3227-1 ,"제주특별자치도 제주시 애월읍 녹근로 33, 나동 1층",0,0,0
화로향,고기,영업,제주특별자치도 제주시 건입동 1399-2 ,"제주특별자치도 제주시 관덕로15길 27, 1층 (건입동)",82,3.6,5
신비의미친식탁,일식,영업,제주특별자치도 제주시 이도일동 1696-13 ,"제주특별자치도 제주시 중앙로21길 18, 1층 (이도일동)",0,0.0,0
아티사,경양식,영업,제주특별자치도 제주시 애월읍 신엄리 920 에뜨왈호텔 ,"제주특별자치도 제주시 애월읍 중엄3길 50, 에뜨왈호텔 1층",4,5.0,1
털보네펍,한식,영업,제주특별자치도 제주시 애월읍 애월리 2002-7 ,"제주특별자치도 제주시 애월읍 애월북서길 88, 1층",0,0.0,0
이스턴파트,카페,영업,제주특별자치도 제주시 조천읍 함덕리 72-56 ,"제주특별자치도 제주시 조천읍 함덕남8길 9, 나동 1층",21,4.8,6
제주안에,한식,영업,제주특별자치도 제주시 연동 273-24 ,"제주특별자치도 제주시 연동7길 25, 1층 (연동)",0,0,0
호이,경양식,영업,제주특별자치도 제주시 아라이동 3005-1 ,"제주특별자치도 제주시 신설로 42, 1층 (아라이동)",4,5.0,5
이동네술집,호프,영업,제주특별자치도 제주시 조천읍 함덕리 1004-30 ,"제주특별자치도 제주시 조천읍 조함해안로 530, 3층",1,4.3,6
한림오젠,한식,영업,제주특별자치도 제주시 한림읍 한림리 1346-8 ,"제주특별자치도 제주시 한림읍 사가동길 2, 1층",0,0.0,0
유코,일식,영업,제주특별자치도 제주시 구좌읍 행원리 1537-3 ,"제주특별자치도 제주시 구좌읍 행원로1길 33, 1층",20,4.1,10
퍼즈,호프,영업,제주특별자치도 제주시 구좌읍 종달리 624 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 2498, 제1동 1층",0,0,0
이호동연합청년회,한식,영업,제주특별자치도 제주시 이호일동 1665-1 1~2동 ,제주특별자치도 제주시 이호일동 1665-1 1~2동 ,0,0,0
이호동동서마을회,한식,영업,제주특별자치도 제주시 이호일동 1665-1 3~4동 ,제주특별자치도 제주시 이호일동 1665-1 3~4동 ,0,0,0
숨,와인,영업,제주특별자치도 제주시 이호이동 109-15 ,"제주특별자치도 제주시 대동길 18, 1층 (이호이동)",9,5.0,10
만남포차,한식,영업,제주특별자치도 제주시 연동 284-44 ,"제주특별자치도 제주시 사장1길 32, 1층 (연동)",0,0.0,0
돈뼈해장국,한식,영업,제주특별자치도 제주시 건입동 1045-11 ,"제주특별자치도 제주시 동문로 105, 1층 (건입동)",0,0,0
마왕족발제주시청점,야식,영업,제주특별자치도 제주시 이도이동 1186-5 ,"제주특별자치도 제주시 신성로 109-1, 1층 (이도이동)",1,4.6,5
렐레펑테러블,외국요리,영업,제주특별자치도 제주시 구좌읍 월정리 925 ,"제주특별자치도 제주시 구좌읍 월정1길 17, 2동 1층",10,4.6,19
백년갈비갈비애드림,한식,영업,제주특별자치도 제주시 용담일동 264-3 ,"제주특별자치도 제주시 남성로 51, 2층 (용담일동)",0,0,0
동백호프,치킨,영업,제주특별자치도 제주시 조천읍 선흘리 1111-11 ,"제주특별자치도 제주시 조천읍 선흘동1길 3, 2층",0,5.0,9
굽네치킨함덕점,호프,영업,제주특별자치도 제주시 조천읍 함덕리 3114-1 ,"제주특별자치도 제주시 조천읍 조함해안로 434, 2층",1,1.0,1
배떡조천함덕점,분식,영업,제주특별자치도 제주시 조천읍 함덕리 3114-1 ,"제주특별자치도 제주시 조천읍 조함해안로 434, 1층",0,3.0,2
제주침시술소바,일식,영업,제주특별자치도 제주시 노형동 3785-5 ,"제주특별자치도 제주시 노형10길 21, 1층 (노형동)",13,3.8,8
종승호,한식,영업,제주특별자치도 제주시 연동 273-34 신제주종합시장 ,"제주특별자치도 제주시 신대로16길 44, 신제주종합시장 1층 (연동)",2,5.0,4
루프탑레오,술집,영업,제주특별자치도 제주시 연동 261-25 HOTEL LEO ,"제주특별자치도 제주시 삼무로 14, HOTEL LEO 13층 (연동)",0,0,0
도련들,한식,영업,제주특별자치도 제주시 도련일동 1612-2 ,"제주특별자치도 제주시 도련2길 4, 2층 (도련일동)",2,3.0,2
메밀의고향,한식,영업,제주특별자치도 제주시 구좌읍 세화리 1248-1 ,"제주특별자치도 제주시 구좌읍 세화남1길 1, 1층",15,4.7,9
삼다제면소,한식,영업,제주특별자치도 제주시 일도이동 132-42 ,"제주특별자치도 제주시 고마로11길 45, 1층 (일도이동)",0,0.0,0
엄마순대국,한식,영업,제주특별자치도 제주시 연동 310-14 ,"제주특별자치도 제주시 신대로7길 13, 1층 1호 (연동)",2,3.7,3
지코바치킨시청점,호프,영업,제주특별자치도 제주시 이도일동 1245-2 ,"제주특별자치도 제주시 동광로 41, 1층 (이도일동)",0,5.0,6
후룩,분식,영업,제주특별자치도 제주시 구좌읍 행원리 1482 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 584-2, 1동 2층",107,4.8,25
집쿡,한식,영업,제주특별자치도 제주시 한경면 고산리 2122-1 ,"제주특별자치도 제주시 한경면 고조로 51, 1층",0,0,0
놀부주방놀부부대찌개공수가호반식삼화점,한식,영업,제주특별자치도 제주시 도련일동 1963-9 ,"제주특별자치도 제주시 건주로4길 14, 1층 (도련일동)",0,0,0
안뜨레힐스,양식,영업,제주특별자치도 제주시 이도이동 1011-3 영도 갤럭시타운 ,"제주특별자치도 제주시 중앙로 266, 1층 103호 (이도이동, 영도 갤럭시타운)",4,4.5,2
우드나잇,술집,영업,제주특별자치도 제주시 애월읍 애월리 1687 ,"제주특별자치도 제주시 애월읍 애월로7길 12, 2동 1층",11,5.0,9
작은어촌,일식,영업,제주특별자치도 제주시 애월읍 하귀1리 229-3 ,"제주특별자치도 제주시 애월읍 하귀5길 9, 1층",0,0,0
피스오브치즈,경양식,영업,제주특별자치도 제주시 이도이동 1770-14 ,"제주특별자치도 제주시 서광로28길 23, 1층 (이도이동)",3,0.0,0
러움,카페,영업,제주특별자치도 제주시 우도면 연평리 972-3 ,"제주특별자치도 제주시 우도면 우도해안길 458, 1층",0,0,0
해녀스낵,분식,영업,제주특별자치도 제주시 한경면 판포리 2881-3 ,"제주특별자치도 제주시 한경면 일주서로 4533-19, 2층",111,4.3,3
티바두마리치킨인제점,호프,영업,제주특별자치도 제주시 일도이동 333-8 ,"제주특별자치도 제주시 고마로10길 24, 1층 (일도이동)",0,5.0,1
참다랑어막주는집제주점,일식,영업,제주특별자치도 제주시 일도이동 69-5 ,"제주특별자치도 제주시 연삼로 517, 1층 (일도이동)",0,0,0
태리로제삼양점,분식,영업,제주특별자치도 제주시 삼양일동 1641-6 ,"제주특별자치도 제주시 선사로6길 26, 1층 (삼양일동)",0,5.0,1
홍익인간,일식,영업,제주특별자치도 제주시 구좌읍 세화리 1421-3 ,"제주특별자치도 제주시 구좌읍 구좌로 42, 1층",10,5.0,8
646미터퍼세크,경양식,영업,제주특별자치도 제주시 한경면 금등리 646 너울빌리지 ,"제주특별자치도 제주시 한경면 일주서로 4469, 너울빌리지 1층",76,4.1,9
제주시듬삭헌국밥집,한식,영업,제주특별자치도 제주시 화북일동 4634-1 ,"제주특별자치도 제주시 동제원길 18, 1층 (화북일동)",0,5.0,3
네모오징어제주시청점,한식,영업,제주특별자치도 제주시 이도이동 1181-3 ,"제주특별자치도 제주시 광양13길 10, 1층 (이도이동)",0,0,0
한수풀더면,한식,영업,제주특별자치도 제주시 한림읍 대림리 751-3 ,"제주특별자치도 제주시 한림읍 한수풀로5길 11, 다동 1층",0,5.0,3
초원코다리,한식,영업,제주특별자치도 제주시 한림읍 협재리 1265-1 ,"제주특별자치도 제주시 한림읍 명재로 62-2, 1층",0,0.0,0
갓돔,일식,영업,제주특별자치도 제주시 화북일동 1968-13 ,"제주특별자치도 제주시 진동로 27, 1층 (화북일동)",0,0.0,0
모닥모닥,일식,영업,제주특별자치도 제주시 구좌읍 김녕리 2540 ,"제주특별자치도 제주시 구좌읍 김녕로4길 30, 1층",0,5.0,1
연동회관,한식,영업,제주특별자치도 제주시 연동 293-25 ,"제주특별자치도 제주시 연동13길 33, 1층 (연동)",9,4.9,10
명동춘천닭갈비5호점,한식,영업,제주특별자치도 제주시 외도일동 551-5 ,"제주특별자치도 제주시 우정로15길 27, 1층 (외도일동)",0,0.0,0
판포리마을회,경양식,영업,제주특별자치도 제주시 한경면 판포리 2575 ,"제주특별자치도 제주시 한경면 판포중1길 23, 1층",0,0.0,0
강산,한식,영업,제주특별자치도 제주시 구좌읍 세화리 3643-11 ,"제주특별자치도 제주시 구좌읍 세화1길 34-1, 1층",0,5.0,2
위캔드히피뒷문,술집,영업,제주특별자치도 제주시 조천읍 선흘리 1945-13 ,"제주특별자치도 제주시 조천읍 선진안길 21, 1층",0,0,0
위즈피자,양식,영업,제주특별자치도 제주시 용담삼동 2378 ,"제주특별자치도 제주시 서해안로 468-2, 1층 (용담삼동)",44,4.4,24
퐁당라면,한식,영업,제주특별자치도 제주시 한경면 판포리 2869-3 ,"제주특별자치도 제주시 한경면 일주서로 4533-3, 2층",152,4.1,18
제주다올,카페,영업,제주특별자치도 제주시 도두일동 2619-15 현진주택 ,"제주특별자치도 제주시 도두항서7길 9, 1층 (도두일동, 현진주택)",17,4.3,8
우정호프,한식,영업,제주특별자치도 제주시 외도일동 550-9 ,"제주특별자치도 제주시 우정로15길 31, 2층 (외도일동)",0,0.0,0
해피벌스데이미미,카페,영업,제주특별자치도 제주시 도남동 62-4 ,"제주특별자치도 제주시 도남로 102-8, 1층 (도남동)",1,0.0,0
칼로리연구소,경양식,영업,제주특별자치도 제주시 이도일동 1403-2 ,"제주특별자치도 제주시 중앙로12길 1, 1층 (이도일동)",3,5.0,5
한림스크린골프,분식,영업,제주특별자치도 제주시 한림읍 한림리 950-1 ,"제주특별자치도 제주시 한림읍 한림상로 137, 1층",0,5.0,1
에디손,한식,영업,제주특별자치도 제주시 한림읍 협재리 1817-7 협재 휴먼스테이 ,"제주특별자치도 제주시 한림읍 협재8길 20, 1층 101호 (협재 휴먼스테이)",4,5.0,3
피슈마라홍탕삼양점,중식,영업,제주특별자치도 제주시 도련일동 1963-1 ,"제주특별자치도 제주시 건주로4길 30, 1층 (도련일동)",0,0,0
금악냉면,한식,영업,제주특별자치도 제주시 한림읍 금악리 2133-1 ,"제주특별자치도 제주시 한림읍 금악로1길 15, 다동 1층",58,4.0,40
박군포차,한식,영업,제주특별자치도 제주시 연동 273-34 신제주종합시장 ,"제주특별자치도 제주시 신대로16길 44, 신제주종합시장 1층 (연동)",16,4.0,3
픽미펍클럽,호프,영업,제주특별자치도 제주시 구좌읍 월정리 594 ,"제주특별자치도 제주시 구좌읍 월정1길 62-2, 2~4층",15,5.0,12
유퉁의국밥집,한식,영업,제주특별자치도 제주시 해안동 855-6 ,"제주특별자치도 제주시 노형로 120-1, 1층 (해안동)",2,3.0,2
파프리카가든,한식,영업,제주특별자치도 제주시 이도이동 1176-4 ,"제주특별자치도 제주시 동광로 20, 1층 (이도이동)",0,4.0,1
효도뷔페,뷔페,영업,제주특별자치도 제주시 구좌읍 평대리 1727-1 ,"제주특별자치도 제주시 구좌읍 비자림로 2729, 1층",0,4.4,5
살찐고등어,카페,영업,제주특별자치도 제주시 구좌읍 하도리 1767번지 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 1708, 1층",178,3.7,76
진양해장국,한식,영업,제주특별자치도 제주시 삼양이동 2179-4번지 ,"제주특별자치도 제주시 지석10길 13, 1층 (삼양이동)",16,4.4,28
설농옥,한식,영업,제주특별자치도 제주시 이도일동 1389-1 1층 ,"제주특별자치도 제주시 관덕로8길 15, 1층 (이도일동)",2,3.2,10
월정리에서브런치,경양식,영업,제주특별자치도 제주시 구좌읍 월정리 551 ,"제주특별자치도 제주시 구좌읍 월정3길 53-4, 1~2층",101,4.3,72
춘풍설렁탕,한식,영업,제주특별자치도 제주시 아라일동 6107-12 ,"제주특별자치도 제주시 인다5길 16, 1층 (아라일동)",3,5.0,3
지발,경양식,영업,제주특별자치도 제주시 애월읍 고내리 1213 ,"제주특별자치도 제주시 애월읍 애월해안로 212, 1층",7,3.8,54
청라이,한식,영업,제주특별자치도 제주시 도남동 731-4 ,"제주특별자치도 제주시 복지로북길 12, 1층 (도남동)",10,3.9,16
미친부엌,일식,영업,제주특별자치도 제주시 삼도이동 1192-28 ,"제주특별자치도 제주시 탑동로 15, 1~2층 (삼도이동)",295,3.4,114
더화원,한식,영업,제주특별자치도 제주시 이호일동 307-1 ,"제주특별자치도 제주시 도리로 132, 1층 (이호일동)",113,3.9,14
다려도이야기,한식,영업,제주특별자치도 제주시 일도이동 1035-4 ,"제주특별자치도 제주시 삼성로 57, 1층 (일도이동)",0,5.0,2
30년할매닭발노형점,한식,영업,제주특별자치도 제주시 노형동 2527-7 ,"제주특별자치도 제주시 정존5길 29, 1층 (노형동)",7,3.8,10
광양이조연동점,한식,영업,제주특별자치도 제주시 연동 293-24번지 ,"제주특별자치도 제주시 신대로16길 6, 1층 (연동)",2,3.0,4
별미집구제주점,한식,영업,제주특별자치도 제주시 이도이동 1030-9 ,제주특별자치도 제주시 중앙로 253 (이도이동),11,4.6,9
해봉이네동태마당,한식,영업,제주특별자치도 제주시 연동 292-64 ,제주특별자치도 제주시 은남길 14 (연동),5,3.0,6
김반장,고기,영업,제주특별자치도 제주시 일도이동 392-17 ,제주특별자치도 제주시 가령골길 21 (일도이동),3,4.8,4
맹스어멍순대국밥,한식,영업,제주특별자치도 제주시 외도일동 534-1 ,"제주특별자치도 제주시 우령서로 57, B101호 (외도일동)",1,4.5,2
다복이네해장국,한식,영업,제주특별자치도 제주시 도련일동 2574-1번지 ,"제주특별자치도 제주시 번영로 345, 1층 (도련일동)",0,0.0,0
메밀애,한식,영업,제주특별자치도 제주시 한림읍 동명리 1474번지 ,"제주특별자치도 제주시 한림읍 일주서로 5294, 1층",0,3.9,7
호야치킨앤닭강정,호프,영업,제주특별자치도 제주시 도련일동 1909-104 ,"제주특별자치도 제주시 화삼북로 90, 1층 104호 (도련일동)",5,4.3,4
마님순대본점,한식,영업,제주특별자치도 제주시 노형동 1055-4 (1층) ,"제주특별자치도 제주시 정존15길 42, 1층 (노형동)",0,1.3,4
봉평메밀촌,한식,영업,제주특별자치도 제주시 이도이동 1082-3 101호,"제주특별자치도 제주시 남광북5길 12, 101호 (이도이동)",7,3.2,9
진대감,고기,영업,제주특별자치도 제주시 노형동 2420 외5필지 A동(1층) ,"제주특별자치도 제주시 광평동로 45 (노형동, A동)",67,3.7,11
휘로,한식,영업,제주특별자치도 제주시 연동 1491 ,제주특별자치도 제주시 국기중길 7 (연동),7,5.0,9
우리집밥상,한식,영업,제주특별자치도 제주시 연동 312-32 ,제주특별자치도 제주시 신대로13길 19 (연동),6,4.1,17
숯불에구이닭,한식,영업,제주특별자치도 제주시 노형동 2654-3 ,제주특별자치도 제주시 월광로 97 (노형동),8,5.0,1
빠빠,한식,영업,제주특별자치도 제주시 연동 285-1 ,제주특별자치도 제주시 신대로20길 42 (연동),0,0.0,0
집나간왕새우바람난조개연동점,한식,영업,제주특별자치도 제주시 연동 274-53 ,제주특별자치도 제주시 연동8길 9 (연동),0,0,0
한라산산더미불고기,한식,영업,제주특별자치도 제주시 연동 293-77 ,제주특별자치도 제주시 신대로16길 30 (연동),0,4.0,4
색달가든,한식,영업,제주특별자치도 제주시 이도이동 1039-14 ,"제주특별자치도 제주시 오복3길 20, 1층 (이도이동)",0,5.0,1
화순식당,한식,영업,제주특별자치도 제주시 애월읍 광령리 2216-1 ,제주특별자치도 제주시 애월읍 광성로 269,3,3.0,2
길림성,중식,영업,제주특별자치도 제주시 용담일동 181-6 ,"제주특별자치도 제주시 남성로 37, 1층 (용담일동)",1,2.6,7
아라비바리,한식,영업,제주특별자치도 제주시 연동 252-41번지 ,제주특별자치도 제주시 연동1길 42 (연동),0,0,0
