사업장명,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,Reviews,stars,stars_vote_num
커피초아,카페,영업,제주특별자치도 제주시 화북일동 15-8 ,제주특별자치도 제주시 동화로1길 57 (화북일동),3,3.7,3
카페베네중앙병원점,카페,영업,제주특별자치도 제주시 이호이동 22번지 ,제주특별자치도 제주시 월랑로 91 (이호이동),0,1.0,2
리치망고도두해안로점,카페,영업,제주특별자치도 제주시 도두일동 1753-1 ,"제주특별자치도 제주시 서해안로 191, 1층 (도두일동)",50,3.3,16
본까페,카페,영업,제주특별자치도 제주시 애월읍 고내리 1231-4 ,"제주특별자치도 제주시 애월읍 애월해안로 179, 1~2층",24,4.4,67
이삭토스트삼화점,카페,영업,제주특별자치도 제주시 화북일동 1004-3번지 ,"제주특별자치도 제주시 화삼북로 36, 1층 (화북일동)",0,4.8,15
카페공작소,카페,영업,제주특별자치도 제주시 구좌읍 세화리 1477-4번지 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 1446, 1층",134,3.5,58
건달다방,카페,영업,"제주특별자치도 제주시 아란13길 32, 1층 (아라일동)","제주특별자치도 제주시 아란13길 32, 1층 (아라일동)",0,0,0
마마롱,카페,영업,제주특별자치도 제주시 애월읍 광령리 1011-7 ,"제주특별자치도 제주시 애월읍 평화로 2783, 1층",122,3.7,60
과일아삭아라점,카페,영업,제주특별자치도 제주시 아라일동 6095-14번지 ,"제주특별자치도 제주시 아란7길 10-1, 1층 (아라일동)",0,0,0
파스쿠찌종합청사점,카페,영업,제주특별자치도 제주시 도남동 694-3 ,"제주특별자치도 제주시 청사로 44, 1층 (도남동)",0,3.0,2
하늘샐리,카페,영업,제주특별자치도 제주시 이도이동 1959-1번지 ,"제주특별자치도 제주시 신설로9길 25, 1층 105호 (이도이동)",0,0.0,0
코코라떼,카페,영업,제주특별자치도 제주시 일도이동 417-2번지 ,"제주특별자치도 제주시 고마로19길 12, 1층 (일도이동)",0,0.0,0
유랑노점아일랜드조르바,카페,영업,제주특별자치도 제주시 구좌읍 평대리 1958-7번지 ,제주특별자치도 제주시 구좌읍 대수길 9,13,3.9,17
코코부코,카페,영업,제주특별자치도 제주시 조천읍 함덕리 1270-1번지 ,"제주특별자치도 제주시 조천읍 신북로 529, 1층",0,0.0,0
푸른감람나무,카페,영업,제주특별자치도 제주시 아라일동 2349-1번지 ,"제주특별자치도 제주시 중앙로 470, 지하1층 (아라일동)",0,0,0
엔제리너스한라수목원점,카페,영업,제주특별자치도 제주시 연동 978번지 ,"제주특별자치도 제주시 수목원길 65-6, 1층 (연동)",19,2.8,11
옥,카페,영업,제주특별자치도 제주시 이도일동 1686-1번지 ,"제주특별자치도 제주시 광양2길 34, 2층 (이도일동)",0,0,0
양군의케익한접시,카페,영업,제주특별자치도 제주시 삼양이동 2164-4 백양빌딩 ,"제주특별자치도 제주시 일주동로 340, 백양빌딩 1층 (삼양이동)",3,4.5,2
스타벅스제주함덕점,카페,영업,제주특별자치도 제주시 조천읍 함덕리 1004-27번지 ,"제주특별자치도 제주시 조천읍 조함해안로 522, 1~2층",261,3.9,96
7번가피자아라점,패스트푸드,영업,제주특별자치도 제주시 아라일동 6135-3번지 ,"제주특별자치도 제주시 중앙로 553, 1층 (아라일동)",2,2.8,4
드롭탑제주용담해안도로점,카페,영업,제주특별자치도 제주시 용담삼동 1145-2번지 ,"제주특별자치도 제주시 서해안로 540, 1~2층 (용담삼동)",8,2.9,8
요거프레소바오젠점,카페,영업,제주특별자치도 제주시 연동 272-43번지 ,"제주특별자치도 제주시 연동9길 18, 1층 (연동)",0,4.0,1
온,카페,영업,제주특별자치도 제주시 일도일동 1139-3번지 ,"제주특별자치도 제주시 동문로6길 9, 1층 (일도일동)",0,0,0
쥬씨연동점,카페,영업,제주특별자치도 제주시 연동 261-20번지 ,"제주특별자치도 제주시 신광로 46, 1층 (연동)",0,0,0
디디에스면세점구내,카페,영업,제주특별자치도 제주시 일도일동 1298-28번지 ,"제주특별자치도 제주시 관덕로11길 17, 1층 (일도일동)",0,0,0
강생아내가너를사랑해,카페,영업,제주특별자치도 제주시 도평동 6번지 ,"제주특별자치도 제주시 우평로 64, 201호 (도평동)",0,0,0
써드페이스,카페,영업,제주특별자치도 제주시 건입동 623-1번지 ,"제주특별자치도 제주시 동문로 192, 2층 (건입동)",0,0,0
풍림다방,카페,영업,제주특별자치도 제주시 구좌읍 송당리 1373-1번지 ,"제주특별자치도 제주시 구좌읍 중산간동로 2254, 1층",440,3.4,166
마시그래이제주중앙점,카페,영업,제주특별자치도 제주시 일도일동 1288-1번지 ,"제주특별자치도 제주시 중앙로 46, 1층 (일도일동)",0,0,0
부러워커피,카페,영업,제주특별자치도 제주시 일도일동 1154-3번지 ,"제주특별자치도 제주시 동문로 17, 1층 1호 (일도일동)",0,5.0,3
썸벨리나,카페,영업,제주특별자치도 제주시 이호이동 236-2번지 ,"제주특별자치도 제주시 백포남길 12, 1층 (이호이동)",0,0,0
올레산야초,카페,영업,제주특별자치도 제주시 애월읍 유수암리 3040번지 ,"제주특별자치도 제주시 애월읍 유수암서길 57, 1층",4,5.0,1
카페몽,카페,영업,제주특별자치도 제주시 아라이동 830-8 ,"제주특별자치도 제주시 인다1길 47, 1층 (아라이동)",1,4.0,1
비쥬베베,카페,영업,제주특별자치도 제주시 외도일동 445-7번지 ,"제주특별자치도 제주시 우정로 26, 4층 (외도일동)",0,0.0,0
커피온다,카페,영업,제주특별자치도 제주시 삼도일동 572-20번지 ,"제주특별자치도 제주시 서광로 236, 1층 (삼도일동)",0,5.0,1
앨리스,카페,영업,제주특별자치도 제주시 이도이동 1188-15번지 ,"제주특별자치도 제주시 서광로32길 36-1, 2층 (이도이동)",59,4.3,61
락희,카페,영업,제주특별자치도 제주시 삼도이동 596-9번지 ,제주특별자치도 제주시 서사로 77 (삼도이동),0,0.0,0
찻잔속에,카페,영업,제주특별자치도 제주시 이도이동 1081-23번지 ,제주특별자치도 제주시 오복2길 38 (이도이동),0,0.0,0
에프터글로우,카페,영업,제주특별자치도 제주시 아라이동 1200-2번지 ,"제주특별자치도 제주시 간월동로 67-3, 1층 (아라이동)",0,0,0
씨힐,카페,영업,제주특별자치도 제주시 해안동 1724-1번지 ,"제주특별자치도 제주시 해안마을10길 39, 2층 (해안동)",38,3.7,22
봄봄,패스트푸드,영업,제주특별자치도 제주시 아라이동 35-19번지 ,제주특별자치도 제주시 제주대학로 105-1 (아라이동),0,0,0
제주설심당,카페,영업,제주특별자치도 제주시 용담삼동 2319-6 ,"제주특별자치도 제주시 서해안로 504, 1층 (용담삼동)",43,3.9,18
커피파니,카페,영업,제주특별자치도 제주시 외도일동 485-1번지 ,"제주특별자치도 제주시 우정로5길 26, 1층 (외도일동)",1,5.0,1
노블레스호텔,카페,영업,제주특별자치도 제주시 연동 278-1번지 ,"제주특별자치도 제주시 연동8길 31, 1층 (연동)",4,3.0,3
피자투어애월하나로마트점,패스트푸드,영업,제주특별자치도 제주시 애월읍 1400-1번지 ,"제주특별자치도 제주시 애월읍 애원로 41, 1층",0,0,0
파라카페,카페,영업,제주특별자치도 제주시 애월읍 구엄리 514-4 ,"제주특별자치도 제주시 애월읍 애월해안로 748, 지하1층",1,5.0,1
파스쿠찌제주유수암점,카페,영업,제주특별자치도 제주시 애월읍 유수암리 1014 ,"제주특별자치도 제주시 애월읍 유수암평화길 242, 1층",3,3.8,8
커피와도자기,카페,영업,제주특별자치도 제주시 애월읍 하귀1리 193-3 ,"제주특별자치도 제주시 애월읍 하귀동남3길 3, 1층",0,1.0,1
배또롱,패스트푸드,영업,제주특별자치도 제주시 일도이동 83-8번지 ,"제주특별자치도 제주시 태성로2길 25, 1층 (일도이동)",0,0,0
희빈쉼터,카페,영업,제주특별자치도 제주시 일도이동 113-7번지 ,"제주특별자치도 제주시 남광로 181, 301호 (일도이동, 대유대림아파트상가)",0,0,0
스마일러,카페,영업,제주특별자치도 제주시 애월읍 하귀1리 1138-5 ,제주특별자치도 제주시 애월읍 상고길 47,7,3.4,7
픽스커피,카페,영업,제주특별자치도 제주시 아라이동 3009-1번지 ,"제주특별자치도 제주시 신설로11길 2, 1층 (아라이동)",40,4.1,36
라운지엘리시안,카페,영업,제주특별자치도 제주시 애월읍 어음리 3914번지 ,"제주특별자치도 제주시 애월읍 평화로 1738-116, 1층",0,0,0
투썸플레이스오라점,카페,영업,제주특별자치도 제주시 오라일동 1063-5 ,"제주특별자치도 제주시 연삼로 259, 1층 (오라일동)",1,1.8,6
원스포츠,카페,영업,제주특별자치도 제주시 오라일동 1012-6번지 ,제주특별자치도 제주시 오라로 134 (오라일동),0,0.0,0
아시,카페,영업,제주특별자치도 제주시 한경면 저지리 3264-4번지 ,"제주특별자치도 제주시 한경면 저지12길 62-3, 1층",0,0.0,0
코코망가스,카페,영업,제주특별자치도 제주시 애월읍 광령리 1039-3번지 ,"제주특별자치도 제주시 애월읍 광령평화7길 24, 2층",0,0.0,0
봉크랑동문시장점,카페,영업,제주특별자치도 제주시 일도일동 1141-3 ,"제주특별자치도 제주시 동문로4길 7-1, 1층 (일도일동)",1,5.0,1
파랑숲라운지,카페,영업,제주특별자치도 제주시 구좌읍 김녕리 4221번지 ,제주특별자치도 제주시 구좌읍 구좌해안로 210,2,0.0,0
베스킨라빈스연동점,패스트푸드,영업,제주특별자치도 제주시 연동 1481번지 ,제주특별자치도 제주시 국기로 9 (연동),1,2.3,8
(주)네스트힐,카페,영업,제주특별자치도 제주시 한림읍 협재리 598-1번지 ,제주특별자치도 제주시 한림읍 명월성로 394,0,5.0,1
코너,카페,영업,제주특별자치도 제주시 이도이동 1771-12 ,제주특별자치도 제주시 광양10길 12 (이도이동),8,3.5,12
스토리온,카페,영업,제주특별자치도 제주시 한경면 저지리 2120-174번지 외 1필지 가동 (1층) ,제주특별자치도 제주시 한경면 용금로 862-21 (외 1필지 가동(1층)),0,0.0,0
바세츠아이스크림제주연동점,카페,영업,제주특별자치도 제주시 노형동 723-1번지 ,제주특별자치도 제주시 원노형로 84 (노형동),1,3.9,10
제주씨,카페,영업,제주특별자치도 제주시 애월읍 구엄리 1231-1 ,"제주특별자치도 제주시 애월읍 애월해안로 666, 1층",5,5.0,4
제주노형뜨란채점빽다방,카페,영업,제주특별자치도 제주시 노형동 2615-5번지 ,"제주특별자치도 제주시 수덕로 35, 1층 (노형동)",5,5.0,4
탐라도서관점빽다방,카페,영업,제주특별자치도 제주시 노형동 3798-10번지 ,"제주특별자치도 제주시 노형6길 27, 1층 (노형동)",1,4.5,6
알리바바디저트카페,패스트푸드,영업,제주특별자치도 제주시 이도일동 1248-1번지 ,"제주특별자치도 제주시 동광로9길 19, 1층 (이도일동)",0,0,0
로이셀,카페,영업,제주특별자치도 제주시 이도이동 1959-1 107호,"제주특별자치도 제주시 신설로9길 25, 107호 (이도이동)",3,4.1,9
박하다방,카페,영업,제주특별자치도 제주시 이도일동 1465-1번지 ,"제주특별자치도 제주시 중앙로 88-6, 1층 (이도일동)",0,0,0
아이비스피씨방구내,카페,영업,제주특별자치도 제주시 일도이동 377-22번지 (3층) ,제주특별자치도 제주시 고마로 95 (일도이동),0,0,0
폴인슈크레,카페,영업,제주특별자치도 제주시 이도이동 2037-4번지 (1층) ,제주특별자치도 제주시 구남로2길 8 (이도이동),0,3.0,1
리치망고신제주점,카페,영업,제주특별자치도 제주시 연동 1399번지 ,"제주특별자치도 제주시 국기로 14, 104호 (연동)",11,3.0,5
슬로우벗커피로스터스,카페,영업,제주특별자치도 제주시 용담이동 439번지 ,"제주특별자치도 제주시 흥운길 77-1, 1~2층 (용담이동)",0,3.0,8
파스쿠찌제주노형점,카페,영업,제주특별자치도 제주시 노형동 710-3 ,제주특별자치도 제주시 연북로 25 (노형동),0,2.3,3
심지유향,카페,영업,제주특별자치도 제주시 연동 262-19번지 3층 ,"제주특별자치도 제주시 노연로 89, 3층 (연동)",0,0.0,0
한라카페테리아,카페,영업,제주특별자치도 제주시 아라일동 1번지 제주대학교학생회관 0-6호,"제주특별자치도 제주시 제주대학로 102, 0-6호 (아라일동, 제주대학교학생회관)",0,0.0,0
이삭토스트제주중앙여고점,패스트푸드,영업,제주특별자치도 제주시 이도이동 1987-6번지 ,"제주특별자치도 제주시 남광로2길 32-1, 1층 (이도이동)",0,4.0,8
아이갓에브리씽,카페,영업,제주특별자치도 제주시 연동 312-1번지 ,"제주특별자치도 제주시 문연로 6, 1층 (연동)",2,5.0,1
망고레이,카페,영업,제주특별자치도 제주시 조천읍 함덕리 1269-19번지 ,"제주특별자치도 제주시 조천읍 조함해안로 504, 101호",3,4.3,11
월정리카페스쿠버스,카페,영업,제주특별자치도 제주시 구좌읍 월정리 278번지 ,"제주특별자치도 제주시 구좌읍 월정3길 14, 1동 2층",0,0,0
어게인원모어,카페,영업,제주특별자치도 제주시 애월읍 상가리 1775-7번지 ,"제주특별자치도 제주시 애월읍 중산간서로 5667, 1층",0,0,0
유티피커피,카페,영업,제주특별자치도 제주시 이도이동 408-6번지 은경빌딩 ,"제주특별자치도 제주시 고마로 136, 2층 201호 (이도이동)",7,4.6,21
솔트리북카페,카페,영업,제주특별자치도 제주시 구좌읍 송당리 산 126-1 ,"제주특별자치도 제주시 구좌읍 번영로 2063, A동 1층",0,0,0
GS25제주애월중점,패스트푸드,영업,제주특별자치도 제주시 애월읍 애월리 1750-5번지 ,"제주특별자치도 제주시 애월읍 애월로 151, 1층",0,4.5,2
땡큐미오설록점,카페,영업,제주특별자치도 제주시 한경면 저지리 3019-14번지 (1층) ,제주특별자치도 제주시 한경면 녹차분재로 526,6,0.0,0
던킨도너츠아라점,카페,영업,제주특별자치도 제주시 아라일동 2333-2 ,"제주특별자치도 제주시 중앙로 504, 1층 (아라일동)",1,4.0,4
화목원,카페,영업,제주특별자치도 제주시 연동 1341-1번지 ,"제주특별자치도 제주시 연화남길 41, B동 1층 (연동)",16,3.5,40
리치망고하도리점,카페,영업,제주특별자치도 제주시 구좌읍 하도리 473번지 ,제주특별자치도 제주시 구좌읍 해맞이해안로 1752,0,0,0
내가여기서이걸할줄몰랐다,카페,영업,제주특별자치도 제주시 한경면 신창리 542-9번지 ,"제주특별자치도 제주시 한경면 한경해안로 565, 1층",4,0.0,0
나무식탁,카페,영업,제주특별자치도 제주시 연동 2514-3번지 ,"제주특별자치도 제주시 도령로 170, 1층 (연동)",0,0,0
옥화,카페,영업,제주특별자치도 제주시 이도일동 1245-3번지 ,제주특별자치도 제주시 동광로 39 (이도일동),0,0.0,0
카페허그,카페,영업,제주특별자치도 제주시 삼도이동 956-1번지 ,"제주특별자치도 제주시 관덕로 16-1, 1층 (삼도이동)",2,4.8,8
커피방앗간,카페,영업,제주특별자치도 제주시 이도이동 438번지 혜성아파트 109동 108호,"제주특별자치도 제주시 남광로 65, 109동 108호 (이도이동, 혜성아파트)",0,0,0
카페마체베트제주KT,카페,영업,제주특별자치도 제주시 이도일동 1643-1번지 ,제주특별자치도 제주시 전농로 114 (이도일동),0,0.0,0
이디야에스프레소제주노형점,카페,영업,제주특별자치도 제주시 노형동 2578-7번지 ,제주특별자치도 제주시 달마루길 10-1 (노형동),0,2.0,2
피자가기가막혀구좌점,패스트푸드,영업,제주특별자치도 제주시 구좌읍 세화리 1467-2번지 (1층) ,제주특별자치도 제주시 구좌읍 구좌로 53,0,0,0
설기,카페,영업,제주특별자치도 제주시 삼도일동 804-14번지 1층 ,"제주특별자치도 제주시 충효길 44, 1층 (삼도일동)",0,0.0,0
주식회사크라운에셋,카페,영업,제주특별자치도 제주시 이도일동 1315번지 ,제주특별자치도 제주시 삼성로 10 (이도일동),0,0,0
동원,카페,영업,제주특별자치도 제주시 일도일동 1152번지 ,제주특별자치도 제주시 동문로 18 (일도일동),0,0,0
등머울카페,카페,영업,제주특별자치도 제주시 우도면 연평리 9번지 ,"제주특별자치도 제주시 우도면 안비양길 35, 1층",0,0,0
오름카페,카페,영업,제주특별자치도 제주시 애월읍 고내리 473번지 ,"제주특별자치도 제주시 애월읍 애월해안로 274, 2층",2,4.0,1
알로하도,카페,영업,제주특별자치도 제주시 구좌읍 하도리 1890-6번지 ,"제주특별자치도 제주시 구좌읍 하도서문길 39, 1층",0,0.0,0
