사업장명,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,Reviews,stars,stars_vote_num,n_reviews,n_stars
거문오름,한식,영업,제주특별자치도 제주시 조천읍 선흘리 470-1번지 ,제주특별자치도 제주시 조천읍 선교로 523,49,3.9,55,0,0.0
곶자왈,한식,영업,제주특별자치도 제주시 조천읍 교래리 464-1 ,"제주특별자치도 제주시 조천읍 비자림로 631, 1층",43,3.9,54,0,0.0
문경회센터,해산물,영업,제주특별자치도 제주시 아라일동 6103-3번지 아라지구 54블럭 4로트(1층) ,"제주특별자치도 제주시 인다7길 10, 1층 (아라일동)",42,3.7,9,0,0.0
인생밥집,한식,영업,제주특별자치도 제주시 한림읍 한림리 940-3번지 ,"제주특별자치도 제주시 한림읍 문교길 6, 1층",81,3.6,33,0,0.0
삼다버거,양식,영업,제주특별자치도 제주시 구좌읍 김녕리 4696번지 ,"제주특별자치도 제주시 구좌읍 선유로 80, 1층",103,3.6,27,0,0.0
미미국수,한식,영업,제주특별자치도 제주시 일도이동 1046-11번지 ,"제주특별자치도 제주시 삼성로 39, 1층 (일도이동)",158,4.0,22,0,0.0
돈까스송쉡,한식,영업,제주특별자치도 제주시 조천읍 함덕리 산 14-58 ,"제주특별자치도 제주시 조천읍 조함해안로 538, 2층",33,4.4,27,0,0.0
연리지가든,고기,영업,제주특별자치도 제주시 한경면 두모리 288번지 ,"제주특별자치도 제주시 한경면 두조로 190-20, 다동 1층",66,3.6,37,0,0.0
스시애월,일식,영업,제주특별자치도 제주시 애월읍 애월리 1819-4번지 ,"제주특별자치도 제주시 애월읍 애월로9길 50-3, 1층",201,4.3,84,0,0.0
강식당,경양식,영업,제주특별자치도 제주시 한림읍 협재리 1680-1 ,"제주특별자치도 제주시 한림읍 협재1길 39, 2동 1층",90,4.0,94,0,0.0
스시호시카이,일식,영업,제주특별자치도 제주시 오라이동 959-1 ,제주특별자치도 제주시 오남로 90 (오라이동),69,4.2,78,0,0.0
엄마손,한식,영업,제주특별자치도 제주시 연동 262-24 ,제주특별자치도 제주시 연동3길 35 (연동),44,3.7,27,0,0.0
안세미가든,한식,영업,제주특별자치도 제주시 봉개동 409-3번지 1호,"제주특별자치도 제주시 명림로 175-13, 1호 (봉개동)",44,4.3,6,0,0.0
카페인우도,카페,영업,제주특별자치도 제주시 우도면 연평리 290-10번지 ,"제주특별자치도 제주시 우도면 우도해안길 1040, 1층",43,4.7,39,0,0.0
명리동식당애월점,한식,영업,제주특별자치도 제주시 애월읍 고내리 334-2번지 ,제주특별자치도 제주시 애월읍 애월해안로 384-8,102,3.6,36,0,0.0
바다길횟집,해산물,영업,제주특별자치도 제주시 도두일동 1725-5 (1층) ,제주특별자치도 제주시 서해안로 224 (도두일동),152,5.0,13,0,0.0
시루애월,카페,영업,제주특별자치도 제주시 애월읍 장전리 634-1 ,제주특별자치도 제주시 애월읍 하소로 449,69,3.5,50,0,0.0
라신비,한식,영업,제주특별자치도 제주시 한림읍 귀덕리 3895번지 ,"제주특별자치도 제주시 한림읍 한림해안로 548, 1층",77,4.6,62,0,0.0
촌뜨기화로구이,한식,영업,제주특별자치도 제주시 도남동 68-6 울담빌딩 103호,제주특별자치도 제주시 도남로 117 (도남동),37,4.6,10,0,0.0
면차롱,중식,영업,제주특별자치도 제주시 한림읍 협재리 1898번지 ,"제주특별자치도 제주시 한림읍 한림로 380, 1층",132,3.7,81,0,0.0
오크라,한식,영업,제주특별자치도 제주시 한림읍 귀덕리 1290번지 (2층) ,제주특별자치도 제주시 한림읍 귀덕14길 57-2,40,4.4,64,0,0.0
한수어촌계 톤대섬,한식,영업,제주특별자치도 제주시 한림읍 한수리 914-8번지 ,제주특별자치도 제주시 한림읍 한수리 914-8번지 ,75,4.8,22,0,0.0
고스트타운,뷔페,영업,제주특별자치도 제주시 애월읍 신엄리 2880-12 ,제주특별자치도 제주시 애월읍 부룡수길 35-14,45,3.8,31,0,0.0
평대앓이,경양식,영업,제주특별자치도 제주시 구좌읍 평대리 1711-1 ,"제주특별자치도 제주시 구좌읍 비자림로 2718-3, 1층",47,4.4,49,0,0.0
그리다앤쿡,경양식,영업,제주특별자치도 제주시 이도이동 1185-14번지 ,"제주특별자치도 제주시 신성로 111, 3층 (이도이동)",39,4.4,32,0,0.0
함덕뚝배기,한식,영업,제주특별자치도 제주시 조천읍 함덕리 산 14-58번지 ,제주특별자치도 제주시 조천읍 조함해안로 538,33,4.6,60,0,0.0
김서방재첩해장국,한식,영업,제주특별자치도 제주시 노형동 934-16 ,제주특별자치도 제주시 원노형6길 27 (노형동),71,3.6,57,0,0.0
곱창이야기일도점,호프,영업,제주특별자치도 제주시 일도이동 70-3번지 ,제주특별자치도 제주시 연삼로 529 (일도이동),53,4.5,10,0,0.0
사계절국수,한식,영업,제주특별자치도 제주시 조천읍 교래리 786-25 ,"제주특별자치도 제주시 조천읍 남조로 2115, 2동 1층",35,4.0,39,0,0.0
애월리안,카페,영업,제주특별자치도 제주시 애월읍 애월리 1587 ,제주특별자치도 제주시 애월읍 애원로 4,37,3.7,29,0,0.0
피플,카페,영업,제주특별자치도 제주시 조천읍 신촌리 2405-8번지 ,"제주특별자치도 제주시 조천읍 신촌북3길 58, 1층",42,4.6,39,0,0.0
저지오름반점,중식,영업,제주특별자치도 제주시 한경면 저지리 1715-9 (1층) ,제주특별자치도 제주시 한경면 중산간서로 3649,32,3.7,27,0,0.0
충민정,고기,영업,제주특별자치도 제주시 용담일동 2818-2번지 (1층) ,제주특별자치도 제주시 남성로 26-1 (용담일동),283,4.7,495,0,0.0
함덕흑돼지연탄구이,고기,영업,제주특별자치도 제주시 조천읍 함덕리 1273번지 ,"제주특별자치도 제주시 조천읍 신북로 535, 1층",389,4.2,45,0,0.0
황가네뚝배기,한식,영업,제주특별자치도 제주시 연동 291-121번지 ,제주특별자치도 제주시 삼무로11길 24 (연동),59,3.9,8,0,0.0
제주등대아구찜,한식,영업,제주특별자치도 제주시 한림읍 한림리 1328-27번지 ,"제주특별자치도 제주시 한림읍 한림해안로 145-2, 1층",36,4.8,54,0,0.0
세러데이아일랜드,외국요리,영업,제주특별자치도 제주시 구좌읍 평대리 2007-1 ,"제주특별자치도 제주시 구좌읍 평대7길 51, 1층",68,3.5,39,0,0.0
제주한면가,한식,영업,제주특별자치도 제주시 조천읍 선흘리 2503-9번지 ,"제주특별자치도 제주시 조천읍 북선로 373, 1층",44,3.5,39,0,0.0
빵굽는카페로와,카페,영업,제주특별자치도 제주시 구좌읍 월정리 6 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 472, 1층 제3호",32,3.8,56,0,0.0
다미회,한식,영업,제주특별자치도 제주시 이도이동 1176-38 ,제주특별자치도 제주시 동광로2길 9-4 (이도이동),41,3.6,13,0,0.0
산지해장국,일식,영업,제주특별자치도 제주시 건입동 1319-121번지 ,"제주특별자치도 제주시 임항로 34, 1층 (건입동)",185,4.4,145,0,0.0
봉성식당,한식,영업,제주특별자치도 제주시 애월읍 봉성리 4124-1번지 ,"제주특별자치도 제주시 애월읍 봉성로 66, 1층",122,3.7,40,0,0.0
