사업장명,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,Reviews,stars,n_reviews,n_stars,소재지,법정동,위도,경도
달리북카페,카페,영업,제주특별자치도 제주시 한림읍 옹포리 126 ,"제주특별자치도 제주시 한림읍 월계로 18, 1층",35,4.7,118,4.58,제주시,한림,33.4033167400368, 126.254717298777
세바,카페,영업,제주특별자치도 제주시 조천읍 선흘리 1093-1 외1필지(1층) ,제주특별자치도 제주시 조천읍 선흘동2길 20-7 (외1필지(1층)),73,4.1,81,4.5,제주시,조천,33.5132217696454, 126.706034023144
커피템플,카페,영업,제주특별자치도 제주시 월평동 1348-3 ,"제주특별자치도 제주시 영평길 269, 1층 (월평동)",229,4.4,661,4.56,제주시,제주,33.478025614156, 126.570110220046
도나망,카페,영업,제주특별자치도 제주시 조천읍 함덕리 906 ,"제주특별자치도 제주시 조천읍 일주동로 1208, 1층",90,3.9,77,4.24,제주시,조천,33.5368456593417, 126.669724584679
도도톳김밥,카페,영업,제주특별자치도 제주시 구좌읍 세화리 1477-15 ,제주특별자치도 제주시 구좌읍 해맞이해안로 1460,68,4.1,761,0.0,제주시,구좌,33.5243637209938, 126.861330572325
카페도두,카페,영업,제주특별자치도 제주시 도두이동 705 ,"제주특별자치도 제주시 서해안로 342, 1층 (도두이동)",32,4.3,0,0.0,제주시,제주,33.5102365795386, 126.481700036986
에이바우트커피함덕해수욕장,카페,영업,제주특별자치도 제주시 조천읍 함덕리 1004-28 ,"제주특별자치도 제주시 조천읍 조함해안로 526, 1~2층",50,4.2,0,0.0,제주시,조천,33.5425009930195, 126.668982880499
엘리사,카페,영업,제주특별자치도 제주시 애월읍 하귀2리 2753-3 ,"제주특별자치도 제주시 애월읍 가문동상2길 28, 1층",44,5.0,275,4.58,제주시,애월,33.4853707194842, 126.389981029761
인터포레스트,카페,영업,제주특별자치도 제주시 구좌읍 송당리 2092 ,"제주특별자치도 제주시 구좌읍 비자림로 1655, 1~2층",42,4.4,292,4.74,제주시,구좌,33.4573217473339, 126.772445235354
스탠스커피,카페,영업,제주특별자치도 제주시 이도이동 1051-7 ,"제주특별자치도 제주시 고산동산5길 27, 1층 (이도이동)",45,5.0,60,4.64,제주시,제주,33.4968941055962, 126.535359451642
카페시소,카페,영업,제주특별자치도 제주시 조천읍 조천리 3075-1 ,"제주특별자치도 제주시 조천읍 조천북1길 70, 1층",48,4.9,133,4.84,제주시,조천,33.5433681643018, 126.634863539568
섬,카페,영업,제주특별자치도 제주시 한림읍 협재리 2976 ,"제주특별자치도 제주시 한림읍 비양도길 32-5, 1층",52,4.1,0,0.0,제주시,한림,33.405341686252, 126.228271169748
플로리아,카페,영업,제주특별자치도 제주시 한림읍 협재리 1825-1 ,"제주특별자치도 제주시 한림읍 협재8길 22, 1층",63,4.0,0,0.0,제주시,한림,33.3948964040129, 126.244660937062
카페리블링스,카페,영업,제주특별자치도 제주시 오라이동 2196-1 ,"제주특별자치도 제주시 동성길 67, 1층 (오라이동)",36,4.7,184,4.52,제주시,제주,33.494524386938, 126.509129790699
비양놀,카페,영업,제주특별자치도 제주시 한림읍 수원리 965 ,제주특별자치도 제주시 한림읍 한림해안로 311,132,4.4,575,4.59,제주시,한림,33.4289914206005, 126.263520918313
무우수커피로스터스,카페,영업,제주특별자치도 제주시 조천읍 조천리 2361 ,제주특별자치도 제주시 조천읍 조천11길 22-2,48,4.8,115,0.0,제주시,조천,33.5378188289084, 126.63847569536
에이바우트커피뷰하귀포구,카페,영업,제주특별자치도 제주시 애월읍 하귀1리 1624-2 ,"제주특별자치도 제주시 애월읍 하귀12길 21-2, 1~3층",52,4.3,879,4.4,제주시,애월,33.4864718308853, 126.40841142344
나이체,카페,영업,제주특별자치도 제주시 아라일동 6106-13 아라힐링 ,"제주특별자치도 제주시 인다6길 35, 아라힐링 1층 (아라일동)",38,4.8,127,4.9,제주시,제주,33.4753403120127, 126.545967154417
고도,카페,영업,제주특별자치도 제주시 용담삼동 1173-1 ,"제주특별자치도 제주시 어영길 15, 1층 (용담삼동)",61,4.7,126,4.56,제주시,제주,33.5190056344841, 126.495022670834
비스마일,카페,영업,제주특별자치도 제주시 애월읍 장전리 380-2 ,"제주특별자치도 제주시 애월읍 하소로 358, 1층",37,4.2,201,4.65,제주시,애월,33.4508902113739, 126.390685350841
더앨리제주애월,카페,영업,제주특별자치도 제주시 애월읍 구엄리 555-6 ,"제주특별자치도 제주시 애월읍 애월해안로 728, 1~2층",80,4.6,547,4.49,제주시,애월,33.4837368853441, 126.378642720783
공설,카페,영업,제주특별자치도 제주시 삼도일동 562-8 ,"제주특별자치도 제주시 공설로 15, 1층 (삼도일동)",42,4.7,0,0.0,제주시,제주,33.4985449934468, 126.5166643429
오마이파운드,카페,영업,제주특별자치도 제주시 연동 273-54 ,"제주특별자치도 제주시 은남4길 40, 1층 (연동)",42,5.0,182,4.75,제주시,제주,33.4865531073134, 126.491546618024
롤링브루잉,카페,영업,제주특별자치도 제주시 일도일동 1168-1 ,"제주특별자치도 제주시 동문로 21-1, 1층 (일도일동)",60,4.6,216,4.77,제주시,제주,33.5131091113003, 126.529117791021
캣빵,카페,영업,제주특별자치도 제주시 한경면 저지리 1838-2 ,"제주특별자치도 제주시 한경면 중산간서로 3695, 1동 1층",42,3.9,320,4.72,제주시,한경,33.3343701993951, 126.255995520129
카페진정성종,카페,영업,제주특별자치도 제주시 이호일동 322 ,"제주특별자치도 제주시 서해안로 124, 1층 (이호일동)",310,4.0,1928,4.44,제주시,제주,33.5025105650505, 126.462667173145
몽땅,카페,영업,제주특별자치도 제주시 한경면 청수리 157-11 ,"제주특별자치도 제주시 한경면 연명로 385, 1층",313,4.5,3276,4.84,제주시,한경,33.3058037978448, 126.25815020754
네꼬야티하우스,카페,영업,제주특별자치도 제주시 애월읍 하귀1리 138-13 ,"제주특별자치도 제주시 애월읍 하귀9길 15, 1층",42,4.5,192,4.45,제주시,애월,33.4857018249746, 126.415621864255
볼수록제주,카페,영업,제주특별자치도 제주시 애월읍 수산리 511 ,"제주특별자치도 제주시 애월읍 하소로 154-1, 제2동 1층",42,4.2,168,4.78,제주시,애월,33.468250367386, 126.393358475211
스타벅스제주서해안로디티,카페,영업,제주특별자치도 제주시 용담삼동 1020-1 ,"제주특별자치도 제주시 서해안로 624,  (용담삼동)",174,4.1,0,0.0,제주시,제주,33.5167650091229, 126.50358831063
여누카페,카페,영업,제주특별자치도 제주시 조천읍 교래리 산 61-1 ,"제주특별자치도 제주시 조천읍 남조로 1842, 1~2층",32,4.7,340,4.65,제주시,조천,33.4320126984516, 126.673827341374
송당의아침,카페,영업,제주특별자치도 제주시 구좌읍 송당리 1373-1 ,제주특별자치도 제주시 구좌읍 중산간동로 2254,58,3.7,455,4.46,제주시,구좌,33.4716393611523, 126.783524393744
더카페,카페,영업,제주특별자치도 제주시 조천읍 조천리 686-1 ,"제주특별자치도 제주시 조천읍 조천18길 50-7, 1층",172,4.0,0,0.0,제주시,조천,33.5371771895961, 126.645784399198
구움몽,카페,영업,제주특별자치도 제주시 한림읍 협재리 1732 ,"제주특별자치도 제주시 한림읍 한림로 359, 1층",52,4.1,286,4.35,제주시,한림,33.3952709144073, 126.241938901272
취다선,카페,영업,"제주특별자치도 서귀포시 성산읍 오조리 398-10 , 지하1층 ","제주특별자치도 서귀포시 성산읍 해맞이해안로 2688, 지하1층",93,4.9,0,0.0,서귀포시,성산,33.4718400238116, 126.912709197648
봉꾸라주,카페,영업,제주특별자치도 서귀포시 강정동 152-3 ,제주특별자치도 서귀포시 신서로48번길 5 (강정동),55,4.3,134,4.4,서귀포시,중문,33.2543057263134, 126.505796135012
카페블루하우스,카페,영업,제주특별자치도 서귀포시 서귀동 297-20 1층 ,"제주특별자치도 서귀포시 중앙로 73, 1층 (서귀동)",79,4.5,1936,4.86,서귀포시,서귀포,33.2511860586309, 126.5610868906
스타벅스커피 제주송악산,카페,영업,제주특별자치도 서귀포시 대정읍 상모리 133  ,제주특별자치도 서귀포시 대정읍 형제해안로 322 (),83,3.5,3421,4.41,서귀포시,대정,33.2068663609812, 126.289998532667
테라로사 서귀포지,카페,영업,제주특별자치도 서귀포시 하효동 1306-1 ,제주특별자치도 서귀포시 칠십리로658번길 27-16 (하효동),390,4.1,3843,4.51,서귀포시,서귀포,33.2494346419786, 126.618815369385
카페 서연의집,카페,영업,제주특별자치도 서귀포시 남원읍 위미리 2975 ,제주특별자치도 서귀포시 남원읍 위미해안로 86,164,3.6,950,4.35,서귀포시,남원,33.2694402292287, 126.655685987004
색달로망스,카페,영업,제주특별자치도 서귀포시 색달동 1937-4 1층 ,"제주특별자치도 서귀포시 색달로72번길 1, 1층 (색달동)",61,4.8,206,4.64,서귀포시,중문,33.2608241161807, 126.41116017361
제주아이까페,카페,영업,제주특별자치도 서귀포시 성산읍 성산리 296-10 3동 ,"제주특별자치도 서귀포시 성산읍 일출로288번길 8, 3동",41,3.7,0,0.0,서귀포시,성산,33.4637758997374, 126.935628868057
벙커 하우스,카페,영업,제주특별자치도 서귀포시 법환동 140 1층 ,"제주특별자치도 서귀포시 막숙포로41번길 66, 1층 (법환동)",110,4.3,1262,4.43,서귀포시,서귀포,33.240575106268, 126.519183904275
리틀포레스트,카페,영업,제주특별자치도 서귀포시 월평동 471-1 ,제주특별자치도 서귀포시 월평로 15 (월평동),72,3.9,187,4.48,서귀포시,제주,33.2448817212768, 126.459202832942
제주판타스틱버거,카페,영업,제주특별자치도 서귀포시 표선면 토산리 448-11 ,"제주특별자치도 서귀포시 표선면 토산중앙로15번길 6, 1층",352,4.0,1287,4.55,서귀포시,표선,33.3084990641586, 126.779001137264
케렌시아,카페,영업,제주특별자치도 서귀포시 하효동 1305  ,"제주특별자치도 서귀포시 칠십리로658번길 27-18,  (하효동)",40,4.5,148,4.53,서귀포시,서귀포,33.2494803087393, 126.619153511617
바세츠아이스크림동홍,카페,영업,"제주특별자치도 서귀포시 동홍동 499-7 , 1층 ","제주특별자치도 서귀포시 일주동로 8572, 1층 (동홍동)",33,4.8,89,4.76,서귀포시,서귀포,33.2550928909128, 126.572521631488
한국맥도날드(유)제주월드컵스타디움DT,패스트푸드,영업,제주특별자치도 서귀포시 강정동 231-1 ,"제주특별자치도 서귀포시 일주서로 7,  (강정동)",33,4.8,0,0.0,서귀포시,중문,33.2494063116904, 126.507166121033
치치퐁,카페,영업,제주특별자치도 서귀포시 안덕면 사계리 171-4 ,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-62,44,4.7,8,0.0,서귀포시,안덕,33.2352826621102, 126.313389131286
논짓물해수힐링카페,카페,영업,제주특별자치도 서귀포시 하예동 580 ,제주특별자치도 서귀포시 논짓물로 13 (하예동),49,4.2,277,4.53,서귀포시,안덕,33.2371755717112, 126.388017389882
와랑와랑,카페,영업,제주특별자치도 서귀포시 남원읍 위미리 875-1 ,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 28,97,4.3,0,0.0,서귀포시,남원,33.2722772962492, 126.676497847576
이니스프리,카페,영업,제주특별자치도 서귀포시 안덕면 서광리 1235-1 ,제주특별자치도 서귀포시 안덕면 신화역사로 435,327,4.3,0,0.0,서귀포시,안덕,33.3061004503869, 126.29052909482
성읍랜드,카페,영업,제주특별자치도 서귀포시 표선면 성읍리 2045-1 ,제주특별자치도 서귀포시 표선면 번영로 2650,78,4.8,0,0.0,서귀포시,표선,33.3989771445197, 126.786956785289
모꼬지,호프,영업,제주특별자치도 서귀포시 남원읍 신흥리 산 30 ,제주특별자치도 서귀포시 남원읍 원님로399번길 319,161,4.3,456,4.6,서귀포시,남원,33.3589919460004, 126.724412746417
커피먹는고냉이,카페,영업,제주특별자치도 서귀포시 성산읍 고성리 212-3 ,제주특별자치도 서귀포시 성산읍 신양로 103,34,4.8,320,4.58,서귀포시,성산,33.4367796637776, 126.920818299217
카페희상,카페,영업,제주특별자치도 서귀포시 표선면 표선리 441 ,제주특별자치도 서귀포시 표선면 표선동서로 324-18,75,4.1,114,4.39,서귀포시,표선,33.3301174422122, 126.83867170584
목장카페드르쿰다,카페,영업,제주특별자치도 서귀포시 표선면 성읍리 2873 ,"제주특별자치도 서귀포시 표선면 번영로 2454, 1층",312,4.2,927,4.41,서귀포시,표선,33.4084460292609, 126.770391624769
카페바르,카페,영업,제주특별자치도 서귀포시 성산읍 고성리 590-2 ,제주특별자치도 서귀포시 성산읍 환해장성로 941,157,4.9,273,4.79,서귀포시,성산,33.4348806183298, 126.916321469643
청춘부부,카페,영업,제주특별자치도 서귀포시 대정읍 안성리 1926-2 ,제주특별자치도 서귀포시 대정읍 추사로38번길 181,175,4.6,556,4.66,서귀포시,대정,33.2659794214888, 126.27895903068
모노클제주,카페,영업,제주특별자치도 서귀포시 남원읍 위미리 745-4 ,제주특별자치도 서귀포시 남원읍 위미리 745-4 ,183,4.0,829,4.54,서귀포시,남원,33.2729117323805, 126.684516007179
스타벅스제주신화월드R,카페,영업,제주특별자치도 서귀포시 안덕면 서광리 산 24 지하1층 호텔동 ,"제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 호텔동 지하1층",68,3.9,3403,4.45,서귀포시,안덕,33.3068460968274, 126.317477950826
겹겹의 의도,카페,영업,제주특별자치도 서귀포시 서홍동 364 파크하임 3차 1층 103호,"제주특별자치도 서귀포시 홍중로27번길 4, 1층 103호 (서홍동, 파크하임 3차)",55,3.9,257,4.43,서귀포시,서귀포,33.2552541800162, 126.557592038821
아워홈 에스제이에이 카페그랑,카페,영업,제주특별자치도 서귀포시 대정읍 구억리 1159 1층 ,제주특별자치도 서귀포시 대정읍 글로벌에듀로304번길 10,55,3.9,0,0.0,서귀포시,대정,33.2847987423347, 126.2845688042
동박낭,카페,영업,제주특별자치도 서귀포시 남원읍 위미리 956-3 ,"제주특별자치도 서귀포시 남원읍 태위로 275-2, ",106,3.9,183,4.08,서귀포시,남원,33.2760182948561, 126.676998425236
에코소랑꼬라지오꿈앤카페,카페,영업,제주특별자치도 서귀포시 서홍동 1153-6 ,제주특별자치도 서귀포시 일주동로 8777 (서홍동),46,4.9,0,0.0,서귀포시,서귀포,33.2525642375708, 126.550745208899
스타벅스커피성산일출봉,카페,영업,제주특별자치도 서귀포시 성산읍 성산리 109-11  ,제주특별자치도 서귀포시 성산읍 일출로 284-5,147,3.5,4370,4.46,서귀포시,성산,33.462867718774, 126.935475283098
바램,카페,영업,제주특별자치도 서귀포시 안덕면 동광리 259-3 ,제주특별자치도 서귀포시 안덕면 신화역사로 611,71,3.9,398,4.22,서귀포시,안덕,33.3113528072004, 126.352695572158
아줄레주,카페,영업,제주특별자치도 서귀포시 성산읍 신풍리 627 나동 ,"제주특별자치도 서귀포시 성산읍 신풍하동로19번길 59, 나동",475,4.0,1172,4.57,서귀포시,성산,33.3668237473775, 126.83914060925
베케,카페,영업,제주특별자치도 서귀포시 신효동 1137-1 ,제주특별자치도 서귀포시 효돈로 54 (신효동),465,3.8,936,4.45,서귀포시,서귀포,33.2619635324565, 126.60491944329
수망일기,카페,영업,제주특별자치도 서귀포시 남원읍 수망리 360-5 1층 ,"제주특별자치도 서귀포시 남원읍 남조로 593-2, 1층",35,4.7,0,0.0,서귀포시,남원,33.3303569586652, 126.712134808758
오늘의바다,카페,영업,제주특별자치도 서귀포시 법환동 131 ,제주특별자치도 서귀포시 이어도로 990 (법환동),104,4.7,0,0.0,서귀포시,서귀포,33.2417231137662, 126.518568277462
오하효,카페,영업,제주특별자치도 서귀포시 하효동 600 2층 ,"제주특별자치도 서귀포시 칠십리로 752, 2층 (하효동)",47,4.1,140,4.46,서귀포시,서귀포,33.2591623403419, 126.617754452855
뜻밖의발견,카페,영업,제주특별자치도 서귀포시 강정동 114-3 1층 ,"제주특별자치도 서귀포시 신서로122번길 38, 1층 (강정동)",83,4.9,280,4.65,서귀포시,중문,33.2599014546398, 126.50981916251
이니스프리제주하우스,카페,영업,제주특별자치도 서귀포시 안덕면 서광리 1235-1 ,"제주특별자치도 서귀포시 안덕면 신화역사로 15, 1층",327,4.3,7998,4.55,서귀포시,안덕,33.3061004503869, 126.29052909482
아뽀밍고,카페,영업,제주특별자치도 서귀포시 성산읍 성산리 399-46 3층 ,"제주특별자치도 서귀포시 성산읍 일출로 230, 3층",92,4.2,440,4.64,서귀포시,성산,33.4599507779691, 126.930699964394
오라디오라,카페,영업,"제주특별자치도 서귀포시 안덕면 사계리 238-1 , 2층 ","제주특별자치도 서귀포시 안덕면 사계로114번길 54-102, 2층",86,4.2,320,4.43,서귀포시,안덕,33.2351039599602, 126.308181600589
커피스케치,카페,영업,제주특별자치도 서귀포시 안덕면 사계리 116-6 ,"제주특별자치도 서귀포시 안덕면 사계남로216번길 24-32, 2층",243,4.6,1226,4.66,서귀포시,안덕,33.2333569143682, 126.31334302927
카페더라이트,카페,영업,제주특별자치도 서귀포시 성산읍 성산리 298-22 ,"제주특별자치도 서귀포시 성산읍 한도로 269, ",117,4.4,941,4.53,서귀포시,성산,33.4658372958562, 126.935893052725
카페아오오,카페,영업,제주특별자치도 서귀포시 성산읍 신산리 420  ,"제주특별자치도 서귀포시 성산읍 환해장성로 75, ",166,4.4,1385,4.42,서귀포시,성산,33.3791517657298, 126.879901860403
애플망고1947,카페,영업,제주특별자치도 서귀포시 대정읍 신평리 370-10 ,제주특별자치도 서귀포시 대정읍 중산간서로 2602,31,4.2,440,4.52,서귀포시,대정,33.2657841124212, 126.259398532878
블랑로쉐,카페,영업,제주특별자치도 서귀포시 대정읍 가파리 205 ,"제주특별자치도 서귀포시 대정읍 가파로 241, ",59,4.2,378,4.58,서귀포시,대정,33.1742268415025, 126.271116554402
제주그림카페,카페,영업,제주특별자치도 서귀포시 안덕면 서광리 산 39 제주항공우주박물관 3층 전망대동 ,"제주특별자치도 서귀포시 안덕면 녹차분재로 218, 제주항공우주박물관 전망대동 3층",92,4.4,108,4.73,서귀포시,안덕,33.3029878967208, 126.298894958599
썬샤인워크,카페,영업,제주특별자치도 서귀포시 상예동 3162-1 ,"제주특별자치도 서귀포시 소보리당로 40-4, 1층 (상예동)",32,3.8,132,4.68,서귀포시,중문,33.2479970794344, 126.389260531462
동광분교인디이스트,카페,영업,제주특별자치도 서귀포시 안덕면 동광리 976 ,제주특별자치도 서귀포시 안덕면 동광로 107,32,4.2,141,4.81,서귀포시,안덕,33.3061870054803, 126.337312755166
옥분상회,카페,영업,제주특별자치도 서귀포시 남원읍 남원리 178-1 ,제주특별자치도 서귀포시 남원읍 남한로 14,39,4.2,105,4.7,서귀포시,남원,33.2802942120109, 126.717986412813
카페비아라테,카페,영업,제주특별자치도 서귀포시 안덕면 서광리 1927-3 ,"제주특별자치도 서귀포시 안덕면 중산간서로 2093, 1층",57,4.8,213,4.69,서귀포시,안덕,33.2853658249634, 126.30126887066
당포로나인,카페,영업,제주특별자치도 서귀포시 표선면 표선리 43-1 1층 ,"제주특별자치도 서귀포시 표선면 표선당포로 9, 1층",75,4.5,0,0.0,서귀포시,표선,33.3257067775395, 126.84361472289
캘리소프트서브올레시장,카페,영업,제주특별자치도 서귀포시 서귀동 291-72 1층 ,"제주특별자치도 서귀포시 중앙로54번길 16, 1층 (서귀동)",47,4.1,317,4.42,서귀포시,서귀포,33.2495042391084, 126.56244050108
캘리소프트서브성산일출봉,카페,영업,제주특별자치도 서귀포시 성산읍 성산리 125-2 ,"제주특별자치도 서귀포시 성산읍 일출로 284-4, 1층",62,5.0,296,4.32,서귀포시,성산,33.4626770180118, 126.935110007924
감따남,카페,영업,제주특별자치도 서귀포시 강정동 1890-2 ,"제주특별자치도 서귀포시 월산로 16, 1층 (강정동)",58,4.4,281,4.5,서귀포시,중문,33.2620474544319, 126.494537807177
하늘꽃,카페,영업,제주특별자치도 서귀포시 대정읍 상모리 1450-1 ,제주특별자치도 서귀포시 대정읍 송악관광로 317,72,4.2,670,4.55,서귀포시,대정,33.2130272070571, 126.282187411096
카페루시아,카페,영업,제주특별자치도 서귀포시 안덕면 창천리 840-1 ,제주특별자치도 서귀포시 안덕면 난드르로 49-17,171,4.0,1349,4.47,서귀포시,안덕,33.2349309062057, 126.363284238426
카페12제라,카페,영업,제주특별자치도 서귀포시 대정읍 신도리 1399-1  ,"제주특별자치도 서귀포시 대정읍 도원로 202, ",36,5.0,192,4.89,서귀포시,대정,33.2775931829427, 126.191046868619
오늘은녹차,카페,영업,제주특별자치도 서귀포시 표선면 성읍리 2197 ,"제주특별자치도 서귀포시 표선면 중산간동로 4772, 2층",194,4.3,1824,4.56,서귀포시,표선,33.381763235537, 126.791285120381
카페(cafe)돗돗헌,카페,영업,제주특별자치도 서귀포시 표선면 표선리 40-1 ,제주특별자치도 서귀포시 표선면 민속해안로 631-34,31,3.5,194,4.43,서귀포시,표선,33.3221153950566, 126.841893223857
orrrn(오알엔),카페,영업,제주특별자치도 서귀포시 성산읍 오조리 394 ,"제주특별자치도 서귀포시 성산읍 해맞이해안로 2714, ",215,4.1,0,0.0,서귀포시,성산,33.4717701510195, 126.9157081036
오리프,카페,영업,제주특별자치도 서귀포시 남원읍 위미리 939-1 ,제주특별자치도 서귀포시 남원읍 태위로 255,59,4.6,238,4.6,서귀포시,남원,33.2753976697617, 126.674428213582
제주호랭이성산,카페,영업,제주특별자치도 서귀포시 성산읍 성산리 132-2 ,"제주특별자치도 서귀포시 성산읍 일출로 274-1, 2층",131,4.1,1141,4.62,서귀포시,성산,33.4620768550389, 126.934668451579
카페한라산아래첫마을,카페,영업,"제주특별자치도 서귀포시 안덕면 광평리 211 , 1층 A동 ","제주특별자치도 서귀포시 안덕면 산록남로 675, A동 1층",154,4.2,0,0.0,서귀포시,안덕,33.3280653203741, 126.379650541494
플라이오조,카페,영업,제주특별자치도 서귀포시 성산읍 오조리 792-1 ,제주특별자치도 서귀포시 성산읍 오조로85번길 44,41,4.3,204,4.62,서귀포시,성산,33.4610345261196, 126.910954510107
어니스트밀크,카페,영업,제주특별자치도 서귀포시 성산읍 수산리 1490 ,"제주특별자치도 서귀포시 성산읍 중산간동로 3147-7, 2층",155,4.7,857,4.62,서귀포시,성산,33.4503813022696, 126.871948383503
그림책방앤카페노란우산,카페,영업,제주특별자치도 제주시 애월읍 광령리 2981-1 자연숲 ,"제주특별자치도 제주시 애월읍 하광로 515, 104동 102호 (자연숲)",8,5.0,57,4.52,제주시,애월,33.446061342128, 126.430766617982
에릭스에스프레소,카페,영업,제주특별자치도 제주시 구좌읍 세화리 1397-6 ,"제주특별자치도 제주시 구좌읍 구좌로 77, 1층",17,4.8,81,4.47,제주시,구좌,33.5214519664482, 126.858902488408
일품순두부한림,한식,영업,제주특별자치도 제주시 한림읍 대림리 1845-2 ,"제주특별자치도 제주시 한림읍 한림상로 237, 1층",4,3.5,312,4.35,제주시,한림,33.4192971258001, 126.267450677422
봉플라봉뱅,양식,영업,제주특별자치도 제주시 연동 312-57 정인하우스 ,"제주특별자치도 제주시 문송1길 6-1, 정인하우스 1층 (연동)",23,4.2,256,4.79,제주시,제주,33.4880314618399, 126.497918554724
우차도리,고기,영업,제주특별자치도 제주시 도련일동 1977-5 ,"제주특별자치도 제주시 건주로6길 42, 1층 (도련일동)",0,0.0,63,4.51,제주시,제주,33.5144524624213, 126.578472890282
수니테이블,분식,영업,제주특별자치도 제주시 구좌읍 하도리 1544-2 ,제주특별자치도 제주시 구좌읍 문주란로 33-1,50,3.1,183,4.42,제주시,구좌,33.5190525177624, 126.885834896414
연화양꼬치,중식,영업,제주특별자치도 제주시 연동 276-3 ,"제주특별자치도 제주시 연동8길 28, 1층 105,106호 (연동)",14,5.0,54,4.74,제주시,제주,33.4834543433421, 126.490385597432
돈대표,고기,영업,제주특별자치도 제주시 조천읍 함덕리 955-8 ,"제주특별자치도 제주시 조천읍 함덕로 20, 1층",29,3.5,349,4.67,제주시,조천,33.5416452268113, 126.673030668726
예쁘게즐겁게,한식,영업,제주특별자치도 제주시 구좌읍 월정리 278 ,"제주특별자치도 제주시 구좌읍 월정3길 14, 1층",6,5.0,87,4.86,제주시,구좌,33.5526258565492, 126.79231122327
황금손가락한림,일식,영업,제주특별자치도 제주시 한림읍 수원리 942-1 ,"제주특별자치도 제주시 한림읍 한림해안로 275, 1층",23,3.0,219,4.19,제주시,한림,33.4258362249963, 126.263975392007
이돈갓아라,경양식,영업,제주특별자치도 제주시 아라일동 6127-4 ,"제주특별자치도 제주시 인다10길 36, 2층 (아라일동)",5,4.4,88,4.48,제주시,제주,33.4742668649007, 126.54952386489
바삭돈가스삼화,경양식,영업,제주특별자치도 제주시 화북일동 1019-4 티엠빌딩 ,"제주특별자치도 제주시 화삼로 7, 티엠빌딩 3층 301호 (화북일동)",11,4.7,92,4.46,제주시,제주,33.514463637827, 126.57383384274
쉬멍해장국,한식,영업,제주특별자치도 제주시 이도이동 2035-9 ,"제주특별자치도 제주시 구남로4길 8-12, 1층 (이도이동)",0,2.8,131,4.11,제주시,제주,33.4887841360963, 126.533069110944
안녕하샌,호프,영업,제주특별자치도 제주시 구좌읍 월정리 562 ,"제주특별자치도 제주시 구좌읍 월정3길 53-15, 2동",25,4.7,141,4.51,제주시,구좌,33.5562940663477, 126.794082709851
돈삼겹직영5호,한식,영업,제주특별자치도 제주시 이도이동 1952-2 ,"제주특별자치도 제주시 신설로9길 37, 지하1층 (이도이동)",0,4.5,61,4.57,제주시,제주,33.4952239559163, 126.547111231857
티엔미미,카페,영업,제주특별자치도 제주시 연동 253-13 ,"제주특별자치도 제주시 연동4길 8,  (연동)",2,5.0,62,4.52,제주시,제주,33.485238407663, 126.487606904876
장전반,중식,영업,제주특별자치도 제주시 애월읍 장전리 429 ,"제주특별자치도 제주시 애월읍 하소로 373, 1층",29,4.2,242,4.64,제주시,애월,33.4493895505792, 126.391170362372
역전할머니맥주제주시청,호프,영업,제주특별자치도 제주시 이도이동 1773-26 ,"제주특별자치도 제주시 광양8길 4, 1층 (이도이동)",14,1.8,125,4.53,제주시,제주,33.5001279716076, 126.528897527659
더더,한식,영업,제주특별자치도 제주시 애월읍 신엄리 753-1 ,"제주특별자치도 제주시 애월읍 엄장로 16, 1층",0,0.0,55,4.76,제주시,애월,33.4721930177837, 126.374011416295
삼양백년짜장,중식,영업,제주특별자치도 제주시 삼양이동 2102-17 ,"제주특별자치도 제주시 설촌로12길 36, 1층 (삼양이동)",9,4.0,227,4.26,제주시,제주,33.5244747517586, 126.584077180053
춘천명동닭갈비삼화,한식,영업,제주특별자치도 제주시 화북일동 1015-2 ,"제주특별자치도 제주시 화삼로1길 16, 1층 (화북일동)",3,5.0,119,4.78,제주시,제주,33.514784917941, 126.575500589027
옹포83,경양식,영업,제주특별자치도 제주시 한림읍 옹포리 227-7 ,"제주특별자치도 제주시 한림읍 옹포8길 3, 1층",0,0.0,367,4.66,제주시,한림,33.4047230847572, 126.255055510033
질레,한식,영업,제주특별자치도 제주시 건입동 675-18 ,"제주특별자치도 제주시 사라봉13길 16, 1층 (건입동)",27,4.6,70,4.3,제주시,제주,33.5158086024092, 126.540046815373
영평가시나물마을회,한식,영업,제주특별자치도 제주시 영평동 2261 양지공원 ,"제주특별자치도 제주시 516로 2810-31, 양지공원 지하1층 (영평동)",0,0.0,133,4.27,제주시,제주,33.4403712701262, 126.579658165722
로즈타이거제주흙돼지,한식,영업,제주특별자치도 제주시 일도이동 48 오성빌딩 ,"제주특별자치도 제주시 천수로 52, 오성빌딩 1층 (일도이동)",0,0.0,75,4.79,제주시,제주,33.5038309073732, 126.54239473677
맛있는참세상,한식,영업,제주특별자치도 제주시 한경면 조수리 116-4 ,"제주특별자치도 제주시 한경면 용금로 496, 1층",8,4.1,137,4.54,제주시,한경,33.3362524911367, 126.232762741131
